is_2_11_7uM,,is_2_11_15uM1,,is_2_11_31uM,,is_2_11_62uM,,is_2_11_125uM,,is_2_11_250uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
734.0482788,-0.008327615447,734.0482788,-0.007950294763,734.0482788,-0.007064749487,734.0482788,-0.005131536163,734.0482788,-0.001493018353,734.0482788,0.007195367012,
733.4793091,-0.008404655382,733.4793091,-0.007751900237,733.4793091,-0.006931529846,733.4793091,-0.004887467716,733.4793091,-0.001291909022,733.4793091,0.007583394647,
733.0524902,-0.008490210399,733.0524902,-0.007750883233,733.0524902,-0.006768350489,733.0524902,-0.005009800661,733.0524902,-0.001492192852,733.0524902,0.007647858001,
732.4832764,-0.008280023932,732.4832764,-0.007604596205,732.4832764,-0.006986554712,732.4832764,-0.004953091498,732.4832764,-0.001362878247,732.4832764,0.00730618136,
732.0563354,-0.008509248495,732.0563354,-0.00777442893,732.0563354,-0.00705894269,732.0563354,-0.004932719283,732.0563354,-0.001688980847,732.0563354,0.007259536069,
731.4869385,-0.008816333488,731.4869385,-0.007882224396,731.4869385,-0.007287234534,731.4869385,-0.005205615424,731.4869385,-0.001690166886,731.4869385,0.007253087126,
731.0598755,-0.009102771059,731.0598755,-0.008057640865,731.0598755,-0.007297620177,731.0598755,-0.005590284709,731.0598755,-0.00186856545,731.0598755,0.006974506192,
730.4902954,-0.009267356247,730.4902954,-0.008553007618,730.4902954,-0.007716452237,730.4902954,-0.005580727011,730.4902954,-0.002344056964,730.4902954,0.006522925571,
730.0630493,-0.009302171879,730.0630493,-0.008561840281,730.0630493,-0.007981099188,730.0630493,-0.005872267764,730.0630493,-0.002324952511,730.0630493,0.006373746786,
729.4932861,-0.009618976153,729.4932861,-0.008929704316,729.4932861,-0.008042292669,729.4932861,-0.00614156248,729.4932861,-0.002772835549,729.4932861,0.00615033647,
729.0658569,-0.009937220253,729.0658569,-0.009332221001,729.0658569,-0.008548947051,729.0658569,-0.006223328877,729.0658569,-0.002757299459,729.0658569,0.00556959305,
728.4959106,-0.01052268129,728.4959106,-0.009680749848,728.4959106,-0.008763417602,728.4959106,-0.006795772351,728.4959106,-0.003556881798,728.4959106,0.00539149018,
728.0683594,-0.01077254303,728.0683594,-0.009992169216,728.0683594,-0.008796700276,728.0683594,-0.006827269215,728.0683594,-0.003790408606,728.0683594,0.005124761257,
727.4981689,-0.01111956593,727.4981689,-0.01050989609,727.4981689,-0.009332372807,727.4981689,-0.00725617772,727.4981689,-0.004126078915,727.4981689,0.004423270933,
727.0704956,-0.01163605228,727.0704956,-0.01052748132,727.0704956,-0.009980329312,727.0704956,-0.007634508424,727.0704956,-0.004335004371,727.0704956,0.004250891972,
726.5001221,-0.01196208969,726.5001221,-0.01104608551,726.5001221,-0.01024759561,726.5001221,-0.00813737046,726.5001221,-0.004903285764,726.5001221,0.00370967458,
