is_2_1_7uM,,mbg_3_127_5_15uM,,mbg_3_127_5_31uM1,,mbg_3_127_5_62uM3,,mbg_3_127_5_125uM2,,mbg_3_127_5_250uM,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
712.4916382,-0.014146926,712.4916382,-0.01408443,712.4916382,-0.013549573,712.4916382,-0.003518522,712.4916382,-0.004383645,712.4916382,-0.01425751
712.0617676,-0.013751557,712.0617676,-0.013696129,712.0617676,-0.013240646,712.0617676,-0.003093512,712.0617676,-0.004023246,712.0617676,-0.013638586
711.4884644,-0.013206345,711.4884644,-0.01325315,711.4884644,-0.012677645,711.4884644,-0.002825355,711.4884644,-0.003532593,711.4884644,-0.013164509
711.0584717,-0.013050179,711.0584717,-0.012846361,711.0584717,-0.012424651,711.0584717,-0.002222464,711.0584717,-0.003198108,711.0584717,-0.013066758
710.4849854,-0.012454233,710.4849854,-0.012431493,710.4849854,-0.012055155,710.4849854,-0.001869699,710.4849854,-0.002587809,710.4849854,-0.012647224
710.0548096,-0.012163403,710.0548096,-0.01181399,710.0548096,-0.011642504,710.0548096,-0.001107283,710.0548096,-0.002556517,710.0548096,-0.01168988
709.4812012,-0.011526261,709.4812012,-0.011441655,709.4812012,-0.011110685,709.4812012,-0.000618545,709.4812012,-0.001501583,709.4812012,-0.011363084
709.0508423,-0.010880305,709.0508423,-0.011132131,709.0508423,-0.010504034,709.0508423,-0.000285791,709.0508423,-0.00113429,709.0508423,-0.011126228
708.4770508,-0.010609942,708.4770508,-0.010549311,708.4770508,-0.010157228,708.4770508,0.000109408,708.4770508,-0.000888636,708.4770508,-0.010466586
708.0465698,-0.009814091,708.0465698,-0.009729049,708.0465698,-0.009309064,708.0465698,0.001301579,708.0465698,4.776223795E-5,708.0465698,-0.009888084
707.4725342,-0.009180991,707.4725342,-0.009116003,707.4725342,-0.008911343,707.4725342,0.001504403,707.4725342,0.000543972,707.4725342,-0.009294722
707.0419312,-0.008680555,707.0419312,-0.008756162,707.0419312,-0.008162725,707.0419312,0.001920267,707.0419312,0.000880445,707.0419312,-0.008488839
706.4677124,-0.008099667,706.4677124,-0.00804397,706.4677124,-0.007680645,706.4677124,0.002755718,706.4677124,0.001880773,706.4677124,-0.007848363
706.0369873,-0.007316863,706.0369873,-0.007395253,706.0369873,-0.006684953,706.0369873,0.003300363,706.0369873,0.002678067,706.0369873,-0.007494594
705.4625854,-0.006372377,705.4625854,-0.006303141,705.4625854,-0.005995039,705.4625854,0.004373038,705.4625854,0.003240088,705.4625854,-0.006516989
705.0316772,-0.006374316,705.0316772,-0.006148709,705.0316772,-0.005549395,705.0316772,0.004657019,705.0316772,0.00340544,705.0316772,-0.006154936
704.4570923,-0.005401649,704.4570923,-0.00507822,704.4570923,-0.00496471,704.4570923,0.005446586,704.4570923,0.004741723,704.4570923,-0.00502976
704.026062,-0.004677783,704.026062,-0.004582765,704.026062,-0.004232374,704.026062,0.00596092,704.026062,0.005201829,704.026062,-0.004824087
703.4512329,-0.00399729,703.4512329,-0.003834954,703.4512329,-0.003405528,703.4512329,0.00715647,703.4512329,0.005726758,703.4512329,-0.003803136
703.0200806,-0.003138386,703.0200806,-0.00304704,703.0200806,-0.002939066,703.0200806,0.007562295,703.0200806,0.006373484,703.0200806,-0.003117106
702.4451294,-0.002548643,702.4451294,-0.002356003,702.4451294,-0.002017879,702.4451294,0.008775554,702.4451294,0.007211237,702.4451294,-0.002467623
702.0137939,-0.00201422,702.0137939,-0.001909442,702.0137939,-0.001404577,702.0137939,0.00897849,702.0137939,0.007868692,702.0137939,-0.001862483
701.4385986,-0.001277507,701.4385986,-0.001354311,701.4385986,-0.000782294,701.4385986,0.009825392,701.4385986,0.00881523,701.4385986,-0.001219586
701.0071411,-0.000350303,701.0071411,-0.000324075,701.0071411,0.00017202,701.0071411,0.010501299,701.0071411,0.009498509,701.0071411,-0.000570566
700.4318237,0.000125332,700.4318237,3.756216393E-5,700.4318237,0.00039235,700.4318237,0.011116537,700.4318237,0.009937515,700.4318237,-7.98E-05
700.0001831,0.000798643,700.0001831,0.000674335,700.0001831,0.001163111,700.0001831,0.011423965,700.0001831,0.010410426,700.0001831,0.000738429
699.5685425,0.001303085,699.5685425,0.001057071,699.5685425,0.001638667,699.5685425,0.011777116,699.5685425,0.010899354,699.5685425,0.001222631
698.9929199,0.001984311,698.9929199,0.002186751,698.9929199,0.002705521,698.9929199,0.012643437,698.9929199,0.011829835,698.9929199,0.002071825
698.5611572,0.002736805,698.5611572,0.002585952,698.5611572,0.003095161,698.5611572,0.013367953,698.5611572,0.012260636,698.5611572,0.002624936
697.9852905,0.003263796,697.9852905,0.003228613,697.9852905,0.003373455,697.9852905,0.013754003,697.9852905,0.012929919,697.9852905,0.003350785
697.5533447,0.003837048,697.5533447,0.004006938,697.5533447,0.003913992,697.5533447,0.014392974,697.5533447,0.013432694,697.5533447,0.003890667
696.977356,0.004662775,696.977356,0.004415582,696.977356,0.004633314,696.977356,0.015620261,696.977356,0.01451814,696.977356,0.004548133
696.5452881,0.005361692,696.5452881,0.005305847,696.5452881,0.005734024,696.5452881,0.016205313,696.5452881,0.014814862,696.5452881,0.004929325
695.9690552,0.006091292,695.9690552,0.006487636,695.9690552,0.006635619,695.9690552,0.016971383,695.9690552,0.016125837,695.9690552,0.006271022
695.5368652,0.006797825,695.5368652,0.006534041,695.5368652,0.006984292,695.5368652,0.017714161,695.5368652,0.016490122,695.5368652,0.006859095
694.9605103,0.006815416,694.9605103,0.00672397,694.9605103,0.007201946,694.9605103,0.017447358,694.9605103,0.016367342,694.9605103,0.006891653
694.5281372,0.007275935,694.5281372,0.007026751,694.5281372,0.007708089,694.5281372,0.018287545,694.5281372,0.017002124,694.5281372,0.007266433
693.9515381,0.007829077,693.9515381,0.008211973,693.9515381,0.008665156,693.9515381,0.018593743,693.9515381,0.017525943,693.9515381,0.007958692
693.519043,0.008103696,693.519043,0.008376986,693.519043,0.008647542,693.519043,0.018981062,693.519043,0.018077487,693.519043,0.008089297
692.9422607,0.008721012,692.9422607,0.00897257,692.9422607,0.009303686,692.9422607,0.019691586,692.9422607,0.018433338,692.9422607,0.008908887
692.5096436,0.009847211,692.5096436,0.009798332,692.5096436,0.010102046,692.5096436,0.020936513,692.5096436,0.019680183,692.5096436,0.00975531
691.9326782,0.009615973,691.9326782,0.009505652,691.9326782,0.009916063,691.9326782,0.020820346,691.9326782,0.019635197,691.9326782,0.009812444
691.499939,0.010357031,691.499939,0.010281959,691.499939,0.010935747,691.499939,0.020739507,691.499939,0.020043071,691.499939,0.010419759
691.0670776,0.010105649,691.0670776,0.010527899,691.0670776,0.011013906,691.0670776,0.021171223,691.0670776,0.020377232,691.0670776,0.010354406
690.4898682,0.010761003,690.4898682,0.011346051,690.4898682,0.010972436,690.4898682,0.021765413,690.4898682,0.020467229,690.4898682,0.010909813
690.0568848,0.011230296,690.0568848,0.011205113,690.0568848,0.011480575,690.0568848,0.021958038,690.0568848,0.021369785,690.0568848,0.011110615
689.4794922,0.011768818,689.4794922,0.011755998,689.4794922,0.01246305,689.4794922,0.022454478,689.4794922,0.021579809,689.4794922,0.011570768
689.0463867,0.01210926,689.0463867,0.012122409,689.0463867,0.012160796,689.0463867,0.022852322,689.0463867,0.021630494,689.0463867,0.011987234
688.468811,0.012471815,688.468811,0.012554966,688.468811,0.012786095,688.468811,0.023163587,688.468811,0.022816418,688.468811,0.012165614
688.0355225,0.012536768,688.0355225,0.01287648,688.0355225,0.013062614,688.0355225,0.023252716,688.0355225,0.022422258,688.0355225,0.012661933
687.4577637,0.012622464,687.4577637,0.013011799,687.4577637,0.013303649,687.4577637,0.02403404,687.4577637,0.022782071,687.4577637,0.012864907
687.024353,0.013196444,687.024353,0.013069363,687.024353,0.013863457,687.024353,0.02433501,687.024353,0.022809871,687.024353,0.013044181
686.4464111,0.013836225,686.4464111,0.013883635,686.4464111,0.014398539,686.4464111,0.025179012,686.4464111,0.024021126,686.4464111,0.014057742
686.0128784,0.014674722,686.0128784,0.014152431,686.0128784,0.014617668,686.0128784,0.025012758,686.0128784,0.024133336,686.0128784,0.013953585
685.4347534,0.014639353,685.4347534,0.01457114,685.4347534,0.014590334,685.4347534,0.025565717,685.4347534,0.024727182,685.4347534,0.014468118
685.0010376,0.014242592,685.0010376,0.014211056,685.0010376,0.014405283,685.0010376,0.025022492,685.0010376,0.024166312,685.0010376,0.014172542
684.5673218,0.014928897,684.5673218,0.014212179,684.5673218,0.014605353,684.5673218,0.025227183,684.5673218,0.024781059,684.5673218,0.014612822
683.9888916,0.015441368,683.9888916,0.014631669,683.9888916,0.015247402,683.9888916,0.025628649,683.9888916,0.024594739,683.9888916,0.014729776
683.5550537,0.014517177,683.5550537,0.014697402,683.5550537,0.015085386,683.5550537,0.025891187,683.5550537,0.024708359,683.5550537,0.014653998
682.9764404,0.01521035,682.9764404,0.015126501,682.9764404,0.015285716,682.9764404,0.025983159,682.9764404,0.025050269,682.9764404,0.014971578
682.5424194,0.01556842,682.5424194,0.01533594,682.5424194,0.015631422,682.5424194,0.026019052,682.5424194,0.025032692,682.5424194,0.015228125
681.9636841,0.015775468,681.9636841,0.01546728,681.9636841,0.015900014,681.9636841,0.026342414,681.9636841,0.02532047,681.9636841,0.015573196
681.529541,0.016060775,681.529541,0.015602685,681.529541,0.016003108,681.529541,0.026817322,681.529541,0.025739847,681.529541,0.015604455
680.9505615,0.015502126,680.9505615,0.016104238,680.9505615,0.015992794,680.9505615,0.026535457,680.9505615,0.02590869,680.9505615,0.016021077
680.5162354,0.015801884,680.5162354,0.015970344,680.5162354,0.016252177,680.5162354,0.026908224,680.5162354,0.026106983,680.5162354,0.016048741
679.9371338,0.016274348,679.9371338,0.016059646,679.9371338,0.016515074,679.9371338,0.026622364,679.9371338,0.025894813,679.9371338,0.016501926
679.5026855,0.016349548,679.5026855,0.016207246,679.5026855,0.016791154,679.5026855,0.02696711,679.5026855,0.026209861,679.5026855,0.016260911
679.0682373,0.01627784,679.0682373,0.016673831,679.0682373,0.016631924,679.0682373,0.027331866,679.0682373,0.02626637,679.0682373,0.016478077
678.4888306,0.016430112,678.4888306,0.016429951,678.4888306,0.01661549,678.4888306,0.027615104,678.4888306,0.026692277,678.4888306,0.016611375
678.0541992,0.016478695,678.0541992,0.016770409,678.0541992,0.016945867,678.0541992,0.027491678,678.0541992,0.026699765,678.0541992,0.016829738
677.4746094,0.01676457,677.4746094,0.016619176,677.4746094,0.016958786,677.4746094,0.027523005,677.4746094,0.026708767,677.4746094,0.016773826
677.039856,0.0167109,677.039856,0.017002421,677.039856,0.016984168,677.039856,0.027630938,677.039856,0.026903322,677.039856,0.016714504
676.460083,0.017201994,676.460083,0.01710478,676.460083,0.017072067,676.460083,0.0279229,676.460083,0.026700784,676.460083,0.016819865
676.0252075,0.016897069,676.0252075,0.017009769,676.0252075,0.017510716,676.0252075,0.028418554,676.0252075,0.027352873,676.0252075,0.016811091
675.4452515,0.017856581,675.4452515,0.017588908,675.4452515,0.018424345,675.4452515,0.028623417,675.4452515,0.027792046,675.4452515,0.017718853
675.0101929,0.017534487,675.0101929,0.017739266,675.0101929,0.018140208,675.0101929,0.028521679,675.0101929,0.027944213,675.0101929,0.018038278
674.4300537,0.017293517,674.4300537,0.017376682,674.4300537,0.017349524,674.4300537,0.028545121,674.4300537,0.027365418,674.4300537,0.017192299
673.994873,0.017093956,673.994873,0.017983153,673.994873,0.017626215,673.994873,0.02837058,673.994873,0.027588265,673.994873,0.017315121
673.5596924,0.017158123,673.5596924,0.017595997,673.5596924,0.017605511,673.5596924,0.029038221,673.5596924,0.027275715,673.5596924,0.017611442
672.979248,0.017276144,672.979248,0.017538099,672.979248,0.017660966,672.979248,0.028421843,672.979248,0.027449816,672.979248,0.017441241
672.5438843,0.017490178,672.5438843,0.017658297,672.5438843,0.017901141,672.5438843,0.02834828,672.5438843,0.027841335,672.5438843,0.017490368
671.9633179,0.017639965,671.9633179,0.017784273,671.9633179,0.018141719,671.9633179,0.028742604,671.9633179,0.027922956,671.9633179,0.017595215
671.527832,0.017577343,671.527832,0.018055305,671.527832,0.018060865,671.527832,0.028721971,671.527832,0.027957408,671.527832,0.017382313
670.9470825,0.01729271,670.9470825,0.017895611,670.9470825,0.017985852,670.9470825,0.028738344,670.9470825,0.02748139,670.9470825,0.017625811
670.5114746,0.017793711,670.5114746,0.01797916,670.5114746,0.018060297,670.5114746,0.029180415,670.5114746,0.027843736,670.5114746,0.017856903
669.930542,0.017722575,669.930542,0.017800858,669.930542,0.018060891,669.930542,0.028993914,669.930542,0.02764705,669.930542,0.018101264
669.494751,0.017697552,669.494751,0.017728588,669.494751,0.018516261,669.494751,0.029357385,669.494751,0.027915558,669.494751,0.017672829
669.0588989,0.018545626,669.0588989,0.018568698,669.0588989,0.018519152,669.0588989,0.029052695,669.0588989,0.028172605,669.0588989,0.018209551
668.4777222,0.018077649,668.4777222,0.017633278,668.4777222,0.017843526,668.4777222,0.028743017,668.4777222,0.027448658,668.4777222,0.0179497
668.041748,0.017466841,668.041748,0.017393818,668.041748,0.017756255,668.041748,0.028513579,668.041748,0.028047638,668.041748,0.017611066
667.4603882,0.016798364,667.4603882,0.017037606,667.4603882,0.017344378,667.4603882,0.027909955,667.4603882,0.027052257,667.4603882,0.01698608
667.024292,0.016590048,667.024292,0.016753109,667.024292,0.017191652,667.024292,0.027628345,667.024292,0.026887212,667.024292,0.016873738
666.442749,0.016546132,666.442749,0.016548069,666.442749,0.016793979,666.442749,0.027068375,666.442749,0.026578002,666.442749,0.016671948
666.0064697,0.016167372,666.0064697,0.016070982,666.0064697,0.016697906,666.0064697,0.027232802,666.0064697,0.026521672,666.0064697,0.016370272
665.5701904,0.016117912,665.5701904,0.016375488,665.5701904,0.016301841,665.5701904,0.027231175,665.5701904,0.026667256,665.5701904,0.016043853
664.9884033,0.015855791,664.9884033,0.015965696,664.9884033,0.016065288,664.9884033,0.027448272,664.9884033,0.026174063,664.9884033,0.015880896
664.5519409,0.015787441,664.5519409,0.015943514,664.5519409,0.016207999,664.5519409,0.027045205,664.5519409,0.025932128,664.5519409,0.015722644
663.9699707,0.015719771,663.9699707,0.015698301,663.9699707,0.015851282,663.9699707,0.026793174,663.9699707,0.025974749,663.9699707,0.015678573
663.5333862,0.015662499,663.5333862,0.015748009,663.5333862,0.016008345,663.5333862,0.026794193,663.5333862,0.025643697,663.5333862,0.015635824
662.9512329,0.015485843,662.9512329,0.015690168,662.9512329,0.015816407,662.9512329,0.027213784,662.9512329,0.025680797,662.9512329,0.015512965
662.5145264,0.01556021,662.5145264,0.01565375,662.5145264,0.015692288,662.5145264,0.026394347,662.5145264,0.02581198,662.5145264,0.0155487
661.9321899,0.015367853,661.9321899,0.015338595,661.9321899,0.015655387,661.9321899,0.026549766,661.9321899,0.025489178,661.9321899,0.015453197
661.4953613,0.015197643,661.4953613,0.015398159,661.4953613,0.01543603,661.4953613,0.02613857,661.4953613,0.025736853,661.4953613,0.01514387
661.0584717,0.015237723,661.0584717,0.015322371,661.0584717,0.015682332,661.0584717,0.02630402,661.0584717,0.025612557,661.0584717,0.015413205
660.4758911,0.015096053,660.4758911,0.015438632,660.4758911,0.015541349,660.4758911,0.026429117,660.4758911,0.025344482,660.4758911,0.015091363
660.0388794,0.015252415,660.0388794,0.015312208,660.0388794,0.015603919,660.0388794,0.026058082,660.0388794,0.025419321,660.0388794,0.015307944
659.4560547,0.015134515,659.4560547,0.015289524,659.4560547,0.015469211,659.4560547,0.026067398,659.4560547,0.025575902,659.4560547,0.01514127
659.0189209,0.015201745,659.0189209,0.015398909,659.0189209,0.01540642,659.0189209,0.02592589,659.0189209,0.025471361,659.0189209,0.014973052
658.4359741,0.01511838,658.4359741,0.015225524,658.4359741,0.015390541,658.4359741,0.025971809,658.4359741,0.025660532,658.4359741,0.014990897
657.9986572,0.014988002,657.9986572,0.015160623,657.9986572,0.015446438,657.9986572,0.026153553,657.9986572,0.02526392,657.9986572,0.015080268
657.5613403,0.015156521,657.5613403,0.015259734,657.5613403,0.015381289,657.5613403,0.026123066,657.5613403,0.025340887,657.5613403,0.015122668
656.9781494,0.015196169,656.9781494,0.015171265,656.9781494,0.015414519,656.9781494,0.026291506,656.9781494,0.025443584,656.9781494,0.014797131
656.5406494,0.015045079,656.5406494,0.015149955,656.5406494,0.015344655,656.5406494,0.025863161,656.5406494,0.025334137,656.5406494,0.015095624
655.9572754,0.014841727,655.9572754,0.01496078,655.9572754,0.015308669,655.9572754,0.025893522,655.9572754,0.025286747,655.9572754,0.015073728
655.5196533,0.014995532,655.5196533,0.015279549,655.5196533,0.015206999,655.5196533,0.026088126,655.5196533,0.025240079,655.5196533,0.014858978
654.9360962,0.014856165,654.9360962,0.015059765,654.9360962,0.015036397,654.9360962,0.026025208,654.9360962,0.025352357,654.9360962,0.015026696
654.4983521,0.014926781,654.4983521,0.015065903,654.4983521,0.015380082,654.4983521,0.02586852,654.4983521,0.024984706,654.4983521,0.014906608
654.0605469,0.015042963,654.0605469,0.015186036,654.0605469,0.015442119,654.0605469,0.02595719,654.0605469,0.025061842,654.0605469,0.015031842
653.4767456,0.014534869,653.4767456,0.015131781,653.4767456,0.01531548,653.4767456,0.025735755,653.4767456,0.025021285,653.4767456,0.014976883
653.0388184,0.014976856,653.0388184,0.015093105,653.0388184,0.015218929,653.0388184,0.025934463,653.0388184,0.025397144,653.0388184,0.015039318
652.4547729,0.014720404,652.4547729,0.014851049,652.4547729,0.015325509,652.4547729,0.026112288,652.4547729,0.02516239,652.4547729,0.014936426
652.0167236,0.014831656,652.0167236,0.014882632,652.0167236,0.015054003,652.0167236,0.025887478,652.0167236,0.024847578,652.0167236,0.015222844
651.4325562,0.014667038,651.4325562,0.014774259,651.4325562,0.015310895,651.4325562,0.026341727,651.4325562,0.024926994,651.4325562,0.015179897
650.9943848,0.014898169,650.9943848,0.014887774,650.9943848,0.015230457,650.9943848,0.025940152,650.9943848,0.025125498,650.9943848,0.014870871
650.5560913,0.014723483,650.5560913,0.014946874,650.5560913,0.014972891,650.5560913,0.026407056,650.5560913,0.024860708,650.5560913,0.014788721
649.9716797,0.014746808,649.9716797,0.014838647,649.9716797,0.015151777,649.9716797,0.026328249,649.9716797,0.025136139,649.9716797,0.014980929
649.5333252,0.014708621,649.5333252,0.0148964,649.5333252,0.014941409,649.5333252,0.025999483,649.5333252,0.02508093,649.5333252,0.015124196
648.9487305,0.014882605,648.9487305,0.014638551,648.9487305,0.015229251,648.9487305,0.025905941,648.9487305,0.024789995,648.9487305,0.014980875
648.5101929,0.014898811,648.5101929,0.015026402,648.5101929,0.015220565,648.5101929,0.025752179,648.5101929,0.024952792,648.5101929,0.015037308
648.0716553,0.015399661,648.0716553,0.015338193,648.0716553,0.015716068,648.0716553,0.026536256,648.0716553,0.025613436,648.0716553,0.015621199
647.4868164,0.014642004,647.4868164,0.01489399,647.4868164,0.015095303,647.4868164,0.025831759,647.4868164,0.024794078,647.4868164,0.015033797
647.0480957,0.014564448,647.0480957,0.014902402,647.0480957,0.015303574,647.0480957,0.025831623,647.0480957,0.025116529,647.0480957,0.015005232
646.4630737,0.014946312,646.4630737,0.014696304,646.4630737,0.015121409,646.4630737,0.026418114,646.4630737,0.025118064,646.4630737,0.014904839
646.024231,0.014688378,646.024231,0.01498602,646.024231,0.015149418,646.024231,0.025826266,646.024231,0.025005024,646.024231,0.014919547
645.4390259,0.015362087,645.4390259,0.015117173,645.4390259,0.01570238,645.4390259,0.02629739,645.4390259,0.025559539,645.4390259,0.015366136
645.000061,0.015228339,645.000061,0.015330228,645.000061,0.015714189,645.000061,0.026521424,645.000061,0.0258008,645.000061,0.015307918
644.5610352,0.015563725,644.5610352,0.015390193,644.5610352,0.015690867,644.5610352,0.02674772,644.5610352,0.025754349,644.5610352,0.015427206
643.9755859,0.014887078,643.9755859,0.01477833,643.9755859,0.015161374,643.9755859,0.026081061,643.9755859,0.025082795,643.9755859,0.014867174
643.536438,0.014837067,643.536438,0.015128511,643.536438,0.015078311,643.536438,0.025909679,643.536438,0.025111537,643.536438,0.014753477
642.9508667,0.0147226,642.9508667,0.014831817,642.9508667,0.014964907,642.9508667,0.026192704,642.9508667,0.02518565,642.9508667,0.014946446
642.5115356,0.014777178,642.5115356,0.014887052,642.5115356,0.01506207,642.5115356,0.026117979,642.5115356,0.025136497,642.5115356,0.014859379
642.0722046,0.014771045,642.0722046,0.014713763,642.0722046,0.015258581,642.0722046,0.026314965,642.0722046,0.024963841,642.0722046,0.01453776
641.4863892,0.014850326,641.4863892,0.014831441,641.4863892,0.015313737,641.4863892,0.0259271,641.4863892,0.025038615,641.4863892,0.014512225
641.046875,0.014966701,641.046875,0.015099806,641.046875,0.01531135,641.046875,0.025967961,641.046875,0.025089595,641.046875,0.014748656
640.4608765,0.014739953,640.4608765,0.015182845,640.4608765,0.015064509,640.4608765,0.025817227,640.4608765,0.024939906,640.4608765,0.014748041
640.0212402,0.014655096,640.0212402,0.014662754,640.0212402,0.015208473,640.0212402,0.026160948,640.0212402,0.025350984,640.0212402,0.014656649
639.4350586,0.01473066,639.4350586,0.014985564,639.4350586,0.01518885,639.4350586,0.026149951,639.4350586,0.025105229,639.4350586,0.014713067
638.9953003,0.014674508,638.9953003,0.015048832,638.9953003,0.015068288,638.9953003,0.026025264,638.9953003,0.025188887,638.9953003,0.014943445
638.555542,0.014774312,638.555542,0.015051297,638.555542,0.015075712,638.555542,0.026161965,638.555542,0.025047418,638.555542,0.014915019
637.9691162,0.014743675,637.9691162,0.014928656,637.9691162,0.014880273,637.9691162,0.025771078,637.9691162,0.025330458,637.9691162,0.014850781
637.5291748,0.014998212,637.5291748,0.014918529,637.5291748,0.015266839,637.5291748,0.026092744,637.5291748,0.025430519,637.5291748,0.014938301
636.9425659,0.014943418,636.9425659,0.014747451,636.9425659,0.015145237,636.9425659,0.02583099,636.9425659,0.025125004,636.9425659,0.01465598
636.5025024,0.014662432,636.5025024,0.014807228,636.5025024,0.015388531,636.5025024,0.026019024,636.5025024,0.025172347,636.5025024,0.014685379
636.062439,0.014792283,636.062439,0.014765528,636.062439,0.015067296,636.062439,0.025988545,636.062439,0.025363032,636.062439,0.014606664
635.4755249,0.014898624,635.4755249,0.014746969,635.4755249,0.015038702,635.4755249,0.026013967,635.4755249,0.025083534,635.4755249,0.014874113
635.0353394,0.015000087,635.0353394,0.014789337,635.0353394,0.014870577,635.0353394,0.026118089,635.0353394,0.02527185,635.0353394,0.014704686
634.4483032,0.014862567,634.4483032,0.014750905,634.4483032,0.015196678,634.4483032,0.025990799,634.4483032,0.025273386,634.4483032,0.01464179
634.0079346,0.014713147,634.0079346,0.014816308,634.0079346,0.015055451,634.0079346,0.02603546,634.0079346,0.025192235,634.0079346,0.014710416
633.5675049,0.015054299,633.5675049,0.014858495,633.5675049,0.015231074,633.5675049,0.026210604,633.5675049,0.025375381,633.5675049,0.014714272
632.9802246,0.014787837,632.9802246,0.01494666,632.9802246,0.01527408,632.9802246,0.025882091,632.9802246,0.025264166,632.9802246,0.014669984
632.5397339,0.014771581,632.5397339,0.014968229,632.5397339,0.014944356,632.5397339,0.026262494,632.5397339,0.025379086,632.5397339,0.014794613
631.9522705,0.014981116,631.9522705,0.014528017,631.9522705,0.014936023,631.9522705,0.025861898,631.9522705,0.025331227,631.9522705,0.014752513
631.5115967,0.014902188,631.5115967,0.015029081,631.5115967,0.015077239,631.5115967,0.025952628,631.5115967,0.025517233,631.5115967,0.014739658
631.0708618,0.014871836,631.0708618,0.014909634,631.0708618,0.015262443,631.0708618,0.025925396,631.0708618,0.025364323,631.0708618,0.014756637
630.4831543,0.014752941,630.4831543,0.014831924,630.4831543,0.015054567,630.4831543,0.026209505,630.4831543,0.025365693,630.4831543,0.01487588
630.0422974,0.014825013,630.0422974,0.014976695,630.0422974,0.015410362,630.0422974,0.026605466,630.0422974,0.025237281,630.0422974,0.015140788
629.4544678,0.014902428,629.4544678,0.014934229,629.4544678,0.015334492,629.4544678,0.026267635,629.4544678,0.025545236,629.4544678,0.015017826
629.0134888,0.015037871,629.0134888,0.015010243,629.0134888,0.015228581,629.0134888,0.026233124,629.0134888,0.025295885,629.0134888,0.014913841
628.5724487,0.015096295,628.5724487,0.014822228,628.5724487,0.015126206,628.5724487,0.026217891,628.5724487,0.025253411,628.5724487,0.014697161
627.984314,0.014862916,627.984314,0.0149308,627.984314,0.015131245,627.984314,0.026071221,627.984314,0.025391683,627.984314,0.014821772
627.5432129,0.014807603,627.5432129,0.015129691,627.5432129,0.015224988,627.5432129,0.026104975,627.5432129,0.025348131,627.5432129,0.015055075
626.954895,0.015082974,626.954895,0.015036772,626.954895,0.015254346,626.954895,0.026256332,626.954895,0.025286831,626.954895,0.015033771
626.5136108,0.014953841,626.5136108,0.015033021,626.5136108,0.015307971,626.5136108,0.026249679,626.5136108,0.025461068,626.5136108,0.015012708
626.0722656,0.014877782,626.0722656,0.015364286,626.0722656,0.015072844,626.0722656,0.026288865,626.0722656,0.025423082,626.0722656,0.014878023
625.4837646,0.015104737,625.4837646,0.014945615,625.4837646,0.015316874,625.4837646,0.026587496,625.4837646,0.025433457,625.4837646,0.015175929
625.0422974,0.014947732,625.0422974,0.015036075,625.0422974,0.01560137,625.0422974,0.026528029,625.0422974,0.025512978,625.0422974,0.014927209
624.4536133,0.01512827,624.4536133,0.015128538,624.4536133,0.015472081,624.4536133,0.026222235,624.4536133,0.025639689,624.4536133,0.014924825
624.0120239,0.015025624,624.0120239,0.015014236,624.0120239,0.015247161,624.0120239,0.026236864,624.0120239,0.025544247,624.0120239,0.01491001
623.5703735,0.01523893,623.5703735,0.015324597,623.5703735,0.015487318,623.5703735,0.026850916,623.5703735,0.025661355,623.5703735,0.01506207
622.9814453,0.015316794,622.9814453,0.0152607,622.9814453,0.01534133,622.9814453,0.027169332,622.9814453,0.025701532,622.9814453,0.015162339
622.5396729,0.015546312,622.5396729,0.015268958,622.5396729,0.015349402,622.5396729,0.026650576,622.5396729,0.025562147,622.5396729,0.015079223
621.9505615,0.015071665,621.9505615,0.015122722,621.9505615,0.015475891,621.9505615,0.027019916,621.9505615,0.025458599,621.9505615,0.015226623
621.508667,0.015187697,621.508667,0.015174455,621.508667,0.015420715,621.508667,0.026622888,621.508667,0.025517371,621.508667,0.015280086
621.0667114,0.015208072,621.0667114,0.015088496,621.0667114,0.015495956,621.0667114,0.026638769,621.0667114,0.025650151,621.0667114,0.01505663
620.477417,0.015094338,620.477417,0.015274214,620.477417,0.015462693,620.477417,0.026611686,620.477417,0.025387293,620.477417,0.014998855
620.0353394,0.015133309,620.0353394,0.015025624,620.0353394,0.015393894,620.0353394,0.026704747,620.0353394,0.025807997,620.0353394,0.014996149
619.4458008,0.014945856,619.4458008,0.014995318,619.4458008,0.015321353,619.4458008,0.026936978,619.4458008,0.0256574,619.4458008,0.014960887
619.0036011,0.015015977,619.0036011,0.01498527,619.0036011,0.015676348,619.0036011,0.026421415,619.0036011,0.025526566,619.0036011,0.015052208
618.5613403,0.014861978,618.5613403,0.01494232,618.5613403,0.015250136,618.5613403,0.026620382,618.5613403,0.025442814,618.5613403,0.014798738
617.9716187,0.014777098,617.9716187,0.015112349,617.9716187,0.015262952,617.9716187,0.026524836,617.9716187,0.025506774,617.9716187,0.014893159
617.5292358,0.014833986,617.5292358,0.014991298,617.5292358,0.015187724,617.5292358,0.026303358,617.5292358,0.025668906,617.5292358,0.015028412
616.9393311,0.014851424,616.9393311,0.014893052,616.9393311,0.014900446,616.9393311,0.026505712,616.9393311,0.025339982,616.9393311,0.014921476
