is_2_1_7uM,,mbg_3_127_5_15uM,,mbg_3_127_5_31uM1,,mbg_3_127_5_62uM3,,mbg_3_127_5_125uM2,,mbg_3_127_5_250uM,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
616.4968262,0.01475211,616.4968262,0.014933693,616.4968262,0.015309768,616.4968262,0.026614549,616.4968262,0.025477786,616.4968262,0.014717164
616.0542603,0.014742095,616.0542603,0.014722573,616.0542603,0.015203782,616.0542603,0.026324756,616.0542603,0.025557589,616.0542603,0.01470822
615.4641113,0.014759475,615.4641113,0.014709907,615.4641113,0.015140815,615.4641113,0.026360624,615.4641113,0.025648229,615.4641113,0.014757548
615.0214233,0.014616195,615.0214233,0.014796863,615.0214233,0.01503846,615.0214233,0.026311858,615.0214233,0.02531597,615.0214233,0.014657827
614.4310913,0.014553044,614.4310913,0.014798658,614.4310913,0.01505939,614.4310913,0.026168345,614.4310913,0.02501687,614.4310913,0.014566536
613.9882813,0.014634641,613.9882813,0.014748041,613.9882813,0.014930049,613.9882813,0.026238762,613.9882813,0.025383066,613.9882813,0.014677481
613.5454712,0.01463689,613.5454712,0.014859299,613.5454712,0.014917913,613.5454712,0.026374156,613.5454712,0.025202934,613.5454712,0.014518301
612.954895,0.014672152,612.954895,0.014791292,612.954895,0.014985967,612.954895,0.026214289,612.954895,0.025229681,612.954895,0.014444379
612.5119019,0.014466325,612.5119019,0.014561476,612.5119019,0.01491368,612.5119019,0.02637974,612.5119019,0.025349557,612.5119019,0.014579519
612.0689087,0.014433247,612.0689087,0.014537546,612.0689087,0.01479231,612.0689087,0.026108384,612.0689087,0.025239557,612.0689087,0.014451204
611.4780884,0.014331942,611.4780884,0.014528205,611.4780884,0.014754146,611.4780884,0.02612103,611.4780884,0.025351672,611.4780884,0.014498227
611.0349121,0.01447347,611.0349121,0.014416281,611.0349121,0.014966005,611.0349121,0.026100082,611.0349121,0.025215114,611.0349121,0.014330632
610.4439697,0.014281995,610.4439697,0.014383689,610.4439697,0.014710978,610.4439697,0.026086228,610.4439697,0.025063213,610.4439697,0.014414649
610.0006714,0.014500261,610.0006714,0.014584926,610.0006714,0.014868595,610.0006714,0.026040655,610.0006714,0.025347143,610.0006714,0.014327822
609.557373,0.014526598,609.557373,0.014658711,609.557373,0.014824237,609.557373,0.026063358,609.557373,0.025010124,609.557373,0.014374137
608.9661865,0.014331568,608.9661865,0.014512894,608.9661865,0.015077346,608.9661865,0.026185336,608.9661865,0.025341462,608.9661865,0.014261049
608.5227051,0.014339381,608.5227051,0.01446207,608.5227051,0.014820728,608.5227051,0.025894292,608.5227051,0.024963539,608.5227051,0.014442185
607.9313354,0.014154677,607.9313354,0.014478502,607.9313354,0.014838433,607.9313354,0.025833931,607.9313354,0.024989067,607.9313354,0.014224109
607.487793,0.014195303,607.487793,0.014394981,607.487793,0.014775812,607.487793,0.026052501,607.487793,0.025053313,607.487793,0.014249119
607.0441284,0.0142962,607.0441284,0.014313081,607.0441284,0.014689048,607.0441284,0.026025373,607.0441284,0.024935136,607.0441284,0.014269155
606.4525757,0.014144327,606.4525757,0.014214025,606.4525757,0.014478742,606.4525757,0.025921851,606.4525757,0.024993975,606.4525757,0.01414307
606.0087891,0.014331862,606.0087891,0.014411973,606.0087891,0.014815022,606.0087891,0.025826072,606.0087891,0.024983501,606.0087891,0.014213356
605.5650024,0.014310272,605.5650024,0.014250082,605.5650024,0.014771554,605.5650024,0.025920725,605.5650024,0.02496491,605.5650024,0.014289539
604.9731445,0.014228389,604.9731445,0.0143168,604.9731445,0.014701124,604.9731445,0.025715623,604.9731445,0.02485339,604.9731445,0.01434334
604.5292358,0.014401028,604.5292358,0.014296441,604.5292358,0.014543729,604.5292358,0.025858903,604.5292358,0.024790596,604.5292358,0.014311074
603.9372559,0.014099883,603.9372559,0.014200331,603.9372559,0.014517605,603.9372559,0.025593145,603.9372559,0.024780758,603.9372559,0.014149329
603.4932251,0.014106221,603.4932251,0.014394258,603.4932251,0.014474621,603.4932251,0.025635239,603.4932251,0.02475908,603.4932251,0.014102958
603.0490723,0.014241495,603.0490723,0.014352517,603.0490723,0.014596812,603.0490723,0.025792586,603.0490723,0.0250005,603.0490723,0.013968769
602.4568481,0.014202042,602.4568481,0.014145263,602.4568481,0.014431133,602.4568481,0.025751494,602.4568481,0.024941223,602.4568481,0.014003789
602.0126343,0.013993096,602.0126343,0.014253854,602.0126343,0.014577565,602.0126343,0.02578146,602.0126343,0.024860462,602.0126343,0.013903921
601.5683594,0.014061432,601.5683594,0.014223494,601.5683594,0.014332611,601.5683594,0.02563837,601.5683594,0.025173388,601.5683594,0.014191852
600.9758911,0.013952062,600.9758911,0.014056806,600.9758911,0.014317603,600.9758911,0.02606968,600.9758911,0.02517819,600.9758911,0.013977404
600.5314941,0.01417198,600.5314941,0.014200518,600.5314941,0.014347674,600.5314941,0.025675938,600.5314941,0.02497958,600.5314941,0.014000875
599.9389038,0.013806589,599.9389038,0.014015018,599.9389038,0.014185086,599.9389038,0.0258472,599.9389038,0.025197091,599.9389038,0.01406686
599.4943848,0.013796675,599.4943848,0.01422558,599.4943848,0.014165482,599.4943848,0.025647294,599.4943848,0.024685862,599.4943848,0.013815113
599.0498047,0.013947625,599.0498047,0.013667789,599.0498047,0.014198859,599.0498047,0.025689613,599.0498047,0.024504403,599.0498047,0.013714541
598.4569702,0.013753308,598.4569702,0.013823958,598.4569702,0.014277421,598.4569702,0.025689723,598.4569702,0.024626188,598.4569702,0.013859849
598.0122681,0.013795953,598.0122681,0.013881844,598.0122681,0.014249921,598.0122681,0.025482424,598.0122681,0.024821896,598.0122681,0.013805573
597.5675049,0.013668912,597.5675049,0.013840313,597.5675049,0.014272016,597.5675049,0.0253972,597.5675049,0.024489695,597.5675049,0.013996304
596.9744263,0.013733857,596.9744263,0.013865489,596.9744263,0.014241121,596.9744263,0.025676679,596.9744263,0.024374736,596.9744263,0.013842665
596.5296021,0.013758785,596.5296021,0.01385429,596.5296021,0.01408654,596.5296021,0.025501641,596.5296021,0.024396122,596.5296021,0.013736449
595.9363403,0.013654967,595.9363403,0.013737705,595.9363403,0.014240746,595.9363403,0.02518845,595.9363403,0.024442345,595.9363403,0.013782647
595.491333,0.013586989,595.491333,0.013702545,595.491333,0.013902799,595.491333,0.025414793,595.491333,0.024485394,595.491333,0.013875671
595.0463257,0.013715396,595.0463257,0.013646206,595.0463257,0.014184818,595.0463257,0.025385316,595.0463257,0.024482902,595.0463257,0.013720633
594.4528809,0.013616662,594.4528809,0.013815808,594.4528809,0.014126544,594.4528809,0.025194045,594.4528809,0.024471099,594.4528809,0.013709171
594.0076904,0.01363942,594.0076904,0.0135645,594.0076904,0.014204343,594.0076904,0.025511248,594.0076904,0.024316147,594.0076904,0.013687024
593.5625,0.013480701,593.5625,0.013731132,593.5625,0.014054694,593.5625,0.025323462,593.5625,0.024563346,593.5625,0.013594707
592.968811,0.01339868,592.968811,0.013550719,592.968811,0.013825402,592.968811,0.025128158,592.968811,0.024393329,592.968811,0.013577587
592.5234375,0.013480541,592.5234375,0.013564847,592.5234375,0.013985985,592.5234375,0.025361357,592.5234375,0.024277849,592.5234375,0.013660898
591.9296265,0.013245199,591.9296265,0.013290544,591.9296265,0.01384499,591.9296265,0.025178602,591.9296265,0.024233723,591.9296265,0.013580846
591.4841309,0.013336427,591.4841309,0.01356199,591.4841309,0.013786494,591.4841309,0.025145657,591.4841309,0.024321349,591.4841309,0.013273649
591.0386353,0.013249763,591.0386353,0.013421587,591.0386353,0.013670167,591.0386353,0.025274236,591.0386353,0.024122171,591.0386353,0.013242504
590.4445801,0.013344222,590.4445801,0.013206264,590.4445801,0.013686035,590.4445801,0.025003241,590.4445801,0.024268404,590.4445801,0.013134967
589.9989624,0.013240449,589.9989624,0.013188305,589.9989624,0.013725976,589.9989624,0.024964225,589.9989624,0.024104441,589.9989624,0.013307146
589.5532837,0.013117597,589.5532837,0.013099189,589.5532837,0.013488151,589.5532837,0.025117353,589.5532837,0.023981541,589.5532837,0.013156045
588.9589844,0.013256301,588.9589844,0.013005691,588.9589844,0.013510848,588.9589844,0.025066011,588.9589844,0.02404408,588.9589844,0.01318665
588.5131836,0.012917305,588.5131836,0.012944881,588.5131836,0.013791437,588.5131836,0.02505452,588.5131836,0.024040496,588.5131836,0.013166398
588.0673218,0.013089132,588.0673218,0.013013159,588.0673218,0.013402124,588.0673218,0.024795942,588.0673218,0.023987532,588.0673218,0.013079074
587.4727783,0.012845683,587.4727783,0.013086624,587.4727783,0.013569762,587.4727783,0.024853006,587.4727783,0.0240811,587.4727783,0.012827712
587.0268555,0.013045702,587.0268555,0.013104391,587.0268555,0.013294067,587.0268555,0.024977056,587.0268555,0.023866253,587.0268555,0.013092013
586.4321289,0.012826325,586.4321289,0.012947948,586.4321289,0.013286167,586.4321289,0.024805753,586.4321289,0.023779158,586.4321289,0.012991474
585.9860229,0.012788895,585.9860229,0.012744588,585.9860229,0.013133366,585.9860229,0.024926582,585.9860229,0.02383907,585.9860229,0.012779296
585.539917,0.012711561,585.539917,0.012814702,585.539917,0.013045755,585.539917,0.024669724,585.539917,0.023570554,585.539917,0.012818967
584.9450073,0.012632644,584.9450073,0.012528108,584.9450073,0.013128457,584.9450073,0.024647586,584.9450073,0.023704026,584.9450073,0.012796706
584.4987183,0.012787081,584.4987183,0.012672541,584.4987183,0.012800198,584.4987183,0.024600437,584.4987183,0.023692435,584.4987183,0.012753571
584.0524292,0.01244022,584.0524292,0.012635255,584.0524292,0.013139183,584.0524292,0.024575865,584.0524292,0.023357626,584.0524292,0.012726542
583.4572754,0.012573645,583.4572754,0.012330431,583.4572754,0.012973791,583.4572754,0.024380459,583.4572754,0.02354563,583.4572754,0.012705431
583.0108643,0.01226873,583.0108643,0.012458094,583.0108643,0.012747121,583.0108643,0.024477754,583.0108643,0.023498164,583.0108643,0.01258521
582.5643921,0.012369448,582.5643921,0.012193061,582.5643921,0.012713401,582.5643921,0.024505772,582.5643921,0.02331608,582.5643921,0.012645196
581.9690552,0.012220005,581.9690552,0.012345186,581.9690552,0.012697862,581.9690552,0.024348371,581.9690552,0.023534207,581.9690552,0.012533757
581.5224609,0.012033752,581.5224609,0.012095606,581.5224609,0.012737204,581.5224609,0.024167517,581.5224609,0.023257468,581.5224609,0.012372511
580.9269409,0.012032767,580.9269409,0.012191731,580.9269409,0.01242786,580.9269409,0.024136046,580.9269409,0.023167055,580.9269409,0.012109793
580.4802246,0.011983988,580.4802246,0.012044264,580.4802246,0.012394591,580.4802246,0.024009008,580.4802246,0.023019118,580.4802246,0.012145729
580.0334473,0.012082137,580.0334473,0.012060712,580.0334473,0.012369262,580.0334473,0.024103455,580.0334473,0.023185266,580.0334473,0.012112162
579.4377441,0.011913264,579.4377441,0.01184734,579.4377441,0.01239635,579.4377441,0.023915974,579.4377441,0.022851994,579.4377441,0.011884637
578.9908447,0.011877401,578.9908447,0.012017544,578.9908447,0.012222268,578.9908447,0.02406597,578.9908447,0.023053728,578.9908447,0.011960146
578.5439453,0.011576032,578.5439453,0.011747753,578.5439453,0.012114052,578.5439453,0.023953339,578.5439453,0.022951595,578.5439453,0.01201028
577.947937,0.011547932,577.947937,0.011771105,577.947937,0.011986649,577.947937,0.023776969,577.947937,0.022665109,577.947937,0.011706638
577.5009155,0.011540994,577.5009155,0.011545992,577.5009155,0.012002615,577.5009155,0.023750748,577.5009155,0.022777786,577.5009155,0.01182784
577.053833,0.01142625,577.053833,0.011491021,577.053833,0.011891527,577.053833,0.023654984,577.053833,0.022755282,577.053833,0.011534641
576.4576416,0.011394839,576.4576416,0.011527676,576.4576416,0.011694299,576.4576416,0.023373879,576.4576416,0.022758719,576.4576416,0.011386627
576.010437,0.011256807,576.010437,0.011223416,576.010437,0.011744269,576.010437,0.023328098,576.010437,0.022514917,576.010437,0.01137536
575.5631714,0.011115714,575.5631714,0.011193479,575.5631714,0.011505693,575.5631714,0.023370547,575.5631714,0.022259861,575.5631714,0.01133529
574.9667358,0.011051344,574.9667358,0.011121822,574.9667358,0.011546843,574.9667358,0.0230192,574.9667358,0.022319863,574.9667358,0.011123256
574.5193481,0.011017198,574.5193481,0.01108228,574.5193481,0.011507155,574.5193481,0.023434035,574.5193481,0.02213751,574.5193481,0.011060346
574.0719604,0.011056602,574.0719604,0.010787433,574.0719604,0.011341109,574.0719604,0.02294188,574.0719604,0.022031261,574.0719604,0.010905167
573.4752808,0.010659438,573.4752808,0.01094764,573.4752808,0.011136641,573.4752808,0.022824984,573.4752808,0.021914257,573.4752808,0.01088441
573.027771,0.010652035,573.027771,0.010802161,573.027771,0.011241081,573.027771,0.022904357,573.027771,0.021771237,573.027771,0.010827744
572.4309692,0.01052896,572.4309692,0.010593278,572.4309692,0.01103058,572.4309692,0.022724185,572.4309692,0.021588651,572.4309692,0.010777667
571.9833374,0.010343192,571.9833374,0.010540073,571.9833374,0.01100379,571.9833374,0.022626411,571.9833374,0.021489771,571.9833374,0.010645748
571.5356445,0.010425354,571.5356445,0.010759888,571.5356445,0.0109971,571.5356445,0.022416562,571.5356445,0.021825265,571.5356445,0.010563466
570.9385986,0.010185937,570.9385986,0.010279334,570.9385986,0.010631185,570.9385986,0.022497604,570.9385986,0.021606144,570.9385986,0.010379883
570.4907837,0.010158722,570.4907837,0.010151223,570.4907837,0.010458578,570.4907837,0.022383854,570.4907837,0.021459037,570.4907837,0.010239604
570.0429077,0.010183155,570.0429077,0.010234754,570.0429077,0.010539595,570.0429077,0.022159548,570.0429077,0.021265898,570.0429077,0.010333543
569.4456787,0.00992814,569.4456787,0.010016051,569.4456787,0.010323336,569.4456787,0.021915754,569.4456787,0.021199681,569.4456787,0.010341018
568.9976807,0.009882271,568.9976807,0.009873427,568.9976807,0.010196246,568.9976807,0.02182796,568.9976807,0.020987803,568.9976807,0.010251186
568.5496826,0.009732992,568.5496826,0.009919692,568.5496826,0.010105967,568.5496826,0.02190206,568.5496826,0.020865675,568.5496826,0.009861298
567.9522095,0.00953317,567.9522095,0.009600808,567.9522095,0.010013269,567.9522095,0.021834601,567.9522095,0.021092031,567.9522095,0.009743528
567.5040283,0.009539467,567.5040283,0.009546268,567.5040283,0.009886482,567.5040283,0.021620754,567.5040283,0.021024942,567.5040283,0.009681559
567.0558472,0.009244397,567.0558472,0.009461389,567.0558472,0.009778661,567.0558472,0.021687988,567.0558472,0.020568239,567.0558472,0.009466944
566.4581909,0.00915458,566.4581909,0.009342961,566.4581909,0.009646409,566.4581909,0.021295423,566.4581909,0.020520961,566.4581909,0.009455753
566.0098877,0.009126452,566.0098877,0.009169756,566.0098877,0.009671395,566.0098877,0.021274,566.0098877,0.020311095,566.0098877,0.009222371
565.5615234,0.008838715,565.5615234,0.009045275,565.5615234,0.009424881,565.5615234,0.021281911,565.5615234,0.020285653,565.5615234,0.00923649
564.963623,0.008643661,564.963623,0.008901198,564.963623,0.009063407,564.963623,0.021237383,564.963623,0.020323627,564.963623,0.00901644
564.5151367,0.008569993,564.5151367,0.008799116,564.5151367,0.009239003,564.5151367,0.02111146,564.5151367,0.019858148,564.5151367,0.009023893
564.0666504,0.008697955,564.0666504,0.008745098,564.0666504,0.009237655,564.0666504,0.020942897,564.0666504,0.019817369,564.0666504,0.008886296
563.4685059,0.008493857,563.4685059,0.008573478,563.4685059,0.008982718,563.4685059,0.020571522,563.4685059,0.019824982,563.4685059,0.00884421
563.0198975,0.008205985,563.0198975,0.008464187,563.0198975,0.008664046,563.0198975,0.02043049,563.0198975,0.019365396,563.0198975,0.008663677
562.571167,0.007991781,562.571167,0.008122158,562.571167,0.00857031,562.571167,0.020483565,562.571167,0.019475732,562.571167,0.008342733
561.9728394,0.008003199,561.9728394,0.008134106,561.9728394,0.008321332,561.9728394,0.020189021,561.9728394,0.019638365,561.9728394,0.008250542
561.5240479,0.007806226,561.5240479,0.007992256,561.5240479,0.008309775,561.5240479,0.020307161,561.5240479,0.019295976,561.5240479,0.008202635
560.9255981,0.007639454,560.9255981,0.00775921,560.9255981,0.008111133,560.9255981,0.020112718,560.9255981,0.019335408,560.9255981,0.008071285
560.4766846,0.00755305,560.4766846,0.007513357,560.4766846,0.008041037,560.4766846,0.020041769,560.4766846,0.018966215,560.4766846,0.00804995
560.02771,0.007397355,560.02771,0.007378898,560.02771,0.00788232,560.02771,0.019623064,560.02771,0.018525392,560.02771,0.0078441
559.4290161,0.007301785,559.4290161,0.007418131,559.4290161,0.007798477,559.4290161,0.019559992,559.4290161,0.018525716,559.4290161,0.007657738
558.9799194,0.007120603,558.9799194,0.007185603,558.9799194,0.007673599,558.9799194,0.019457486,558.9799194,0.018483873,558.9799194,0.007410231
558.5308228,0.007146075,558.5308228,0.006968535,558.5308228,0.007585002,558.5308228,0.01931316,558.5308228,0.018336443,558.5308228,0.007332665
557.9318848,0.006725022,557.9318848,0.006923188,557.9318848,0.007185234,557.9318848,0.019339304,557.9318848,0.018425776,557.9318848,0.007241163
557.482666,0.00671774,557.482666,0.006697287,557.482666,0.007056665,557.482666,0.018929657,557.482666,0.017993541,557.482666,0.006854098
557.0333862,0.006614487,557.0333862,0.006993946,557.0333862,0.00708808,557.0333862,0.018952696,557.0333862,0.018114001,557.0333862,0.006902699
556.4342651,0.006512283,556.4342651,0.006589072,556.4342651,0.006761672,556.4342651,0.0187621,556.4342651,0.017868664,556.4342651,0.006655622
555.9848633,0.00632137,555.9848633,0.006511758,555.9848633,0.006743136,555.9848633,0.018590609,555.9848633,0.017837862,555.9848633,0.006518537
555.5354004,0.006240926,555.5354004,0.00621548,555.5354004,0.006507475,555.5354004,0.01858037,555.5354004,0.017551171,555.5354004,0.006403457
554.9360962,0.005814925,554.9360962,0.005894975,554.9360962,0.006401198,554.9360962,0.018344464,554.9360962,0.01738929,554.9360962,0.006356908
554.4865112,0.00581322,554.4865112,0.005924312,554.4865112,0.006211936,554.4865112,0.018071631,554.4865112,0.01729966,554.4865112,0.006145243
554.0369263,0.005534014,554.0369263,0.005754983,554.0369263,0.006105075,554.0369263,0.018219404,554.0369263,0.017180124,554.0369263,0.005841554
553.4373779,0.005584041,553.4373779,0.005702182,553.4373779,0.005985459,553.4373779,0.018038495,553.4373779,0.017027806,553.4373779,0.005668113
552.9876099,0.005406509,552.9876099,0.005509527,552.9876099,0.005791787,552.9876099,0.017880479,552.9876099,0.016737264,552.9876099,0.005546808
552.5379028,0.005266752,552.5379028,0.005551239,552.5379028,0.005774368,552.5379028,0.017529771,552.5379028,0.016959243,552.5379028,0.00555027
551.9381104,0.005025605,551.9381104,0.005209426,551.9381104,0.005475368,551.9381104,0.017379645,551.9381104,0.016535053,551.9381104,0.005290937
551.4882202,0.005003739,551.4882202,0.005048965,551.4882202,0.005337686,551.4882202,0.017626377,551.4882202,0.016408013,551.4882202,0.005205732
551.0383301,0.004905867,551.0383301,0.004866756,551.0383301,0.005267616,551.0383301,0.017120371,551.0383301,0.016391508,551.0383301,0.005113656
550.4383545,0.004403553,550.4383545,0.00460689,550.4383545,0.00514032,550.4383545,0.016967373,550.4383545,0.016278485,550.4383545,0.004813016
549.9882813,0.004420421,549.9882813,0.00461016,549.9882813,0.005014449,549.9882813,0.017027698,549.9882813,0.01624476,549.9882813,0.004633733
549.538208,0.004312039,549.538208,0.004459021,549.538208,0.004790559,549.538208,0.016915614,549.538208,0.015970852,549.538208,0.004533485
548.9379883,0.004223105,548.9379883,0.0042402,548.9379883,0.004645925,548.9379883,0.016553743,548.9379883,0.015648196,548.9379883,0.00426757
548.487793,0.003977626,548.487793,0.003979533,548.487793,0.004478401,548.487793,0.016505959,548.487793,0.015598176,548.487793,0.004065255
548.0375977,0.003862042,548.0375977,0.003972897,548.0375977,0.00434242,548.0375977,0.016389761,548.0375977,0.015361818,548.0375977,0.003996043
547.4371948,0.003706202,547.4371948,0.003771764,547.4371948,0.004250709,547.4371948,0.016269645,547.4371948,0.01533173,547.4371948,0.003932146
546.9868164,0.003631619,546.9868164,0.003652476,546.9868164,0.004094808,546.9868164,0.016176401,546.9868164,0.01534176,546.9868164,0.003796362
546.536438,0.003438471,546.536438,0.003654407,546.536438,0.003920835,546.536438,0.016127342,546.536438,0.015240779,546.536438,0.003684873
545.935791,0.003463102,545.935791,0.003720536,545.935791,0.003889257,545.935791,0.016081378,545.935791,0.015029483,545.935791,0.003717846
545.4852905,0.003293842,545.4852905,0.003466442,545.4852905,0.003864366,545.4852905,0.01590294,545.4852905,0.014935568,545.4852905,0.003507071
545.034729,0.00332736,545.034729,0.003358898,545.034729,0.003763173,545.034729,0.016074635,545.034729,0.01498326,545.034729,0.003367664
544.4338989,0.00311654,544.4338989,0.003251825,544.4338989,0.003719726,544.4338989,0.015772918,544.4338989,0.014880193,544.4338989,0.003410423
543.9832153,0.003048236,543.9832153,0.003139432,543.9832153,0.003620081,543.9832153,0.015698113,543.9832153,0.014809612,543.9832153,0.003306623
543.5325317,0.002982913,543.5325317,0.003115549,543.5325317,0.003562529,543.5325317,0.015940696,543.5325317,0.01468961,543.5325317,0.003287791
542.9315186,0.002883359,542.9315186,0.003069247,542.9315186,0.003513856,542.9315186,0.015782744,542.9315186,0.014795684,542.9315186,0.003149966
542.4806519,0.002845471,542.4806519,0.003086844,542.4806519,0.003546661,542.4806519,0.015581192,542.4806519,0.014752807,542.4806519,0.003161335
542.0297852,0.002794691,542.0297852,0.002938033,542.0297852,0.003493241,542.0297852,0.015256142,542.0297852,0.014352704,542.0297852,0.003092736
541.4285278,0.002853757,541.4285278,0.002940587,541.4285278,0.003419789,541.4285278,0.015388208,541.4285278,0.014396024,541.4285278,0.003162456
540.9775391,0.002975198,540.9775391,0.003007832,540.9775391,0.003398839,540.9775391,0.015577623,540.9775391,0.014459982,540.9775391,0.003180031
540.5265503,0.00289188,540.5265503,0.002979525,540.5265503,0.0035012,540.5265503,0.015454297,540.5265503,0.014439455,540.5265503,0.003224545
539.9251099,0.002888961,539.9251099,0.002991541,539.9251099,0.003447394,539.9251099,0.015527747,539.9251099,0.014391877,539.9251099,0.003194555
539.473938,0.002988439,539.473938,0.003068882,539.473938,0.003521868,539.473938,0.015458026,539.473938,0.014525956,539.473938,0.003218364
539.0227661,0.002870278,539.0227661,0.003069821,539.0227661,0.003482777,539.0227661,0.015724871,539.0227661,0.014663852,539.0227661,0.003121389
538.5715332,0.003019457,538.5715332,0.003107545,538.5715332,0.003651301,538.5715332,0.015686465,538.5715332,0.014895812,538.5715332,0.003268203
537.9697876,0.003095839,537.9697876,0.003250834,537.9697876,0.003633916,537.9697876,0.015848516,537.9697876,0.014935702,537.9697876,0.003372281
537.5184937,0.003189262,537.5184937,0.00334009,537.5184937,0.00366639,537.5184937,0.015899584,537.5184937,0.014994943,537.5184937,0.003488857
537.0670776,0.003220581,537.0670776,0.003412223,537.0670776,0.003816574,537.0670776,0.015929578,537.0670776,0.014975757,537.0670776,0.003650675
536.4651489,0.003396178,536.4651489,0.003502113,536.4651489,0.004085976,536.4651489,0.016134059,536.4651489,0.015308803,536.4651489,0.003840234
536.0136719,0.0035363,536.0136719,0.003762051,536.0136719,0.004222295,536.0136719,0.016324256,536.0136719,0.01522413,536.0136719,0.003833706
535.5621338,0.003724243,535.5621338,0.00382971,535.5621338,0.004394584,535.5621338,0.016571572,535.5621338,0.015722832,535.5621338,0.003966758
534.9599609,0.003985411,534.9599609,0.004056136,534.9599609,0.004574398,534.9599609,0.01676398,534.9599609,0.016018713,534.9599609,0.004269374
534.5083008,0.004080697,534.5083008,0.004207422,534.5083008,0.004579002,534.5083008,0.016937092,534.5083008,0.016017612,534.5083008,0.004328667
534.0566406,0.004116759,534.0566406,0.004199163,534.0566406,0.004666464,534.0566406,0.016988557,534.0566406,0.015847012,534.0566406,0.004505863
533.4542847,0.004489804,533.4542847,0.004647756,533.4542847,0.005065202,533.4542847,0.016959701,533.4542847,0.016179517,533.4542847,0.004854845
533.0025024,0.004679914,533.0025024,0.004877306,533.0025024,0.005255328,533.0025024,0.017395165,533.0025024,0.016359359,533.0025024,0.004981298
532.5506592,0.004993867,532.5506592,0.005123897,532.5506592,0.005565948,532.5506592,0.018085852,532.5506592,0.016884582,532.5506592,0.00542158
531.9480591,0.005187839,531.9480591,0.005375136,531.9480591,0.005923682,531.9480591,0.018013885,531.9480591,0.017007077,531.9480591,0.005597938
531.4961548,0.005497913,531.4961548,0.005714247,531.4961548,0.00619001,531.4961548,0.018406656,531.4961548,0.017543919,531.4961548,0.005959136
531.0441284,0.005860812,531.0441284,0.006014146,531.0441284,0.006457105,531.0441284,0.018812647,531.0441284,0.017966075,531.0441284,0.006140123
530.4413452,0.006291376,530.4413452,0.00639337,530.4413452,0.007047772,530.4413452,0.01939138,530.4413452,0.018375274,530.4413452,0.006718765
529.9892578,0.006580425,529.9892578,0.006784073,529.9892578,0.007414259,529.9892578,0.019624282,529.9892578,0.018927846,529.9892578,0.007190761
529.5371094,0.006735065,529.5371094,0.007159759,529.5371094,0.007611002,529.5371094,0.019754298,529.5371094,0.019135501,529.5371094,0.007332113
528.9341431,0.007359388,528.9341431,0.007560372,528.9341431,0.007955845,528.9341431,0.01982314,528.9341431,0.019149758,528.9341431,0.007813447
528.4818726,0.007757708,528.4818726,0.007861997,528.4818726,0.008519066,528.4818726,0.020587618,528.4818726,0.019417204,528.4818726,0.008215956
528.029541,0.007847764,528.029541,0.008070731,528.029541,0.008611261,528.029541,0.020427424,528.029541,0.019512121,528.029541,0.008363632
527.4263916,0.008506317,527.4263916,0.008695974,527.4263916,0.009027857,527.4263916,0.020954877,527.4263916,0.020370096,527.4263916,0.008772939
526.973999,0.008620898,526.973999,0.008846006,526.973999,0.009387768,526.973999,0.021378351,526.973999,0.020965716,526.973999,0.009035813
526.5215454,0.009072235,526.5215454,0.009470728,526.5215454,0.00976815,526.5215454,0.02187459,526.5215454,0.021033147,526.5215454,0.009760499
526.0690308,0.009620896,526.0690308,0.009758222,526.0690308,0.010365249,526.0690308,0.022302751,526.0690308,0.021312008,526.0690308,0.010239975
525.4655762,0.010045058,525.4655762,0.010206449,525.4655762,0.010811264,525.4655762,0.022810524,525.4655762,0.021755723,525.4655762,0.010607948
525.0130005,0.010440733,525.0130005,0.010592908,525.0130005,0.011259889,525.0130005,0.023191547,525.0130005,0.02250701,525.0130005,0.010899672
524.5603027,0.010681563,524.5603027,0.010763072,524.5603027,0.011535997,524.5603027,0.023523822,524.5603027,0.022805559,524.5603027,0.01111991
523.956665,0.011335582,523.956665,0.011497932,523.956665,0.012190958,523.956665,0.024428571,523.956665,0.023525326,523.956665,0.011875272
523.5039063,0.011691268,523.5039063,0.011860082,523.5039063,0.012497283,523.5039063,0.024584083,523.5039063,0.023640443,523.5039063,0.012317595
523.0510864,0.012338075,523.0510864,0.012263325,523.0510864,0.012982486,523.0510864,0.02524274,523.0510864,0.023927927,523.0510864,0.012644157
522.4472656,0.012818301,522.4472656,0.012850216,522.4472656,0.013617063,522.4472656,0.025663909,522.4472656,0.024605423,522.4472656,0.013249176
521.9943848,0.013327298,521.9943848,0.013243011,521.9943848,0.013987241,521.9943848,0.02599003,521.9943848,0.025345935,521.9943848,0.013909294
521.5413818,0.013591662,521.5413818,0.013987749,521.5413818,0.014499726,521.5413818,0.026591843,521.5413818,0.025794784,521.5413818,0.014296923
520.9373779,0.014242324,520.9373779,0.014269903,520.9373779,0.014906045,520.9373779,0.026929596,520.9373779,0.026403066,520.9373779,0.014865781
520.484314,0.014517605,520.484314,0.014665083,520.484314,0.015415083,520.484314,0.027658222,520.484314,0.02664474,520.484314,0.015271639
520.031189,0.01504173,520.031189,0.014864763,520.031189,0.015671033,520.031189,0.027927456,520.031189,0.027214583,520.031189,0.015528015
