is_2_5_7uM,,is_2_5_15uM1,,is_2_5_31uM,,is_2_5_62uM,,is_2_5_125uM,,is_2_5_250uM1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
657.5613403,0.01664712094,657.5613403,0.01678857021,657.5613403,0.01610531285,657.5613403,0.02155010216,657.5613403,0.01910368912,657.5613403,0.02141147107,
656.9781494,0.01656404138,656.9781494,0.01670845039,656.9781494,0.01623242535,656.9781494,0.02174687758,656.9781494,0.01894631423,656.9781494,0.0213123057,
656.5406494,0.01654632017,656.5406494,0.01640470698,656.5406494,0.01609142497,656.5406494,0.02142466046,656.5406494,0.01900756359,656.5406494,0.02142104506,
655.9572754,0.01654094271,655.9572754,0.01624008268,655.9572754,0.01597893611,655.9572754,0.02142933942,655.9572754,0.01898806542,655.9572754,0.02110662311,
655.5196533,0.0165094547,655.5196533,0.01654976234,655.5196533,0.01565052941,655.5196533,0.02116157487,655.5196533,0.01883197576,655.5196533,0.02105034702,
654.9360962,0.01644737273,654.9360962,0.0166258458,654.9360962,0.01628219523,654.9360962,0.02158002742,654.9360962,0.01872031577,654.9360962,0.02100288123,
654.4983521,0.01641293429,654.4983521,0.01659359783,654.4983521,0.0158521682,654.4983521,0.02137889341,654.4983521,0.01879545487,654.4983521,0.02100557089,
654.0605469,0.01647605933,654.0605469,0.01633312553,654.0605469,0.01600195281,654.0605469,0.02156822011,654.0605469,0.01877810061,654.0605469,0.02104518563,
653.4767456,0.01629936695,653.4767456,0.01615020446,653.4767456,0.0160053093,653.4767456,0.02125219814,653.4767456,0.01884319447,653.4767456,0.02092064917,
653.0388184,0.0162480101,653.0388184,0.01647081599,653.0388184,0.01599040441,653.0388184,0.02140510827,653.0388184,0.01910658367,653.0388184,0.02079463005,
652.4547729,0.01629716344,652.4547729,0.01629066095,652.4547729,0.01589058898,652.4547729,0.02125953697,652.4547729,0.0189772211,652.4547729,0.0208508987,
652.0167236,0.01635043509,652.0167236,0.01653607562,652.0167236,0.01572505943,652.0167236,0.02134871297,652.0167236,0.01869342476,652.0167236,0.02069123276,
651.4325562,0.01635962725,651.4325562,0.01665621251,651.4325562,0.01559884753,651.4325562,0.021386154,651.4325562,0.01898014173,651.4325562,0.02085166052,
650.9943848,0.01648181304,650.9943848,0.0163280461,650.9943848,0.01573783532,650.9943848,0.02118981443,650.9943848,0.01881732419,650.9943848,0.02072223835,
650.5560913,0.01622108556,650.5560913,0.0164915733,650.5560913,0.01606558263,650.5560913,0.02132522129,650.5560913,0.01894639432,650.5560913,0.02065830305,
649.9716797,0.01693622954,649.9716797,0.01686803252,649.9716797,0.01635207422,649.9716797,0.0219423268,649.9716797,0.01954978332,649.9716797,0.02128740214,
649.5333252,0.01700774953,649.5333252,0.01703472435,649.5333252,0.01623890176,649.5333252,0.02187644131,649.5333252,0.0193223618,649.5333252,0.02083960176,
648.9487305,0.01607176103,648.9487305,0.01632527635,648.9487305,0.01571660489,648.9487305,0.02108963951,648.9487305,0.01885292679,648.9487305,0.02075669542,
648.5101929,0.01628955826,648.5101929,0.01618395187,648.5101929,0.0156300813,648.5101929,0.02110273764,648.5101929,0.01875190996,648.5101929,0.0207284838,
648.0716553,0.01672946103,648.0716553,0.01690161787,648.0716553,0.01636202075,648.0716553,0.02164325491,648.0716553,0.01910953224,648.0716553,0.02126217447,
647.4868164,0.01654021628,647.4868164,0.01640005596,647.4868164,0.01603560708,647.4868164,0.02145862952,647.4868164,0.01881902665,647.4868164,0.0208869148,
647.0480957,0.01622812636,647.0480957,0.01630716212,647.0480957,0.0158467181,647.0480957,0.02122082748,647.0480957,0.0189555604,647.0480957,0.02061771974,
646.4630737,0.01613024436,646.4630737,0.01622027904,646.4630737,0.01595546491,646.4630737,0.02120674774,646.4630737,0.01885352097,646.4630737,0.02095444314,
646.024231,0.016565172,646.024231,0.01648546942,646.024231,0.01608325914,646.024231,0.0213135574,646.024231,0.01900888979,646.024231,0.02082585916,
645.4390259,0.01660007983,645.4390259,0.01620060951,645.4390259,0.01571134478,645.4390259,0.02111450396,645.4390259,0.01882151328,645.4390259,0.02097541466,
645.000061,0.01636188664,645.000061,0.01621775329,645.000061,0.01605830342,645.000061,0.02121487446,645.000061,0.01879356243,645.000061,0.02115586773,
644.5610352,0.01614539512,644.5610352,0.01651494019,644.5610352,0.01608922146,644.5610352,0.02136524394,644.5610352,0.01888645068,644.5610352,0.02131325752,
643.9755859,0.01684553549,643.9755859,0.01691192575,643.9755859,0.0164272096,643.9755859,0.02169144526,643.9755859,0.01972495951,643.9755859,0.02184448205,
643.536438,0.01683474332,643.536438,0.0168405287,643.536438,0.01649985462,643.536438,0.02188281156,643.536438,0.01925295033,643.536438,0.02206048369,
642.9508667,0.01635476202,642.9508667,0.01620660163,642.9508667,0.01598908752,642.9508667,0.02159988694,642.9508667,0.01877239905,642.9508667,0.02191371284,
642.5115356,0.01627606712,642.5115356,0.0162863601,642.5115356,0.01606767811,642.5115356,0.02110485733,642.5115356,0.01905900426,642.5115356,0.02195618674,
642.0722046,0.01626730524,642.0722046,0.01604503393,642.0722046,0.01607304998,642.0722046,0.02118288353,642.0722046,0.01895785891,642.0722046,0.02192381211,
641.4863892,0.01632159576,641.4863892,0.01636019163,641.4863892,0.01580690406,641.4863892,0.02150437608,641.4863892,0.01878553443,641.4863892,0.02219569869,
641.046875,0.01636317559,641.046875,0.01649159938,641.046875,0.01574360579,641.046875,0.02151098661,641.046875,0.01862427592,641.046875,0.02246309258,
640.4608765,0.01611444727,640.4608765,0.01627155207,640.4608765,0.01599591039,640.4608765,0.02182197198,640.4608765,0.0188363269,640.4608765,0.02274584398,
640.0212402,0.0164281223,640.0212402,0.01631345041,640.0212402,0.01573426649,640.0212402,0.02145452239,640.0212402,0.0188722834,640.0212402,0.02289914526,
639.4350586,0.0162514504,639.4350586,0.01618583128,639.4350586,0.01589574479,639.4350586,0.02122993395,639.4350586,0.01888958737,639.4350586,0.02283494174,
638.9953003,0.01622401364,638.9953003,0.01638570242,638.9953003,0.015871929,638.9953003,0.0212359149,638.9953003,0.01873528771,638.9953003,0.02271390334,
638.555542,0.01661672816,638.555542,0.01636325754,638.555542,0.01593065262,638.555542,0.0213077385,638.555542,0.01858928613,638.555542,0.02287477814,
637.9691162,0.01628826745,637.9691162,0.01658601314,637.9691162,0.01583911851,637.9691162,0.02136671171,637.9691162,0.01864948496,637.9691162,0.02341799997,
637.5291748,0.01639414206,637.5291748,0.01633465663,637.5291748,0.01585090533,637.5291748,0.02133895084,637.5291748,0.01878283173,637.5291748,0.02311193012,
636.9425659,0.01634508558,636.9425659,0.01634350047,636.9425659,0.01574226469,636.9425659,0.02177624404,636.9425659,0.0187131539,636.9425659,0.02306178212,
636.5025024,0.01649762318,636.5025024,0.01631871983,636.5025024,0.01583195105,636.5025024,0.02170211077,636.5025024,0.01862035692,636.5025024,0.02300506085,
636.062439,0.01665067114,636.062439,0.0163195245,636.062439,0.01590165123,636.062439,0.02174655162,636.062439,0.01872272044,636.062439,0.02332372777,
635.4755249,0.01637250371,635.4755249,0.01650412939,635.4755249,0.01576540247,635.4755249,0.02174276859,635.4755249,0.0187375322,635.4755249,0.02284836583,
635.0353394,0.01632051915,635.0353394,0.01629665308,635.0353394,0.01580655389,635.0353394,0.02141519822,635.0353394,0.01882078312,635.0353394,0.02263579145,
634.4483032,0.01646143384,634.4483032,0.01625658385,634.4483032,0.01581130549,634.4483032,0.02171843871,634.4483032,0.01892741211,634.4483032,0.02250474691,
634.0079346,0.01625644974,634.0079346,0.01626894623,634.0079346,0.01584032737,634.0079346,0.02183922939,634.0079346,0.01876253262,634.0079346,0.02242784575,
633.5675049,0.016302431,633.5675049,0.01609421894,633.5675049,0.01588876359,633.5675049,0.02179837227,633.5675049,0.01934055053,633.5675049,0.02194292657,
632.9802246,0.01656971686,632.9802246,0.01612564921,632.9802246,0.01602862403,632.9802246,0.02180808969,632.9802246,0.01894682646,632.9802246,0.02200588025,
632.5397339,0.01633344777,632.5397339,0.01636726223,632.5397339,0.01596830226,632.5397339,0.02173558436,632.5397339,0.01896256395,632.5397339,0.02180577628,
631.9522705,0.01647261716,631.9522705,0.01649791934,631.9522705,0.01602596417,631.9522705,0.02197783254,631.9522705,0.01885103434,631.9522705,0.02161621116,
631.5115967,0.01646818221,631.5115967,0.01650523208,631.5115967,0.01609972492,631.5115967,0.02192699909,631.5115967,0.01930877753,631.5115967,0.02167944424,
631.0708618,0.01666627266,631.0708618,0.01627281494,631.0708618,0.01619862206,631.0708618,0.02180542238,631.0708618,0.01889915764,631.0708618,0.02197429352,
630.4831543,0.01657044329,630.4831543,0.01636430435,630.4831543,0.01595919766,630.4831543,0.02179918811,630.4831543,0.01885990053,630.4831543,0.02171204425,
630.0422974,0.01639126614,630.0422974,0.01641024463,630.0422974,0.01595911756,630.0422974,0.02177610807,630.0422974,0.01913155243,630.0422974,0.02171601728,
629.4544678,0.01638314873,629.4544678,0.01645011455,629.4544678,0.01597907022,629.4544678,0.02184437402,629.4544678,0.01899817958,629.4544678,0.02193568461,
629.0134888,0.0166934412,629.0134888,0.01638685726,629.0134888,0.0160053093,629.0134888,0.02210041136,629.0134888,0.01909646764,629.0134888,0.02189250477,
628.5724487,0.01680958457,628.5724487,0.01647242904,628.5724487,0.01612387598,628.5724487,0.02200413868,628.5724487,0.01914045215,628.5724487,0.02213652991,
627.984314,0.01650426537,627.984314,0.0162972454,627.984314,0.01603445224,627.984314,0.02201453969,627.984314,0.01923281886,627.984314,0.02203678899,
627.5432129,0.0169277247,627.5432129,0.01673521847,627.5432129,0.01615668088,627.5432129,0.02204863541,627.5432129,0.01920784451,627.5432129,0.02192253247,
626.954895,0.01669758372,626.954895,0.01631342433,626.954895,0.01597627811,626.954895,0.02213217132,626.954895,0.01910525747,626.954895,0.02221062779,
626.5136108,0.01666395925,626.5136108,0.01635900885,626.5136108,0.01619531587,626.5136108,0.02233387157,626.5136108,0.01953670569,626.5136108,0.02202170156,
626.0722656,0.01654618606,626.0722656,0.0164670255,626.0722656,0.01638312079,626.0722656,0.02227566391,626.0722656,0.01928877831,626.0722656,0.02227291279,
625.4837646,0.01678902842,625.4837646,0.0168473646,625.4837646,0.01623188704,625.4837646,0.02226195857,625.4837646,0.01924012415,625.4837646,0.02189133316,
625.0422974,0.01676909067,625.0422974,0.01645277627,625.0422974,0.01620832086,625.0422974,0.02216605842,625.0422974,0.01924315467,625.0422974,0.02213203534,
624.4536133,0.01649289019,624.4536133,0.01663106307,624.4536133,0.01616320945,624.4536133,0.02208025567,624.4536133,0.0190590322,624.4536133,0.02217526548,
624.0120239,0.01677350327,624.0120239,0.01652219892,624.0120239,0.01613188162,624.0120239,0.02235131152,624.0120239,0.0193082355,624.0120239,0.02206116356,
623.5703735,0.0166688282,623.5703735,0.01659176871,623.5703735,0.01624177583,623.5703735,0.02227288485,623.5703735,0.01947380975,623.5703735,0.02197609097,
622.9814453,0.01693980955,622.9814453,0.01674463414,622.9814453,0.01656336896,622.9814453,0.02217545733,622.9814453,0.01925611496,622.9814453,0.02182286978,
622.5396729,0.01683673449,622.5396729,0.01646656916,622.5396729,0.01621348038,622.5396729,0.02243528701,622.5396729,0.01939341053,622.5396729,0.02199654095,
621.9505615,0.01685492694,621.9505615,0.01686846279,621.9505615,0.01636766456,621.9505615,0.02220714092,621.9505615,0.01930063032,621.9505615,0.02190399356,
621.508667,0.01709640585,621.508667,0.01670740172,621.508667,0.01635989733,621.508667,0.02239750884,621.508667,0.01925313845,621.508667,0.02207148634,
621.0667114,0.01683743484,621.0667114,0.01665675081,621.0667114,0.01635215618,621.0667114,0.02212775871,621.0667114,0.01928623393,621.0667114,0.02194940671,
620.477417,0.01683899574,620.477417,0.01669682935,620.477417,0.01610329747,620.477417,0.02217455767,620.477417,0.01938610151,620.477417,0.02178386599,
620.0353394,0.01720708422,620.0353394,0.01662624814,620.0353394,0.01610034332,620.0353394,0.02206617594,620.0353394,0.01918644272,620.0353394,0.02178631537,
619.4458008,0.01656358503,619.4458008,0.01666785963,619.4458008,0.01624244824,619.4458008,0.02228697203,619.4458008,0.01940610632,619.4458008,0.02161482349,
619.0036011,0.01644398458,619.0036011,0.01667700522,619.0036011,0.01605945826,619.0036011,0.0221337229,619.0036011,0.01935595088,619.0036011,0.02177442051,
618.5613403,0.01655172557,618.5613403,0.0165361017,618.5613403,0.01635914482,618.5613403,0.0223823823,618.5613403,0.01924661733,618.5613403,0.02164967731,
617.9716187,0.01662748493,617.9716187,0.01659367792,617.9716187,0.01629786193,617.9716187,0.0220516324,617.9716187,0.01911283284,617.9716187,0.02139738575,
617.5292358,0.01646358334,617.5292358,0.016469419,617.5292358,0.01605140045,617.5292358,0.02193892375,617.5292358,0.01942034438,617.5292358,0.02175705694,
616.9393311,0.0165230073,616.9393311,0.01662043855,616.9393311,0.01623804122,616.9393311,0.02213042788,616.9393311,0.01920435391,616.9393311,0.02170061506,
616.4968262,0.0164143052,616.4968262,0.01651733182,616.4968262,0.01586666517,616.4968262,0.02210471407,616.4968262,0.01913706958,616.4968262,0.02139205486,
616.0542603,0.01647847891,616.0542603,0.01644339226,616.0542603,0.01622987166,616.0542603,0.02232084423,616.0542603,0.0190947894,616.0542603,0.02172684856,
615.4641113,0.01660548523,615.4641113,0.01650848612,615.4641113,0.01604111306,615.4641113,0.02224225923,615.4641113,0.01925303042,615.4641113,0.02147094905,
615.0214233,0.01638287865,615.0214233,0.01640750282,615.0214233,0.016024407,615.0214233,0.02203216031,615.0214233,0.0190733932,615.0214233,0.02123137563,
614.4310913,0.01659604535,614.4310913,0.0161837358,614.4310913,0.01587463915,614.4310913,0.02208088338,614.4310913,0.01888769493,614.4310913,0.02144051529,
613.9882813,0.01630549505,613.9882813,0.01616466045,613.9882813,0.01602429897,613.9882813,0.02216311544,613.9882813,0.01896332204,613.9882813,0.02125127241,
613.5454712,0.01661140285,613.5454712,0.01624629088,613.5454712,0.01586709544,613.5454712,0.0221404247,613.5454712,0.01905786805,613.5454712,0.02149472199,
612.954895,0.01637494937,612.954895,0.01633573323,612.954895,0.01580531895,612.954895,0.02213086374,612.954895,0.01908294298,612.954895,0.02123178169,
612.5119019,0.01627883501,612.5119019,0.01625964791,612.5119019,0.01581651345,612.5119019,0.02193326131,612.5119019,0.01883270591,612.5119019,0.02131744474,
612.0689087,0.01624097116,612.0689087,0.01618741639,612.0689087,0.01590304822,612.0689087,0.02231373265,612.0689087,0.01912873797,612.0689087,0.02132451348,
611.4780884,0.01635320298,611.4780884,0.01621842571,611.4780884,0.01590355858,611.4780884,0.02204357088,611.4780884,0.01895834692,611.4780884,0.02144655399,
611.0349121,0.01617513783,611.0349121,0.01603423618,611.0349121,0.01573735289,611.0349121,0.02189195901,611.0349121,0.01907588169,611.0349121,0.02152175829,
610.4439697,0.0161351338,610.4439697,0.01602099463,610.4439697,0.01580215245,610.4439697,0.02209063247,610.4439697,0.01902308688,610.4439697,0.02109086141,
610.0006714,0.01626018435,610.0006714,0.01603834704,610.0006714,0.01571123675,610.0006714,0.02212857641,610.0006714,0.01881575584,610.0006714,0.02127758786,
609.557373,0.01617607847,609.557373,0.01600034162,609.557373,0.01566410996,609.557373,0.02219335549,609.557373,0.01901232451,609.557373,0.02126660571,
608.9661865,0.01624690928,608.9661865,0.0160962604,608.9661865,0.01576779224,608.9661865,0.02220733091,608.9661865,0.01899296045,608.9661865,0.02166162059,
608.5227051,0.0162243899,608.5227051,0.01606085524,608.5227051,0.01584566943,608.5227051,0.02221983671,608.5227051,0.01895315386,608.5227051,0.02142014727,
607.9313354,0.01632060111,607.9313354,0.01593798213,607.9313354,0.01565616578,607.9313354,0.02206876315,607.9313354,0.01882754266,607.9313354,0.02143722586,
607.487793,0.01607998088,607.487793,0.01599693112,607.487793,0.01567234844,607.487793,0.02196062356,607.487793,0.0186651051,607.487793,0.02112795599,
607.0441284,0.01622307301,607.0441284,0.01589171588,607.0441284,0.01550676767,607.0441284,0.02207905799,607.0441284,0.01857615449,607.0441284,0.02104991302,
606.4525757,0.01615168341,606.4525757,0.01592630148,606.4525757,0.01538311318,606.4525757,0.02195738442,606.4525757,0.01896532252,606.4525757,0.02134765126,
606.0087891,0.0161223188,606.0087891,0.0158915557,606.0087891,0.01545397472,606.0087891,0.02196925506,606.0087891,0.01883665286,606.0087891,0.02120424807,
605.5650024,0.01617656276,605.5650024,0.01586097293,605.5650024,0.01566990651,605.5650024,0.02194774523,605.5650024,0.01868169755,605.5650024,0.02119870298,
604.9731445,0.01610351354,604.9731445,0.0158449728,604.9731445,0.01545526274,604.9731445,0.02207352966,604.9731445,0.01877377741,604.9731445,0.02112727612,
604.5292358,0.01620829478,604.5292358,0.01589394547,604.5292358,0.01553327311,604.5292358,0.02200234123,604.5292358,0.01871904545,604.5292358,0.02123632282,
603.9372559,0.01604412124,603.9372559,0.0161063876,603.9372559,0.01561145857,603.9372559,0.02190987393,603.9372559,0.01893717423,603.9372559,0.02122319303,
603.4932251,0.01623726264,603.4932251,0.01599405706,603.4932251,0.01551918872,603.4932251,0.02184660546,603.4932251,0.01892222092,603.4932251,0.02117182128,
603.0490723,0.01597305574,603.0490723,0.01590766571,603.0490723,0.0153426975,603.0490723,0.02195438929,603.0490723,0.01870810054,603.0490723,0.0212846566,
602.4568481,0.01605344191,602.4568481,0.01575946994,602.4568481,0.01532065496,602.4568481,0.02198257111,602.4568481,0.01863948815,602.4568481,0.02105589025,
602.0126343,0.01592662372,602.0126343,0.01591035165,602.0126343,0.01526705455,602.0126343,0.02181421407,602.0126343,0.01857926138,602.0126343,0.02126763761,
601.5683594,0.01575509459,601.5683594,0.01583984494,601.5683594,0.01540875249,601.5683594,0.02175389975,601.5683594,0.01860719919,601.5683594,0.02096764557,
600.9758911,0.0157541018,600.9758911,0.01583063602,600.9758911,0.01532719843,600.9758911,0.02161422372,600.9758911,0.01867750846,600.9758911,0.0209663678,
600.5314941,0.01591934636,600.5314941,0.01566180028,600.5314941,0.01528507285,600.5314941,0.02168823406,600.5314941,0.01860730723,600.5314941,0.02071091719,
599.9389038,0.01569424756,599.9389038,0.01548726484,599.9389038,0.01513478346,599.9389038,0.02162954211,599.9389038,0.01855216362,599.9389038,0.02092961408,
599.4943848,0.01604089886,599.4943848,0.01559683494,599.4943848,0.01511339471,599.4943848,0.02165228873,599.4943848,0.01848895289,599.4943848,0.02088419721,
599.0498047,0.01559860539,599.0498047,0.01553850435,599.0498047,0.01514274441,599.0498047,0.02140788175,599.0498047,0.01854095235,599.0498047,0.02073236555,
598.4569702,0.01563107409,598.4569702,0.01534733735,598.4569702,0.01502350718,598.4569702,0.02133351378,598.4569702,0.01856264658,598.4569702,0.02060955018,
598.0122681,0.01531497017,598.0122681,0.01537447702,598.0122681,0.01495767199,598.0122681,0.02103597298,598.0122681,0.01831036061,598.0122681,0.02074871212,
597.5675049,0.01548366994,597.5675049,0.01534527261,597.5675049,0.01498805638,597.5675049,0.02105534635,597.5675049,0.01825436391,597.5675049,0.02048682235,
596.9744263,0.01576142944,596.9744263,0.01532285381,596.9744263,0.01503955945,596.9744263,0.02113760449,596.9744263,0.01837135851,596.9744263,0.02030130289,
596.5296021,0.0155664878,596.5296021,0.01542763505,596.5296021,0.01505282428,596.5296021,0.02123251744,596.5296021,0.01860890165,596.5296021,0.02056997456,
595.9363403,0.01558730938,595.9363403,0.0154192131,595.9363403,0.01516652014,595.9363403,0.02114790492,595.9363403,0.01850159466,595.9363403,0.02048684843,
595.491333,0.015332615,595.491333,0.01522758882,595.491333,0.01476667915,595.491333,0.021264676,595.491333,0.01830036938,595.491333,0.02035010234,
595.0463257,0.01559611037,595.0463257,0.01525308564,595.0463257,0.01485112868,595.0463257,0.02134990878,595.0463257,0.01839992963,595.0463257,0.0203386005,
594.4528809,0.01538686734,594.4528809,0.01539547648,594.4528809,0.01489439141,594.4528809,0.02120041475,594.4528809,0.0183476489,594.4528809,0.02033697255,
594.0076904,0.0153096607,594.0076904,0.01532285381,594.0076904,0.01483658422,594.0076904,0.02115828544,594.0076904,0.01821880974,594.0076904,0.02033141255,
593.5625,0.01535945851,593.5625,0.01514861453,593.5625,0.01480128244,593.5625,0.02117869817,593.5625,0.01835996285,593.5625,0.02037752979,
592.968811,0.01522077899,592.968811,0.01515413634,592.968811,0.01473055314,592.968811,0.02109792642,592.968811,0.01819235645,592.968811,0.02029528096,
592.5234375,0.01523075253,592.5234375,0.0150713427,592.5234375,0.01454164181,592.5234375,0.02110021003,592.5234375,0.01819381304,592.5234375,0.02012958191,
591.9296265,0.01519724075,591.9296265,0.01518472191,591.9296265,0.01482316479,591.9296265,0.02096799761,591.9296265,0.01820204593,591.9296265,0.02008609474,
591.4841309,0.01511264406,591.4841309,0.01521638222,591.4841309,0.01450930722,591.4841309,0.02098562941,591.4841309,0.01822509989,591.4841309,0.01996066794,
591.0386353,0.01516397391,591.0386353,0.0149206724,591.0386353,0.01449201722,591.0386353,0.02094925381,591.0386353,0.01807756908,591.0386353,0.02001723647,
590.4445801,0.01510529965,590.4445801,0.01518512424,590.4445801,0.01439894084,590.4445801,0.02105200477,590.4445801,0.01796602085,590.4445801,0.01999929175,
589.9989624,0.0149024548,589.9989624,0.01536364201,589.9989624,0.0145314699,589.9989624,0.0209082365,589.9989624,0.01807764918,589.9989624,0.02011035942,
589.5532837,0.01489278395,589.5532837,0.01507908851,589.5532837,0.01453875005,589.5532837,0.02091967128,589.5532837,0.01801256277,589.5532837,0.01994960941,
588.9589844,0.01474043448,588.9589844,0.01489104237,588.9589844,0.01432019752,588.9589844,0.02074757218,588.9589844,0.0181101691,588.9589844,0.01993830875,
588.5131836,0.01496600453,588.5131836,0.01491836831,588.5131836,0.01415103953,588.5131836,0.02090956643,588.5131836,0.01812501252,588.5131836,0.01973836869,
588.0673218,0.01480021141,588.0673218,0.01490516122,588.0673218,0.01418366842,588.0673218,0.02072166838,588.0673218,0.01794047281,588.0673218,0.01991779171,
587.4727783,0.01481432561,587.4727783,0.01483452227,587.4727783,0.01428662334,587.4727783,0.02062208951,587.4727783,0.017875975,587.4727783,0.01972319745,
587.0268555,0.0147528341,587.0268555,0.01490047295,587.0268555,0.0142263025,587.0268555,0.02059953287,587.0268555,0.01783338562,587.0268555,0.01982774585,
586.4321289,0.01474032737,586.4321289,0.01508308109,586.4321289,0.01421581674,586.4321289,0.02057353035,586.4321289,0.01786952838,586.4321289,0.01989175007,
585.9860229,0.01465041097,585.9860229,0.01476595644,585.9860229,0.01408889331,585.9860229,0.02041917667,585.9860229,0.01768299378,585.9860229,0.0197668951,
585.539917,0.01462069247,585.539917,0.01450465061,585.539917,0.01400146354,585.539917,0.02031988278,585.539917,0.01783346571,585.539917,0.01967292465,
584.9450073,0.01454522833,584.9450073,0.01439265255,584.9450073,0.01378147025,584.9450073,0.02043163031,584.9450073,0.01752397604,584.9450073,0.01969483681,
584.4987183,0.01458843332,584.4987183,0.0145938145,584.4987183,0.01387008559,584.4987183,0.02031391673,584.4987183,0.0175580699,584.4987183,0.01963432878,
584.0524292,0.01432627067,584.0524292,0.01447646786,584.0524292,0.01383539662,584.0524292,0.0204803627,584.0524292,0.01741728559,584.0524292,0.01942989975,
583.4572754,0.01428857632,583.4572754,0.01450189389,583.4572754,0.01389996614,583.4572754,0.02018080465,583.4572754,0.01717885956,583.4572754,0.01953627169,
583.0108643,0.01414430048,583.0108643,0.01442251634,583.0108643,0.01366487797,583.0108643,0.02028312907,583.0108643,0.01743531227,583.0108643,0.01948786154,
582.5643921,0.01434125379,582.5643921,0.01418500487,582.5643921,0.01356917433,582.5643921,0.02022622712,582.5643921,0.01716068201,582.5643921,0.0190416947,
581.9690552,0.01436886564,581.9690552,0.01427744702,581.9690552,0.01357149798,581.9690552,0.02009856515,581.9690552,0.01741297543,581.9690552,0.01936837286,
581.5224609,0.01407723501,581.5224609,0.01439024415,581.5224609,0.01342206728,581.5224609,0.02012497373,581.5224609,0.01708251238,581.5224609,0.01934596337,
580.9269409,0.01410672814,580.9269409,0.01408421341,580.9269409,0.01351114269,580.9269409,0.02001192421,580.9269409,0.01709387451,580.9269409,0.01904239878,
580.4802246,0.01400485914,580.4802246,0.01401964296,580.4802246,0.01349509414,580.4802246,0.01988069341,580.4802246,0.0172538124,580.4802246,0.01924661733,
580.0334473,0.01390699577,580.0334473,0.013978526,580.0334473,0.0132616125,580.0334473,0.01967682503,580.0334473,0.01725082286,580.0334473,0.01904266886,
579.4377441,0.01393992547,579.4377441,0.01371037308,579.4377441,0.01315943338,579.4377441,0.01958864182,579.4377441,0.01702126488,579.4377441,0.01889066771,
578.9908447,0.01389945764,578.9908447,0.0136833908,578.9908447,0.01316383667,578.9908447,0.01950776204,578.9908447,0.01678267866,578.9908447,0.01898717321,
578.5439453,0.01368715707,578.5439453,0.01368146669,578.5439453,0.01310852636,578.5439453,0.01962065324,578.5439453,0.01698947139,578.5439453,0.01887720451,
577.947937,0.01344970148,577.947937,0.01347477362,577.947937,0.01310033631,577.947937,0.01934144273,577.947937,0.01690988056,577.947937,0.01871247776,
577.5009155,0.01345098298,577.5009155,0.01345517486,577.5009155,0.01299715508,577.5009155,0.01942302473,577.5009155,0.01670637913,577.5009155,0.01878921129,
577.053833,0.01353127789,577.053833,0.01338212844,577.053833,0.01288607903,577.053833,0.01915305853,577.053833,0.01650106534,577.053833,0.01861398108,
576.4576416,0.01335305721,576.4576416,0.01328560617,576.4576416,0.01278692111,576.4576416,0.01921812631,576.4576416,0.01639473438,576.4576416,0.01861173846,
576.010437,0.01331598032,576.010437,0.01326436177,576.010437,0.01279291976,576.010437,0.01913249865,576.010437,0.01644309796,576.010437,0.01850002632,
575.5631714,0.01309745479,575.5631714,0.01325552724,575.5631714,0.01249906793,575.5631714,0.01903904416,575.5631714,0.01626015827,575.5631714,0.01832278073,
574.9667358,0.0133861592,574.9667358,0.01288031973,574.9667358,0.01270452514,574.9667358,0.01884730347,574.9667358,0.01628603786,574.9667358,0.01821381599,
574.5193481,0.01290458534,574.5193481,0.01290397253,574.5193481,0.01232308149,574.5193481,0.01875637099,574.5193481,0.01602591015,574.5193481,0.01818684861,
574.0719604,0.01301558595,574.0719604,0.01273451187,574.0719604,0.01230116468,574.0719604,0.01858331449,574.0719604,0.01610313728,574.0719604,0.01808731072,
573.4752808,0.01290477253,573.4752808,0.01268298831,573.4752808,0.01221316215,573.4752808,0.01863575913,573.4752808,0.01597493514,573.4752808,0.0181323532,
573.027771,0.01273019332,573.027771,0.01265223231,573.027771,0.01212435309,573.027771,0.01856486127,573.027771,0.01586215571,573.027771,0.01791940443,
572.4309692,0.01259075198,572.4309692,0.01253921911,572.4309692,0.01195410546,572.4309692,0.01851439849,572.4309692,0.01575904153,572.4309692,0.01791139133,
571.9833374,0.0123733636,571.9833374,0.01245167479,571.9833374,0.01201895531,571.9833374,0.01842971891,571.9833374,0.01556351036,571.9833374,0.01767959632,
571.5356445,0.01242402475,571.5356445,0.012548225,571.5356445,0.01204253454,571.5356445,0.01827995852,571.5356445,0.01581796445,571.5356445,0.01772287115,
570.9385986,0.01234433334,570.9385986,0.01219519135,570.9385986,0.01175517403,570.9385986,0.01810263842,570.9385986,0.01540014334,570.9385986,0.0175271295,
570.4907837,0.01219535153,570.4907837,0.01216268539,570.4907837,0.01165037043,570.4907837,0.01820952445,570.4907837,0.01527279243,570.4907837,0.01769480295,
570.0429077,0.0120367324,570.0429077,0.01195737813,570.0429077,0.01175554655,570.0429077,0.01787238754,570.0429077,0.01523584593,570.0429077,0.0173077397,
569.4456787,0.01195767149,569.4456787,0.01207519043,569.4456787,0.01147068758,569.4456787,0.01784940623,569.4456787,0.01522501465,569.4456787,0.01721492037,
