is_2_3_31uM,,is_2_3_15uM,,is_2_3_62uM,,is_2_3_125uM,,is_2_3_250uM1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
706.4677124,-0.00726315286,706.4677124,-0.007619654294,706.4677124,-0.007489098236,706.4677124,-0.007913134992,706.4677124,-0.007740711793,
706.0369873,-0.006934026722,706.0369873,-0.007171295583,706.0369873,-0.007052473724,706.0369873,-0.007528126705,706.0369873,-0.007224100642,
705.4625854,-0.005838811398,705.4625854,-0.006087400485,705.4625854,-0.006060955115,705.4625854,-0.006218684372,705.4625854,-0.006204802543,
705.0316772,-0.005494289566,705.0316772,-0.005743535701,705.0316772,-0.005922524258,705.0316772,-0.005881359335,705.0316772,-0.005981507245,
704.4570923,-0.004634297919,704.4570923,-0.00493190065,704.4570923,-0.004934101366,704.4570923,-0.005161363631,704.4570923,-0.005366314668,
704.026062,-0.004059099127,704.026062,-0.004169820808,704.026062,-0.004233655985,704.026062,-0.004383388907,704.026062,-0.004572006874,
703.4512329,-0.003243638668,703.4512329,-0.003619985888,703.4512329,-0.003608382307,703.4512329,-0.003752736608,703.4512329,-0.003798106685,
703.0200806,-0.002822217299,703.0200806,-0.003093769075,703.0200806,-0.003099988913,703.0200806,-0.003197439481,703.0200806,-0.003253093688,
702.4451294,-0.00225831219,702.4451294,-0.002386794193,702.4451294,-0.002434778493,702.4451294,-0.002467314247,702.4451294,-0.002610658528,
702.0137939,-0.001276784693,702.0137939,-0.001499261241,702.0137939,-0.001510714879,702.0137939,-0.001927173464,702.0137939,-0.001546569983,
701.4385986,-0.000755058194,701.4385986,-0.001124840579,701.4385986,-0.001010550535,701.4385986,-0.001177972765,701.4385986,-0.001047118334,
701.0071411,0.0001333332038,701.0071411,-0.0003937541042,701.0071411,-0.0003753913334,701.0071411,-0.0003114518186,701.0071411,-0.0002512800565,
700.4318237,0.0006500947056,700.4318237,0.0004236233362,700.4318237,0.0002350305149,700.4318237,1.260664976E-5,700.4318237,0.0001900445786,
700.0001831,0.001492454321,700.0001831,0.001072718063,700.0001831,0.001070330734,700.0001831,0.00104170898,700.0001831,0.0007848464884,
699.5685425,0.0019383115,699.5685425,0.001745317364,699.5685425,0.001477622776,699.5685425,0.00147175265,699.5685425,0.001781809144,
698.9929199,0.002524682786,698.9929199,0.001933553256,698.9929199,0.002026674571,698.9929199,0.002090422437,698.9929199,0.002199083334,
698.5611572,0.00310718012,698.5611572,0.00276392349,698.5611572,0.002562724287,698.5611572,0.002660251921,698.5611572,0.002584467642,
697.9852905,0.003934470471,697.9852905,0.003470277879,697.9852905,0.003505401313,697.9852905,0.003397847759,697.9852905,0.003299658885,
697.5533447,0.004536963999,697.5533447,0.004003541544,697.5533447,0.004238083027,697.5533447,0.003878521966,697.5533447,0.00421845261,
696.977356,0.005122089759,696.977356,0.004782498349,696.977356,0.005018691532,696.977356,0.004849793389,696.977356,0.004393537994,
696.5452881,0.005563221872,696.5452881,0.005087594502,696.5452881,0.00536585832,696.5452881,0.005368426908,696.5452881,0.0052582887,
695.9690552,0.007124786731,695.9690552,0.006656962447,695.9690552,0.006123530678,695.9690552,0.006437662989,695.9690552,0.006377004087,
695.5368652,0.007117760833,695.5368652,0.006847208366,695.5368652,0.007189102937,695.5368652,0.006824225187,695.5368652,0.006697050296,
694.9605103,0.007420552894,694.9605103,0.00706779398,694.9605103,0.007130523212,694.9605103,0.007186629344,694.9605103,0.006969639566,
694.5281372,0.007654997986,694.5281372,0.007041905075,694.5281372,0.007387718186,694.5281372,0.007271012757,694.5281372,0.007080844138,
693.9515381,0.008336768486,693.9515381,0.007838986814,693.9515381,0.008110606112,693.9515381,0.008054090664,693.9515381,0.007825939916,
693.519043,0.008705719374,693.519043,0.00846128352,693.519043,0.008638695814,693.519043,0.008412322961,693.519043,0.008261412382,
692.9422607,0.009483400732,692.9422607,0.009169305675,692.9422607,0.009426414967,692.9422607,0.008965382352,692.9422607,0.009219858795,
692.5096436,0.00994940754,692.5096436,0.009687091224,692.5096436,0.009270628914,692.5096436,0.009502238594,692.5096436,0.009406178258,
691.9326782,0.01037171762,691.9326782,0.0102118291,691.9326782,0.01009486523,691.9326782,0.009997402318,691.9326782,0.01026027743,
691.499939,0.01052201167,691.499939,0.01068265084,691.499939,0.01037622429,691.499939,0.01007557753,691.499939,0.01027345005,
691.0670776,0.01077074185,691.0670776,0.01038828772,691.0670776,0.01072133426,691.0670776,0.01047965977,691.0670776,0.01041427068,
690.4898682,0.01136337593,690.4898682,0.01127877831,690.4898682,0.01091997884,690.4898682,0.01110538282,690.4898682,0.01080489438,
690.0568848,0.01169102825,690.0568848,0.01179243624,690.0568848,0.01118946914,690.0568848,0.01123011019,690.0568848,0.01113324147,
689.4794922,0.01185476128,689.4794922,0.01201887522,689.4794922,0.01187109575,689.4794922,0.01202888135,689.4794922,0.01168658771,
689.0463867,0.01235248335,689.0463867,0.01212722808,689.0463867,0.01230478659,689.0463867,0.01182565931,689.0463867,0.0117610516,
688.468811,0.01259653457,688.468811,0.01217538398,688.468811,0.01259104535,688.468811,0.01247354597,688.468811,0.0124680046,
688.0355225,0.01337588113,688.0355225,0.01270074025,688.0355225,0.01276788674,688.0355225,0.01308118179,688.0355225,0.01285368204,
687.4577637,0.01366899163,687.4577637,0.01298813988,687.4577637,0.01302809641,687.4577637,0.01323158853,687.4577637,0.0132168578,
687.024353,0.01386749279,687.024353,0.01344844606,687.024353,0.0134142451,687.024353,0.01353357453,687.024353,0.01338527817,
686.4464111,0.01434946712,686.4464111,0.01419899333,686.4464111,0.01420624182,686.4464111,0.01421546936,686.4464111,0.01406196691,
686.0128784,0.01507102139,686.0128784,0.01444884855,686.0128784,0.01467590034,686.0128784,0.014465468,686.0128784,0.01413264126,
685.4347534,0.01443287265,685.4347534,0.01379886642,685.4347534,0.01427124068,685.4347534,0.01417061687,685.4347534,0.01397264469,
685.0010376,0.014823406,685.0010376,0.01438376959,685.0010376,0.01440560445,685.0010376,0.01436565444,685.0010376,0.01430411916,
684.5673218,0.01472701877,684.5673218,0.01450660452,684.5673218,0.01487507671,684.5673218,0.01430462766,684.5673218,0.01444983855,
683.9888916,0.01527024526,683.9888916,0.01468958333,683.9888916,0.01502583921,683.9888916,0.01442377362,683.9888916,0.01448366698,
683.5550537,0.01527008414,683.5550537,0.01499692537,683.5550537,0.01496613864,683.5550537,0.01482346002,683.5550537,0.0149260303,
682.9764404,0.01538946852,682.9764404,0.01511433255,682.9764404,0.01532786805,682.9764404,0.01502321288,682.9764404,0.01496415585,
682.5424194,0.01622688957,682.5424194,0.01535889599,682.5424194,0.01548208762,682.5424194,0.01545722038,682.5424194,0.01534690801,
681.9636841,0.0160533078,681.9636841,0.01554040983,681.9636841,0.01556777582,681.9636841,0.01538807433,681.9636841,0.01565686241,
681.529541,0.01631280594,681.529541,0.01563391834,681.529541,0.01594491117,681.529541,0.01571598649,681.529541,0.01580067538,
680.9505615,0.0162953902,680.9505615,0.01602526568,680.9505615,0.01610512473,680.9505615,0.01603278704,680.9505615,0.01595106162,
680.5162354,0.01651563868,680.5162354,0.01607944444,680.5162354,0.01604796201,680.5162354,0.01579672843,680.5162354,0.01607724093,
679.9371338,0.01661279984,679.9371338,0.01627566479,679.9371338,0.0162646994,679.9371338,0.01611294225,679.9371338,0.01630528085,
679.5026855,0.01698303781,679.5026855,0.01642167009,679.5026855,0.01633731835,679.5026855,0.01624027081,679.5026855,0.01686563715,
679.0682373,0.01692037657,679.0682373,0.01662124507,679.0682373,0.01655809954,679.0682373,0.01626891829,679.0682373,0.01637102477,
678.4888306,0.01710674539,678.4888306,0.01664892212,678.4888306,0.01677866839,678.4888306,0.01664254814,678.4888306,0.0168043375,
678.0541992,0.01778287068,678.0541992,0.01767504029,678.0541992,0.01753047109,678.0541992,0.01719305106,678.0541992,0.01768579707,
677.4746094,0.01765382104,677.4746094,0.01776814647,677.4746094,0.01744124107,677.4746094,0.01757219434,677.4746094,0.01742089726,
677.039856,0.01720886119,677.039856,0.01704648882,677.039856,0.01705467328,677.039856,0.01693614945,677.039856,0.01686886698,
676.460083,0.01772950403,676.460083,0.01745439135,676.460083,0.01736121625,676.460083,0.01690592431,676.460083,0.01724223047,
676.0252075,0.01804340445,676.0252075,0.01779163629,676.0252075,0.0174762737,676.0252075,0.01779274084,676.0252075,0.01811634935,
675.4452515,0.01783654094,675.4452515,0.01742313243,675.4452515,0.01733960956,675.4452515,0.01725448668,675.4452515,0.01739888266,
675.0101929,0.01782586053,675.0101929,0.01749422215,675.0101929,0.01723916084,675.0101929,0.01707739756,675.0101929,0.01714807935,
674.4300537,0.01780592836,674.4300537,0.01745778695,674.4300537,0.0177142974,674.4300537,0.01738026552,674.4300537,0.01726375148,
673.994873,0.01787087694,673.994873,0.01769202575,673.994873,0.01756825857,673.994873,0.01726103202,673.994873,0.01779074594,
673.5596924,0.01809179038,673.5596924,0.0177929569,673.5596924,0.01758222282,673.5596924,0.01729243994,673.5596924,0.01775115728,
672.979248,0.01812255755,672.979248,0.01782925799,672.979248,0.01743277907,672.979248,0.01781180874,672.979248,0.01760572754,
672.5438843,0.01803698204,672.5438843,0.01782254316,672.5438843,0.01761462353,672.5438843,0.01762071624,672.5438843,0.01799731888,
671.9633179,0.01798817143,671.9633179,0.0179062672,671.9633179,0.01762745529,671.9633179,0.01778767072,671.9633179,0.01823236234,
671.527832,0.0181801822,671.527832,0.01787365414,671.527832,0.0179992076,671.527832,0.01784727536,671.527832,0.01797206514,
670.9470825,0.01818717271,670.9470825,0.01810876466,670.9470825,0.01801542379,670.9470825,0.01806197129,670.9470825,0.01813140884,
670.5114746,0.01839723065,670.5114746,0.01805730164,670.5114746,0.01830498688,670.5114746,0.0177154839,670.5114746,0.01842348091,
669.930542,0.01863756962,669.930542,0.01838197187,669.930542,0.01840025373,669.930542,0.01828692295,669.930542,0.01918279007,
669.494751,0.01924155839,669.494751,0.0185482204,669.494751,0.01869731769,669.494751,0.01844044216,669.494751,0.01856610551,
669.0588989,0.01834492199,669.0588989,0.01819281466,669.0588989,0.0179188922,669.0588989,0.0176095292,669.0588989,0.01796623692,
668.4777222,0.0183781106,668.4777222,0.01778230444,668.4777222,0.01784177311,668.4777222,0.01786521263,668.4777222,0.01788528077,
668.041748,0.01817124709,668.041748,0.01740607619,668.041748,0.01764929295,668.041748,0.01746888831,668.041748,0.01775563508,
667.4603882,0.0173994489,667.4603882,0.01712809876,667.4603882,0.01685115881,667.4603882,0.01692901738,667.4603882,0.01714315079,
667.024292,0.01714568213,667.024292,0.0167834051,667.024292,0.01680904627,667.024292,0.01699157245,667.024292,0.01730200276,
666.442749,0.01700363122,666.442749,0.01621439494,666.442749,0.01661893353,666.442749,0.01631828956,666.442749,0.0165553838,
666.0064697,0.01704993472,666.0064697,0.01618309133,666.0064697,0.01626865007,666.0064697,0.01622648723,666.0064697,0.01673349738,
665.5701904,0.01687860861,665.5701904,0.01620969176,665.5701904,0.0163347926,665.5701904,0.01621904224,665.5701904,0.01647743024,
664.9884033,0.01634750515,664.9884033,0.016327722,664.9884033,0.0159568619,664.9884033,0.01592012495,664.9884033,0.01632508822,
664.5519409,0.01632264256,664.5519409,0.01595079154,664.5519409,0.01577737369,664.5519409,0.01585431583,664.5519409,0.01599260606,
663.9699707,0.01631108671,663.9699707,0.01597842574,663.9699707,0.01584481075,663.9699707,0.01578156278,663.9699707,0.01563622616,
663.5333862,0.01632030495,663.5333862,0.01581791043,663.5333862,0.01557794493,663.5333862,0.01564446464,663.5333862,0.01573013142,
662.9512329,0.01629066095,662.9512329,0.01562334597,662.9512329,0.01562219206,662.9512329,0.01549949776,662.9512329,0.01562189683,
662.5145264,0.01589979976,662.5145264,0.01545858849,662.5145264,0.0154917175,662.5145264,0.01536082663,662.5145264,0.01576559059,
661.9321899,0.01600657217,661.9321899,0.01536975708,661.9321899,0.01560534071,661.9321899,0.01539405528,661.9321899,0.01599701121,
661.4953613,0.01598379761,661.4953613,0.01556227542,661.4953613,0.0152620133,661.4953613,0.01558357943,661.4953613,0.01567446813,
661.0584717,0.01575643755,661.0584717,0.01545169484,661.0584717,0.01530982181,661.0584717,0.01557163987,661.0584717,0.01550596207,
660.4758911,0.01559004653,660.4758911,0.01553893369,660.4758911,0.0156441424,660.4758911,0.01527732331,660.4758911,0.0154881496,
660.0388794,0.01582480967,660.0388794,0.01518080849,660.0388794,0.01539201662,660.0388794,0.01508278679,660.0388794,0.01531102881,
659.4560547,0.01576999202,659.4560547,0.01525775064,659.4560547,0.01543761324,659.4560547,0.01530604064,659.4560547,0.01533210557,
659.0189209,0.01564612798,659.0189209,0.01524311211,659.0189209,0.01513829455,659.0189209,0.0150962146,659.0189209,0.01534723025,
658.4359741,0.01559093129,658.4359741,0.01500839461,658.4359741,0.01525898371,658.4359741,0.01491118874,658.4359741,0.01552412473,
657.9986572,0.01550590899,657.9986572,0.01512679551,657.9986572,0.01520380937,657.9986572,0.01512038987,657.9986572,0.01519206725,
657.5613403,0.01542224362,657.5613403,0.0150865661,657.5613403,0.01513888407,657.5613403,0.01486398652,657.5613403,0.01507370174,
656.9781494,0.01549941674,656.9781494,0.01533384807,656.9781494,0.01510186959,656.9781494,0.01489192713,656.9781494,0.01503304765,
656.5406494,0.01541966945,656.5406494,0.01527574193,656.5406494,0.01500389259,656.5406494,0.01481028181,656.5406494,0.01518037915,
655.9572754,0.01575512253,655.9572754,0.01524761599,655.9572754,0.01488147955,655.9572754,0.01504108682,655.9572754,0.01517097,
655.5196533,0.01556176599,655.5196533,0.01509667002,655.5196533,0.01492568199,655.5196533,0.01461121533,655.5196533,0.01523313858,
654.9360962,0.01510170847,654.9360962,0.0154024763,654.9360962,0.01489047986,654.9360962,0.01462701056,654.9360962,0.01517836843,
654.4983521,0.01538281795,654.4983521,0.01506375894,654.4983521,0.01500466932,654.4983521,0.01489827596,654.4983521,0.01501688827,
654.0605469,0.01538150385,654.0605469,0.0150968302,654.0605469,0.01502685715,654.0605469,0.01488672942,654.0605469,0.01523595303,
653.4767456,0.01521678455,653.4767456,0.0150790615,653.4767456,0.01514805108,653.4767456,0.01479581837,653.4767456,0.01505043916,
653.0388184,0.01530113351,653.0388184,0.01531175245,653.0388184,0.01502699126,653.0388184,0.01477546431,653.0388184,0.01512009464,
652.4547729,0.01544391643,652.4547729,0.01502476726,652.4547729,0.01485603116,652.4547729,0.01489340048,652.4547729,0.01494765189,
652.0167236,0.0153141655,652.0167236,0.01540210098,652.0167236,0.01496228017,652.0167236,0.01474003308,652.0167236,0.01509181876,
651.4325562,0.0152538633,651.4325562,0.0148835415,651.4325562,0.01523734722,651.4325562,0.01481004059,651.4325562,0.01490111556,
650.9943848,0.01527568791,650.9943848,0.01528812945,650.9943848,0.01505175233,650.9943848,0.01449512225,650.9943848,0.01527649257,
650.5560913,0.01533529628,650.5560913,0.01520075276,650.5560913,0.0150467949,650.5560913,0.01481855754,650.5560913,0.01491702907,
649.9716797,0.01586089283,649.9716797,0.01552525163,649.9716797,0.01526957471,649.9716797,0.01561237127,649.9716797,0.01531043835,
649.5333252,0.01573391631,649.5333252,0.0154271787,649.5333252,0.01555183902,649.5333252,0.01522496156,649.5333252,0.01553472225,
648.9487305,0.01539102476,648.9487305,0.01495097391,648.9487305,0.01503765676,648.9487305,0.01472642925,648.9487305,0.01511186641,
648.5101929,0.01533331256,648.5101929,0.0149607528,648.5101929,0.01523825899,648.5101929,0.01465579215,648.5101929,0.01509691123,
648.0716553,0.01586067863,648.0716553,0.01550507732,648.0716553,0.01533167623,648.0716553,0.01523935795,648.0716553,0.01568608917,
647.4868164,0.01527869049,647.4868164,0.01498987805,647.4868164,0.01481879875,647.4868164,0.01439059246,647.4868164,0.01522303093,
647.0480957,0.01522839256,647.0480957,0.01469475124,647.0480957,0.0146572385,647.0480957,0.01485289726,647.0480957,0.01502900105,
646.4630737,0.01559949107,646.4630737,0.01479032822,646.4630737,0.01498050056,646.4630737,0.01475575287,646.4630737,0.01475050393,
646.024231,0.01515968516,646.024231,0.01479343511,646.024231,0.01488121133,646.024231,0.01474402286,646.024231,0.01463715825,
645.4390259,0.01515821088,645.4390259,0.01493181754,645.4390259,0.01466283388,645.4390259,0.01484987047,645.4390259,0.01481175516,
645.000061,0.01520825922,645.000061,0.0148661295,645.000061,0.01478041895,645.000061,0.01492761169,645.000061,0.01485487912,
644.5610352,0.01524815243,644.5610352,0.01522228029,644.5610352,0.01495775208,644.5610352,0.01473159716,644.5610352,0.01464800164,
643.9755859,0.01572524756,643.9755859,0.0155073572,643.9755859,0.01553802192,643.9755859,0.01549523231,643.9755859,0.01536554657,
643.536438,0.01570307836,643.536438,0.01559294388,643.536438,0.01553708315,643.536438,0.01526372973,643.536438,0.01523938496,
642.9508667,0.01511725411,642.9508667,0.0149509199,642.9508667,0.01483462937,642.9508667,0.01498296577,642.9508667,0.01487513073,
642.5115356,0.01490376797,642.5115356,0.01479766704,642.5115356,0.01496860385,642.5115356,0.01485530753,642.5115356,0.01500943955,
642.0722046,0.01552117337,642.0722046,0.015077346,642.0722046,0.01465702429,642.0722046,0.01469025295,642.0722046,0.0147203505,
641.4863892,0.0151621243,641.4863892,0.0150708342,641.4863892,0.01502666995,641.4863892,0.01485552173,641.4863892,0.01478874777,
641.046875,0.01527785975,641.046875,0.01456318982,641.046875,0.01494167652,641.046875,0.01478400733,641.046875,0.01479852386,
640.4608765,0.01521729399,640.4608765,0.01487700548,640.4608765,0.01503052842,640.4608765,0.01483379863,640.4608765,0.01465881802,
640.0212402,0.01521051116,640.0212402,0.01478730142,640.0212402,0.01496193185,640.0212402,0.01475786883,640.0212402,0.01479137223,
639.4350586,0.01530920528,639.4350586,0.01485289726,639.4350586,0.01513931341,639.4350586,0.01470910385,639.4350586,0.01459424291,
638.9953003,0.01515941694,638.9953003,0.01491108164,638.9953003,0.01517410669,638.9953003,0.01455821097,638.9953003,0.0149018392,
638.555542,0.01513615064,638.555542,0.01483213808,638.555542,0.01469866093,638.555542,0.014736766,638.555542,0.01458835322,
637.9691162,0.01527651865,637.9691162,0.01492694113,637.9691162,0.01479705051,637.9691162,0.01484713797,637.9691162,0.01494250726,
637.5291748,0.01511746831,637.5291748,0.01490092836,637.5291748,0.0147866318,637.5291748,0.01476360019,637.5291748,0.01494264137,
636.9425659,0.01537600532,636.9425659,0.01479490753,636.9425659,0.01487338915,636.9425659,0.01482051332,636.9425659,0.01480195206,
636.5025024,0.01507831085,636.5025024,0.01471475419,636.5025024,0.01492241398,636.5025024,0.01471778005,636.5025024,0.01466382481,
636.062439,0.01506994944,636.062439,0.01482450403,636.062439,0.01491868962,636.062439,0.01444817986,636.062439,0.01461665053,
635.4755249,0.01521643624,635.4755249,0.01489613298,635.4755249,0.01503470913,635.4755249,0.01462117489,635.4755249,0.01466264669,
635.0353394,0.01525002904,635.0353394,0.0150944991,635.0353394,0.01513590943,635.0353394,0.01460877899,635.0353394,0.01483390573,
634.4483032,0.01511296537,634.4483032,0.01496067271,634.4483032,0.0148770595,634.4483032,0.01476783119,634.4483032,0.01465648878,
634.0079346,0.01523093972,634.0079346,0.01488694455,634.0079346,0.01495946757,634.0079346,0.01495914534,634.0079346,0.0145791173,
633.5675049,0.01534993853,633.5675049,0.01490837522,633.5675049,0.01497176569,633.5675049,0.01497495361,633.5675049,0.01468307618,
632.9802246,0.01524713356,632.9802246,0.01505721919,632.9802246,0.0149207525,632.9802246,0.01491925213,632.9802246,0.01493875682,
632.5397339,0.01510342397,632.5397339,0.01508798636,632.5397339,0.01496597752,632.5397339,0.01491228677,632.5397339,0.01458639838,
631.9522705,0.01529839914,631.9522705,0.01485378109,631.9522705,0.01511950511,631.9522705,0.01481633447,631.9522705,0.01495472435,
631.5115967,0.01515459176,631.5115967,0.01485753153,631.5115967,0.0152665982,631.5115967,0.01495287567,631.5115967,0.01472610794,
631.0708618,0.01517426781,631.0708618,0.01506992243,631.0708618,0.01490714308,631.0708618,0.01466090605,631.0708618,0.01497388165,
630.4831543,0.0153168207,630.4831543,0.01495544799,630.4831543,0.01502728555,630.4831543,0.01490470581,630.4831543,0.01496136934,
630.0422974,0.0152740255,630.0422974,0.01477725804,630.0422974,0.01492461096,630.0422974,0.01495544799,630.0422974,0.015006545,
629.4544678,0.01544241421,629.4544678,0.01495566219,629.4544678,0.01495247427,629.4544678,0.01475786883,629.4544678,0.01487839874,
629.0134888,0.01551921479,629.0134888,0.0148805948,629.0134888,0.01487429999,629.0134888,0.01479600649,629.0134888,0.0149022406,
628.5724487,0.01529008616,628.5724487,0.01503165346,628.5724487,0.01486529969,628.5724487,0.01495057158,628.5724487,0.014647278,
627.984314,0.0154112475,627.984314,0.01486709435,627.984314,0.01501683518,627.984314,0.0147893643,627.984314,0.01507619396,
627.5432129,0.01518625021,627.5432129,0.01511170529,627.5432129,0.01515169721,627.5432129,0.01470342651,627.5432129,0.01484041475,
626.954895,0.0154818194,626.954895,0.01504159626,626.954895,0.01496664807,626.954895,0.0148603972,626.954895,0.01488962304,
626.5136108,0.01548283827,626.5136108,0.01511141099,626.5136108,0.01538700145,626.5136108,0.01498910133,626.5136108,0.01520388946,
626.0722656,0.01541687921,626.0722656,0.01531692781,626.0722656,0.01513105724,626.0722656,0.0151569508,626.0722656,0.01495156344,
625.4837646,0.01559385657,625.4837646,0.01527110301,625.4837646,0.01519651711,625.4837646,0.01481946837,625.4837646,0.01523606014,
625.0422974,0.01541942731,625.0422974,0.01534607727,625.0422974,0.01513151359,625.0422974,0.01505577285,625.0422974,0.01495027728,
624.4536133,0.01550429966,624.4536133,0.01523965318,624.4536133,0.0151570309,624.4536133,0.01493964065,624.4536133,0.01536337379,
624.0120239,0.01564524323,624.0120239,0.01537066884,624.0120239,0.0151569508,624.0120239,0.0152481785,624.0120239,0.01511175931,
623.5703735,0.01553882658,623.5703735,0.01512317732,623.5703735,0.01525769662,623.5703735,0.01518528536,623.5703735,0.0150063578,
622.9814453,0.01592466421,622.9814453,0.01529984642,622.9814453,0.01535436325,622.9814453,0.0149949966,622.9814453,0.01508616377,
622.5396729,0.01560780965,622.5396729,0.01546695828,622.5396729,0.01535388082,622.5396729,0.01509736665,622.5396729,0.01509985887,
621.9505615,0.01536149718,621.9505615,0.01517072879,621.9505615,0.01534417272,621.9505615,0.01527426671,621.9505615,0.01537976041,
621.508667,0.01545402873,621.508667,0.01530443225,621.508667,0.01520456001,621.508667,0.01510280743,621.508667,0.01517080981,
621.0667114,0.01542911027,621.0667114,0.01524533704,621.0667114,0.01568418369,621.0667114,0.01498253644,621.0667114,0.01502551697,
620.477417,0.0155400075,620.477417,0.01502725948,620.477417,0.01537198294,620.477417,0.01521421038,620.477417,0.01510776579,
620.0353394,0.01541773789,620.0353394,0.01525820605,620.0353394,0.01529641449,620.0353394,0.01510889176,620.0353394,0.01532730553,
619.4458008,0.01547481772,619.4458008,0.01507147681,619.4458008,0.01532389969,619.4458008,0.01508340333,619.4458008,0.01503256522,
619.0036011,0.01547071338,619.0036011,0.01505772863,619.0036011,0.01529075671,619.0036011,0.01486446895,619.0036011,0.01518284529,
618.5613403,0.01530266274,618.5613403,0.01528552826,618.5613403,0.01544442587,618.5613403,0.01503714733,618.5613403,0.01493479125,
617.9716187,0.015304083,617.9716187,0.01485750452,617.9716187,0.01531773247,617.9716187,0.01472367067,617.9716187,0.01498950366,
617.5292358,0.01554607041,617.5292358,0.01499175373,617.5292358,0.01525858138,617.5292358,0.01491839532,617.5292358,0.0150947934,
616.9393311,0.01511580683,616.9393311,0.01471989509,616.9393311,0.01502597239,616.9393311,0.01484389696,616.9393311,0.01503369026,
616.4968262,0.01557169296,616.4968262,0.01489473972,616.4968262,0.01497688331,616.4968262,0.01472000219,616.4968262,0.01466875151,
616.0542603,0.01526646409,616.0542603,0.0148576647,616.0542603,0.01497412287,616.0542603,0.01490859035,616.0542603,0.01488726586,
615.4641113,0.01498041954,615.4641113,0.01489155181,615.4641113,0.0149582075,615.4641113,0.01475508325,615.4641113,0.01485029887,
615.0214233,0.01531615015,615.0214233,0.0148032913,615.0214233,0.01504655369,615.0214233,0.01456155721,615.0214233,0.01481196936,
614.4310913,0.01488107722,614.4310913,0.01465501636,614.4310913,0.01482273638,614.4310913,0.01489763334,614.4310913,0.01472594682,
613.9882813,0.01503679901,613.9882813,0.0148995081,613.9882813,0.01484874543,613.9882813,0.0145415077,613.9882813,0.01451115403,
613.5454712,0.0150654735,613.5454712,0.01466141548,613.5454712,0.0149481874,613.5454712,0.01447373815,613.5454712,0.01464460138,
612.954895,0.01522278972,612.954895,0.01464668941,612.954895,0.01479022112,612.954895,0.01464436017,612.954895,0.01465413254,
612.5119019,0.01488855109,612.5119019,0.01474688854,612.5119019,0.01486216486,612.5119019,0.01473834552,612.5119019,0.01473869383,
612.0689087,0.01502425782,612.0689087,0.01468770858,612.0689087,0.01462591346,612.0689087,0.01470556948,612.0689087,0.01480832603,
611.4780884,0.01487601455,611.4780884,0.01464936696,611.4780884,0.01498647593,611.4780884,0.01458645239,611.4780884,0.01458843332,
611.0349121,0.01488279179,611.0349121,0.01451292075,611.0349121,0.01477519609,611.0349121,0.0142540941,611.0349121,0.01446894743,
610.4439697,0.01487462129,610.4439697,0.01492696814,610.4439697,0.01471628062,610.4439697,0.01428434905,610.4439697,0.01444437914,
610.0006714,0.01498601958,610.0006714,0.01467705239,610.0006714,0.01505689789,610.0006714,0.01491563581,610.0006714,0.014601578,
609.557373,0.01493021008,609.557373,0.01460288931,609.557373,0.014728304,609.557373,0.01453157701,609.557373,0.01438997686,
608.9661865,0.01497412287,608.9661865,0.01460679807,608.9661865,0.0150196217,608.9661865,0.01430687495,608.9661865,0.01453160401,
608.5227051,0.01471761893,608.5227051,0.01451404486,608.5227051,0.01473100856,608.5227051,0.01441507693,608.5227051,0.01436974853,
607.9313354,0.01479182765,607.9313354,0.01439391077,607.9313354,0.01470077597,607.9313354,0.01440148335,607.9313354,0.01451565139,
607.487793,0.01476892922,607.487793,0.01442350633,607.487793,0.01495145634,607.487793,0.0142554855,607.487793,0.01428838819,
607.0441284,0.01464010309,607.0441284,0.01446236391,607.0441284,0.01475711912,607.0441284,0.01413373742,607.0441284,0.01433523372,
606.4525757,0.01474003308,606.4525757,0.01444737706,606.4525757,0.01468770858,606.4525757,0.0140730096,606.4525757,0.01409330498,
606.0087891,0.01486307569,606.0087891,0.0143230604,606.0087891,0.01471462008,606.0087891,0.01421177853,606.0087891,0.01437863149,
605.5650024,0.01462519076,605.5650024,0.01421105582,605.5650024,0.01447039284,605.5650024,0.0142788915,605.5650024,0.01440116204,
604.9731445,0.01467624865,604.9731445,0.01434796862,604.9731445,0.01458543539,604.9731445,0.01440557744,604.9731445,0.01450574771,
604.5292358,0.01471322775,604.5292358,0.01415336691,604.5292358,0.01460098848,604.5292358,0.01424636319,604.5292358,0.01441764552,
603.9372559,0.01475382503,603.9372559,0.01441071462,603.9372559,0.01487178169,603.9372559,0.01448198128,603.9372559,0.01450087689,
603.4932251,0.01466385182,603.4932251,0.01432070602,603.4932251,0.01464556437,603.4932251,0.01437081862,603.4932251,0.0144615341,
603.0490723,0.01456685737,603.0490723,0.01447973307,603.0490723,0.01460864488,603.0490723,0.01440828014,603.0490723,0.01421151124,
602.4568481,0.01454239059,602.4568481,0.0142631894,602.4568481,0.0145515725,602.4568481,0.01411696989,602.4568481,0.01423751004,
602.0126343,0.01459022705,602.0126343,0.01413231995,602.0126343,0.01449988596,602.0126343,0.0140891606,602.0126343,0.01420214958,
601.5683594,0.01455004606,601.5683594,0.01404145919,601.5683594,0.01448366698,601.5683594,0.0140523687,601.5683594,0.01395192835,
