mbg_3_146_7uM,,mbg_3_146_15uM,,mbg_3_146_31uM,,mbg_3_146_62uM,,mbg_3_146_125uM,,mbg_3_146_250uM,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
715.4990234,-0.018870423,715.4990234,-0.018339148,715.4990234,-0.018425299,715.4990234,-0.018644372,715.4990234,-0.017860886,715.4990234,-0.017937494
715.0695801,-0.018730909,715.0695801,-0.018201498,715.0695801,-0.018116394,715.0695801,-0.018406641,715.0695801,-0.017660009,715.0695801,-0.017583847
714.4968872,-0.018146237,714.4968872,-0.017906444,714.4968872,-0.017904954,714.4968872,-0.018166594,714.4968872,-0.017249417,714.4968872,-0.017320612
714.0673218,-0.017947081,714.0673218,-0.017846575,714.0673218,-0.017862773,714.0673218,-0.017986871,714.0673218,-0.017062694,714.0673218,-0.017023267
713.4944458,-0.01781716,713.4944458,-0.017400103,713.4944458,-0.017453916,713.4944458,-0.017424872,713.4944458,-0.016602606,713.4944458,-0.016835749
713.0646973,-0.017608607,713.0646973,-0.017424921,713.0646973,-0.017018987,713.0646973,-0.017231604,713.0646973,-0.016323617,713.0646973,-0.016684022
712.4916382,-0.017083202,712.4916382,-0.016770899,712.4916382,-0.016775085,712.4916382,-0.01696223,712.4916382,-0.015969003,712.4916382,-0.01615111
712.0617676,-0.016933253,712.0617676,-0.016320176,712.0617676,-0.016373029,712.0617676,-0.016818617,712.0617676,-0.015706534,712.0617676,-0.015739989
711.4884644,-0.016401395,711.4884644,-0.015937114,711.4884644,-0.015970351,711.4884644,-0.016010869,711.4884644,-0.01518967,711.4884644,-0.015444856
711.0584717,-0.016061414,711.0584717,-0.01569495,711.0584717,-0.015966458,711.0584717,-0.016018305,711.0584717,-0.01474591,711.0584717,-0.015028264
710.4849854,-0.015615896,710.4849854,-0.015156223,710.4849854,-0.015052219,710.4849854,-0.015336723,710.4849854,-0.014408736,710.4849854,-0.014332954
710.0548096,-0.014981652,710.0548096,-0.014651218,710.0548096,-0.014378134,710.0548096,-0.014805458,710.0548096,-0.013946479,710.0548096,-0.014044233
709.4812012,-0.014500627,709.4812012,-0.014472686,709.4812012,-0.014250796,709.4812012,-0.014292378,709.4812012,-0.013210312,709.4812012,-0.013657099
709.0508423,-0.014002577,709.0508423,-0.013887114,709.0508423,-0.013817761,709.0508423,-0.013959314,709.0508423,-0.01299034,709.0508423,-0.013107699
708.4770508,-0.013718201,708.4770508,-0.013291864,708.4770508,-0.013234268,708.4770508,-0.013477004,708.4770508,-0.012624946,708.4770508,-0.012776037
708.0465698,-0.012626053,708.0465698,-0.012601561,708.0465698,-0.012490856,708.0465698,-0.012633646,708.0465698,-0.011521874,708.0465698,-0.011573498
707.4725342,-0.012355818,707.4725342,-0.012168639,707.4725342,-0.01223282,707.4725342,-0.012055507,707.4725342,-0.011336605,707.4725342,-0.011591544
707.0419312,-0.011961385,707.0419312,-0.011534126,707.0419312,-0.011467623,707.0419312,-0.011381492,707.0419312,-0.010618632,707.0419312,-0.010751382
706.4677124,-0.010942354,706.4677124,-0.010621764,706.4677124,-0.010767493,706.4677124,-0.010860967,706.4677124,-0.009532074,706.4677124,-0.010111404
706.0369873,-0.010441973,706.0369873,-0.010138665,706.0369873,-0.010250225,706.0369873,-0.010057229,706.0369873,-0.009223568,706.0369873,-0.009410147
705.4625854,-0.009621205,705.4625854,-0.00921409,705.4625854,-0.009241509,705.4625854,-0.009336781,705.4625854,-0.00853321,705.4625854,-0.008736982
705.0316772,-0.009406447,705.0316772,-0.009021646,705.0316772,-0.009122543,705.0316772,-0.009169231,705.0316772,-0.008128326,705.0316772,-0.008362404
704.4570923,-0.00826255,704.4570923,-0.007970221,704.4570923,-0.00788192,704.4570923,-0.008367026,704.4570923,-0.007610955,704.4570923,-0.007559265
704.026062,-0.007871039,704.026062,-0.00748859,704.026062,-0.007425943,704.026062,-0.007645496,704.026062,-0.006842966,704.026062,-0.007021502
703.4512329,-0.007252563,703.4512329,-0.006852547,703.4512329,-0.006687248,703.4512329,-0.006336663,703.4512329,-0.006062793,703.4512329,-0.006047527
703.0200806,-0.006589098,703.0200806,-0.006272473,703.0200806,-0.006361255,703.0200806,-0.006161725,703.0200806,-0.005469597,703.0200806,-0.005522712
702.4451294,-0.005968282,702.4451294,-0.005692543,702.4451294,-0.005490302,702.4451294,-0.005419698,702.4451294,-0.00490175,702.4451294,-0.004858236
702.0137939,-0.005407835,702.0137939,-0.004934664,702.0137939,-0.004826442,702.0137939,-0.00500888,702.0137939,-0.004202842,702.0137939,-0.004125207
701.4385986,-0.004694685,701.4385986,-0.004161565,701.4385986,-0.004036377,701.4385986,-0.003988056,701.4385986,-0.003305401,701.4385986,-0.003471017
701.0071411,-0.003931419,701.0071411,-0.003478412,701.0071411,-0.003523401,701.0071411,-0.003522065,701.0071411,-0.002904971,701.0071411,-0.002874165
700.4318237,-0.003683748,700.4318237,-0.003178013,700.4318237,-0.003118083,700.4318237,-0.00335873,700.4318237,-0.002597176,700.4318237,-0.002092955
700.0001831,-0.002838574,700.0001831,-0.002093367,700.0001831,-0.002272115,700.0001831,-0.002500877,700.0001831,-0.001935987,700.0001831,-0.001639521
699.5685425,-0.002122683,699.5685425,-0.001775096,699.5685425,-0.001556526,699.5685425,-0.002007573,699.5685425,-0.001483731,699.5685425,-0.001240856
698.9929199,-0.001377019,698.9929199,-0.000993299,698.9929199,-0.000968607,698.9929199,-0.001030126,698.9929199,-0.000421374,698.9929199,-0.000442321
698.5611572,-0.000954763,698.5611572,-0.000467301,698.5611572,-0.000390185,698.5611572,-0.000499984,698.5611572,-0.000147628,698.5611572,0.000476952
697.9852905,-0.000373219,697.9852905,-1.33E-05,697.9852905,0.000261657,697.9852905,0.000101511,697.9852905,0.000683643,697.9852905,0.000978374
697.5533447,0.000343798,697.5533447,0.001186056,697.5533447,0.000986676,697.5533447,0.000824033,697.5533447,0.000911287,697.5533447,0.001453935
696.977356,0.001175726,696.977356,0.001332789,696.977356,0.00142747,696.977356,0.001469805,696.977356,0.001407187,696.977356,0.002102362
696.5452881,0.001620296,696.5452881,0.002314199,696.5452881,0.002336711,696.5452881,0.002089902,696.5452881,0.002115368,696.5452881,0.002840052
695.9690552,0.002485603,695.9690552,0.003160944,695.9690552,0.003098863,695.9690552,0.003154529,695.9690552,0.00298002,695.9690552,0.003907331
695.5368652,0.00315818,695.5368652,0.003948603,695.5368652,0.00367832,695.5368652,0.003535882,695.5368652,0.003599617,695.5368652,0.004591297
694.9605103,0.003394848,694.9605103,0.003612511,694.9605103,0.00367819,694.9605103,0.003351829,694.9605103,0.003614286,694.9605103,0.004484913
694.5281372,0.003764192,694.5281372,0.004131472,694.5281372,0.004011432,694.5281372,0.004007696,694.5281372,0.00374876,694.5281372,0.004529221
693.9515381,0.004673372,693.9515381,0.00482859,693.9515381,0.005138146,693.9515381,0.004658275,693.9515381,0.004714089,693.9515381,0.00550022
693.519043,0.00494582,693.519043,0.005195672,693.519043,0.005150615,693.519043,0.004958387,693.519043,0.004795951,693.519043,0.005474477
692.9422607,0.005178618,692.9422607,0.005730745,692.9422607,0.005558895,692.9422607,0.005387428,692.9422607,0.005324924,692.9422607,0.00638893
692.5096436,0.00652035,692.5096436,0.00648246,692.5096436,0.006706935,692.5096436,0.006630205,692.5096436,0.006439817,692.5096436,0.007047903
691.9326782,0.006372564,691.9326782,0.006917717,691.9326782,0.006329591,691.9326782,0.006604315,691.9326782,0.006631834,691.9326782,0.007044299
691.499939,0.006405953,691.499939,0.006870693,691.499939,0.007132154,691.499939,0.006668818,691.499939,0.006552384,691.499939,0.007648649
691.0670776,0.006992683,691.0670776,0.007149891,691.0670776,0.007595222,691.0670776,0.007074845,691.0670776,0.007126865,691.0670776,0.007861233
690.4898682,0.007274751,690.4898682,0.007488205,690.4898682,0.007842782,690.4898682,0.007212053,690.4898682,0.007277725,690.4898682,0.008240359
690.0568848,0.007442146,690.0568848,0.007934886,690.0568848,0.008063399,690.0568848,0.00784041,690.0568848,0.007499346,690.0568848,0.008427922
689.4794922,0.007825887,689.4794922,0.008149615,689.4794922,0.00832054,689.4794922,0.008446766,689.4794922,0.008212078,689.4794922,0.009194608
689.0463867,0.008191318,689.0463867,0.008394667,689.0463867,0.008607881,689.0463867,0.008382712,689.0463867,0.008284815,689.0463867,0.008998786
688.468811,0.008332784,688.468811,0.008972993,688.468811,0.009238263,688.468811,0.009331033,688.468811,0.008968447,688.468811,0.00974975
688.0355225,0.008828755,688.0355225,0.009241726,688.0355225,0.009241013,688.0355225,0.009091399,688.0355225,0.009141018,688.0355225,0.009791899
687.4577637,0.009237548,687.4577637,0.009538198,687.4577637,0.009580933,687.4577637,0.009544945,687.4577637,0.00938015,687.4577637,0.010286147
687.024353,0.009256878,687.024353,0.009870328,687.024353,0.010115373,687.024353,0.009866011,687.024353,0.01000368,687.024353,0.010469371
686.4464111,0.010463776,686.4464111,0.010708281,686.4464111,0.010908352,686.4464111,0.010619141,686.4464111,0.010529888,686.4464111,0.011437891
686.0128784,0.010469371,686.0128784,0.010921253,686.0128784,0.011123867,686.0128784,0.011024446,686.0128784,0.010669227,686.0128784,0.011745652
685.4347534,0.010674029,685.4347534,0.01121388,685.4347534,0.011140731,685.4347534,0.010846535,685.4347534,0.011017783,685.4347534,0.012032953
685.0010376,0.010751397,685.0010376,0.010822198,685.0010376,0.010983931,685.0010376,0.010739908,685.0010376,0.010919369,685.0010376,0.011771291
684.5673218,0.010630203,684.5673218,0.010781409,684.5673218,0.011383651,684.5673218,0.010913635,684.5673218,0.010846296,684.5673218,0.012065529
683.9888916,0.010964657,683.9888916,0.0109684,683.9888916,0.011338531,683.9888916,0.011221875,683.9888916,0.010991312,683.9888916,0.01193854
683.5550537,0.011127213,683.5550537,0.011038147,683.5550537,0.011455379,683.5550537,0.011448681,683.5550537,0.011341694,683.5550537,0.011948784
682.9764404,0.011186786,682.9764404,0.011567632,682.9764404,0.011818584,682.9764404,0.011711186,682.9764404,0.011443445,682.9764404,0.012264763
682.5424194,0.011400392,682.5424194,0.011800017,682.5424194,0.011938913,682.5424194,0.011582785,682.5424194,0.011487113,682.5424194,0.012324466
681.9636841,0.011785441,681.9636841,0.011854123,681.9636841,0.012345186,681.9636841,0.012052542,681.9636841,0.01202811,681.9636841,0.012734992
681.529541,0.011704538,681.529541,0.012328141,681.529541,0.012407962,681.529541,0.012069043,681.529541,0.012211512,681.529541,0.012994568
680.9505615,0.011966665,680.9505615,0.012210207,680.9505615,0.012500613,680.9505615,0.012421228,680.9505615,0.012064066,680.9505615,0.013376576
680.5162354,0.012339726,680.5162354,0.012350379,680.5162354,0.012633577,680.5162354,0.012562773,680.5162354,0.012571567,680.5162354,0.013171601
679.9371338,0.012485614,679.9371338,0.012504583,679.9371338,0.012783215,679.9371338,0.012797878,679.9371338,0.01263339,679.9371338,0.01347026
679.5026855,0.012576549,679.5026855,0.012834565,679.5026855,0.012996329,679.5026855,0.012627793,679.5026855,0.012479194,679.5026855,0.013285713
679.0682373,0.012643997,679.0682373,0.012710602,679.0682373,0.013078887,679.0682373,0.012847469,679.0682373,0.012685867,679.0682373,0.013715876
678.4888306,0.012690025,678.4888306,0.013378444,678.4888306,0.013069604,678.4888306,0.013242771,678.4888306,0.013267778,678.4888306,0.013807444
678.0541992,0.013049063,678.0541992,0.01293576,678.0541992,0.012813635,678.0541992,0.013217338,678.0541992,0.012804037,678.0541992,0.014217529
677.4746094,0.012521261,677.4746094,0.013287474,677.4746094,0.013209012,677.4746094,0.013130191,677.4746094,0.013111888,677.4746094,0.014179255
677.039856,0.012734672,677.039856,0.01337452,677.039856,0.013595883,677.039856,0.013053011,677.039856,0.013248482,677.039856,0.01421357
676.460083,0.013317022,676.460083,0.013396437,676.460083,0.013498752,676.460083,0.013335092,676.460083,0.013255527,676.460083,0.014421231
676.0252075,0.013280055,676.0252075,0.013432854,676.0252075,0.013692607,676.0252075,0.013360318,676.0252075,0.013406769,676.0252075,0.014461694
675.4452515,0.014183053,675.4452515,0.014193216,675.4452515,0.014648939,675.4452515,0.01390026,675.4452515,0.013713178,675.4452515,0.015085627
675.0101929,0.013863217,675.0101929,0.01441232,675.0101929,0.014469456,675.0101929,0.014038519,675.0101929,0.014403811,675.0101929,0.015302179
674.4300537,0.013612763,674.4300537,0.01390582,674.4300537,0.013853435,674.4300537,0.013783716,674.4300537,0.013750796,674.4300537,0.014403624
673.994873,0.013536459,673.994873,0.013886816,673.994873,0.013984007,673.994873,0.013898923,673.994873,0.013607528,673.994873,0.01498811
673.5596924,0.013538996,673.5596924,0.013595616,673.5596924,0.014048357,673.5596924,0.013773508,673.5596924,0.013963209,673.5596924,0.014789417
672.979248,0.013927897,672.979248,0.013955804,672.979248,0.013962594,672.979248,0.013785986,672.979248,0.013931506,672.979248,0.014734034
672.5438843,0.013593906,672.5438843,0.014028974,672.5438843,0.014236573,672.5438843,0.01367372,672.5438843,0.014076861,672.5438843,0.015013753
671.9633179,0.013861186,671.9633179,0.014073518,671.9633179,0.014275334,671.9633179,0.014142321,671.9633179,0.013989166,671.9633179,0.014895356
671.527832,0.013806642,671.527832,0.013601038,671.527832,0.01443397,671.527832,0.013646259,671.527832,0.013890852,671.527832,0.015044142
670.9470825,0.013679036,670.9470825,0.014250456,670.9470825,0.014366966,670.9470825,0.013740857,670.9470825,0.013993096,670.9470825,0.014964799
670.5114746,0.013906327,670.5114746,0.014046807,670.5114746,0.014389361,670.5114746,0.014040899,670.5114746,0.014257625,670.5114746,0.014757359
669.930542,0.013725681,669.930542,0.01427948,669.930542,0.014320759,669.930542,0.013906809,669.930542,0.014160641,669.930542,0.015285046
669.494751,0.013867145,669.494751,0.014335261,669.494751,0.014311343,669.494751,0.013901276,669.494751,0.01418423,669.494751,0.015541456
669.0588989,0.014675874,669.0588989,0.014592475,669.0588989,0.01489265,669.0588989,0.01464843,669.0588989,0.014397362,669.0588989,0.015738936
668.4777222,0.01395543,668.4777222,0.013870433,668.4777222,0.014256662,668.4777222,0.013868455,668.4777222,0.013838549,668.4777222,0.015005929
668.041748,0.0131696,668.041748,0.013617945,668.041748,0.014001704,668.041748,0.013957809,668.041748,0.013578522,668.041748,0.014470901
667.4603882,0.012727582,667.4603882,0.013258677,667.4603882,0.01366437,667.4603882,0.013522679,667.4603882,0.013074939,667.4603882,0.013859075
667.024292,0.012840403,667.024292,0.01293216,667.024292,0.013079634,667.024292,0.012999343,667.024292,0.01319012,667.024292,0.013782272
666.442749,0.012448212,666.442749,0.012565198,666.442749,0.012886506,666.442749,0.0127327,666.442749,0.012713107,666.442749,0.013622059
666.0064697,0.012420002,666.0064697,0.012355013,666.0064697,0.0128812,666.0064697,0.012349606,666.0064697,0.012550224,666.0064697,0.01328993
665.5701904,0.012354693,665.5701904,0.012585795,665.5701904,0.012414142,665.5701904,0.01255422,665.5701904,0.012315092,665.5701904,0.013551227
664.9884033,0.012137876,664.9884033,0.011871734,664.9884033,0.012365267,664.9884033,0.01217589,664.9884033,0.012402209,664.9884033,0.013251311
664.5519409,0.012120387,664.5519409,0.01229488,664.5519409,0.012251663,664.5519409,0.012015576,664.5519409,0.011890968,664.5519409,0.013026816
663.9699707,0.011797783,663.9699707,0.011872931,663.9699707,0.012204883,663.9699707,0.012321084,663.9699707,0.011968022,663.9699707,0.012768287
663.5333862,0.011872479,663.5333862,0.011859709,663.5333862,0.012010014,663.5333862,0.01179741,663.5333862,0.011828187,663.5333862,0.012882933
662.9512329,0.012269796,662.9512329,0.011746184,662.9512329,0.01185939,662.9512329,0.011762594,662.9512329,0.011667655,662.9512329,0.012606075
662.5145264,0.011460269,662.5145264,0.011539824,662.5145264,0.011961503,662.5145264,0.01154873,662.5145264,0.01171951,662.5145264,0.012663106
661.9321899,0.011477757,661.9321899,0.011965148,661.9321899,0.012055443,661.9321899,0.011498756,661.9321899,0.011863114,661.9321899,0.012561307
661.4953613,0.011445572,661.4953613,0.011688422,661.4953613,0.01192952,661.4953613,0.011517416,661.4953613,0.011478422,661.4953613,0.012475784
661.0584717,0.011541021,661.0584717,0.011356813,661.0584717,0.011502663,661.0584717,0.011205433,661.0584717,0.011433372,661.0584717,0.012432016
660.4758911,0.011333696,660.4758911,0.011391118,660.4758911,0.011727488,660.4758911,0.011484562,660.4758911,0.011431193,660.4758911,0.012425543
660.0388794,0.011077845,660.0388794,0.011551973,660.0388794,0.011495194,660.0388794,0.011436217,660.0388794,0.011689805,660.0388794,0.01244347
659.4560547,0.011325406,659.4560547,0.011434277,659.4560547,0.011740812,659.4560547,0.011376503,659.4560547,0.011865269,659.4560547,0.012470189
659.0189209,0.01098563,659.0189209,0.011194622,659.0189209,0.01172685,659.0189209,0.011214012,659.0189209,0.01182276,659.0189209,0.012626302
658.4359741,0.011030448,658.4359741,0.011345653,658.4359741,0.011854495,658.4359741,0.011247829,658.4359741,0.011874873,658.4359741,0.012439101
657.9986572,0.01113526,657.9986572,0.011341747,657.9986572,0.011641038,657.9986572,0.011130479,657.9986572,0.011763578,657.9986572,0.012264284
657.5613403,0.01138676,657.5613403,0.011389178,657.5613403,0.011744376,657.5613403,0.011287466,657.5613403,0.012153528,657.5613403,0.012641812
656.9781494,0.011071578,656.9781494,0.011331756,656.9781494,0.011604107,656.9781494,0.011167928,656.9781494,0.012115596,656.9781494,0.012380342
656.5406494,0.010973922,656.5406494,0.011197411,656.5406494,0.011571911,656.5406494,0.011177118,656.5406494,0.012287716,656.5406494,0.012279302
655.9572754,0.01140887,655.9572754,0.011501255,655.9572754,0.011339648,655.9572754,0.011236805,655.9572754,0.011985957,655.9572754,0.012383591
655.5196533,0.011032837,655.5196533,0.011485307,655.5196533,0.01187349,655.5196533,0.011200041,655.5196533,0.012108568,655.5196533,0.012220831
654.9360962,0.01114907,654.9360962,0.01140778,654.9360962,0.011283773,654.9360962,0.011206097,654.9360962,0.012455617,654.9360962,0.012298075
654.4983521,0.011038439,654.4983521,0.011252504,654.4983521,0.011626494,654.4983521,0.011131807,654.4983521,0.012703992,654.4983521,0.01221476
654.0605469,0.011020597,654.0605469,0.011516458,654.0605469,0.011725201,654.0605469,0.01106871,654.0605469,0.012723424,654.0605469,0.012329713
653.4767456,0.011072986,653.4767456,0.011368611,653.4767456,0.011546205,653.4767456,0.011188884,653.4767456,0.012806596,653.4767456,0.012186352
653.0388184,0.011233802,653.0388184,0.011308322,653.0388184,0.011400392,653.0388184,0.011430609,653.0388184,0.01296979,653.0388184,0.012031596
652.4547729,0.011058566,652.4547729,0.011433639,652.4547729,0.011334174,652.4547729,0.011382429,652.4547729,0.012912159,652.4547729,0.012337303
652.0167236,0.011069374,652.0167236,0.011489533,652.0167236,0.011558194,652.0167236,0.011604506,652.0167236,0.013112688,652.0167236,0.012124406
651.4325562,0.011252345,651.4325562,0.011306435,651.4325562,0.011636359,651.4325562,0.011644548,651.4325562,0.013268204,651.4325562,0.012310378
650.9943848,0.011104427,650.9943848,0.011281913,650.9943848,0.011418756,650.9943848,0.011589804,650.9943848,0.013375134,650.9943848,0.012307982
650.5560913,0.011185112,650.5560913,0.011025588,650.5560913,0.011422928,650.5560913,0.011765493,650.5560913,0.013218779,650.5560913,0.012451222
649.9716797,0.010774828,649.9716797,0.011274182,649.9716797,0.011549528,649.9716797,0.011424868,649.9716797,0.013527218,649.9716797,0.012553981
649.5333252,0.011086581,649.5333252,0.011221211,649.5333252,0.011500457,649.5333252,0.011315549,649.5333252,0.013335707,649.5333252,0.012296984
648.9487305,0.011071339,648.9487305,0.011169043,648.9487305,0.011347246,648.9487305,0.01140592,648.9487305,0.013492023,648.9487305,0.012222694
648.5101929,0.011412484,648.5101929,0.011262068,648.5101929,0.011457159,648.5101929,0.011277875,648.5101929,0.013697175,648.5101929,0.012265909
648.0716553,0.012117805,648.0716553,0.011690257,648.0716553,0.011918505,648.0716553,0.011620033,648.0716553,0.014384947,648.0716553,0.012582225
647.4868164,0.010939836,647.4868164,0.011345918,647.4868164,0.011673106,647.4868164,0.011480761,647.4868164,0.013842665,647.4868164,0.012185181
647.0480957,0.011158074,647.0480957,0.011279841,647.0480957,0.011685311,647.0480957,0.011492137,647.0480957,0.014038572,647.0480957,0.012487212
646.4630737,0.011269692,646.4630737,0.01126592,646.4630737,0.011439963,646.4630737,0.011305877,646.4630737,0.014353774,646.4630737,0.011857688
646.024231,0.011162244,646.024231,0.011352747,646.024231,0.011330773,646.024231,0.011321712,646.024231,0.014341654,646.024231,0.01216037
645.4390259,0.011819355,645.4390259,0.01203785,645.4390259,0.01186777,645.4390259,0.011469837,645.4390259,0.014509602,645.4390259,0.0129875
645.000061,0.011708713,645.000061,0.01207905,645.000061,0.012040245,645.000061,0.012073594,645.000061,0.01465191,645.000061,0.012907973
644.5610352,0.011704085,644.5610352,0.01161974,644.5610352,0.012069894,644.5610352,0.012033433,644.5610352,0.014650545,644.5610352,0.012717612
643.9755859,0.010969807,643.9755859,0.011387425,643.9755859,0.011614609,643.9755859,0.011172576,643.9755859,0.013974757,643.9755859,0.012259118
643.536438,0.011316027,643.536438,0.01132955,643.536438,0.011607111,643.536438,0.011239753,643.536438,0.014713602,643.536438,0.012299513
642.9508667,0.010921917,642.9508667,0.011602299,642.9508667,0.011546311,642.9508667,0.011405495,642.9508667,0.013990877,642.9508667,0.012225649
642.5115356,0.011241134,642.5115356,0.011484589,642.5115356,0.011685179,642.5115356,0.011344882,642.5115356,0.014306018,642.5115356,0.012131007
642.0722046,0.011008357,642.0722046,0.01144302,642.0722046,0.011890703,642.0722046,0.011142511,642.0722046,0.014170001,642.0722046,0.012089777
641.4863892,0.011097841,641.4863892,0.011183014,641.4863892,0.01155192,641.4863892,0.011534774,641.4863892,0.0140155,641.4863892,0.012252196
641.046875,0.011172417,641.046875,0.011259198,641.046875,0.011686215,641.046875,0.011271366,641.046875,0.014175029,641.046875,0.012450183
640.4608765,0.010922342,640.4608765,0.011348469,640.4608765,0.011531238,640.4608765,0.011288104,640.4608765,0.013971468,640.4608765,0.012043227
640.0212402,0.011112712,640.0212402,0.011112235,640.0212402,0.011415673,640.0212402,0.011389948,640.0212402,0.014079347,640.0212402,0.012054484
639.4350586,0.011072029,639.4350586,0.011361755,639.4350586,0.011742461,639.4350586,0.011522865,639.4350586,0.013994566,639.4350586,0.012303455
638.9953003,0.011459764,638.9953003,0.011136721,638.9953003,0.011501361,638.9953003,0.011469492,638.9953003,0.014157218,638.9953003,0.012448451
638.555542,0.011211091,638.555542,0.011431459,638.555542,0.0115117,638.555542,0.01139149,638.555542,0.014263109,638.555542,0.012025395
637.9691162,0.010985869,637.9691162,0.011246261,637.9691162,0.011690151,637.9691162,0.011636092,637.9691162,0.013994085,637.9691162,0.012518677
637.5291748,0.011110269,637.5291748,0.011405362,637.5291748,0.011719137,637.5291748,0.011587225,637.5291748,0.014046112,637.5291748,0.012028243
636.9425659,0.010913157,636.9425659,0.011142776,636.9425659,0.011462688,636.9425659,0.011548837,636.9425659,0.013562764,636.9425659,0.01252643
636.5025024,0.011093725,636.5025024,0.011467419,636.5025024,0.01163229,636.5025024,0.011454342,636.5025024,0.013452077,636.5025024,0.012304307
636.062439,0.010846959,636.062439,0.011491632,636.062439,0.011788234,636.062439,0.011256462,636.062439,0.013319851,636.062439,0.011868409
635.4755249,0.011051238,635.4755249,0.011378416,635.4755249,0.011338585,635.4755249,0.011318923,635.4755249,0.013223849,635.4755249,0.012264257
635.0353394,0.011112633,635.0353394,0.011320968,635.0353394,0.011439193,635.0353394,0.011443153,635.0353394,0.012811556,635.0353394,0.012391608
634.4483032,0.011122725,634.4483032,0.01136404,634.4483032,0.011571486,634.4483032,0.011374058,634.4483032,0.012605621,634.4483032,0.012281965
634.0079346,0.010713879,634.0079346,0.011489027,634.0079346,0.011751663,634.0079346,0.011471485,634.0079346,0.01244339,634.0079346,0.012163804
633.5675049,0.011002118,633.5675049,0.011182324,633.5675049,0.011417055,633.5675049,0.011294586,633.5675049,0.012237311,633.5675049,0.012424424
632.9802246,0.011091733,632.9802246,0.011107827,632.9802246,0.011674568,632.9802246,0.011178446,632.9802246,0.011891262,632.9802246,0.012327315
632.5397339,0.010985922,632.5397339,0.011196322,632.5397339,0.011526799,632.5397339,0.01122594,632.5397339,0.01173887,632.5397339,0.012316557
631.9522705,0.010919634,631.9522705,0.011167955,631.9522705,0.011439246,631.9522705,0.01101919,631.9522705,0.012028483,631.9522705,0.012237711
631.5115967,0.010949604,631.5115967,0.011280372,631.5115967,0.011275245,631.5115967,0.011622719,631.5115967,0.01153613,631.5115967,0.012188856
631.0708618,0.011094416,631.0708618,0.011093964,631.0708618,0.011628116,631.0708618,0.010948012,631.0708618,0.011303459,631.0708618,0.012204696
630.4831543,0.010942543,630.4831543,0.011326415,630.4831543,0.011809008,630.4831543,0.011026598,630.4831543,0.011239221,630.4831543,0.012277731
630.0422974,0.010819119,630.0422974,0.01149033,630.0422974,0.01146609,630.0422974,0.01108629,630.0422974,0.011280266,630.0422974,0.012086051
629.4544678,0.01105323,629.4544678,0.011470528,629.4544678,0.011325911,629.4544678,0.01095579,629.4544678,0.011218023,629.4544678,0.012136385
629.0134888,0.010760047,629.0134888,0.01129533,629.0134888,0.011371294,629.0134888,0.010830531,629.0134888,0.011216483,629.0134888,0.012008416
628.5724487,0.011069082,628.5724487,0.011087485,628.5724487,0.011141953,628.5724487,0.01099686,628.5724487,0.011231491,628.5724487,0.011858831
627.984314,0.010765487,627.984314,0.01114036,627.984314,0.011292938,627.984314,0.011108862,627.984314,0.010919129,627.984314,0.011978906
627.5432129,0.010887436,627.5432129,0.011073596,627.5432129,0.011357556,627.5432129,0.011027978,627.5432129,0.011097389,627.5432129,0.012032022
626.954895,0.010741766,626.954895,0.01099548,626.954895,0.011424868,626.954895,0.011262652,626.954895,0.011057664,626.954895,0.011985478
626.5136108,0.010932588,626.5136108,0.01107017,626.5136108,0.011304602,626.5136108,0.011010322,626.5136108,0.010995958,626.5136108,0.012145116
626.0722656,0.010908379,626.0722656,0.010916634,626.0722656,0.011448016,626.0722656,0.011114359,626.0722656,0.010855453,626.0722656,0.011997453
625.4837646,0.010734017,625.4837646,0.010997816,625.4837646,0.011200041,625.4837646,0.010906256,625.4837646,0.011136216,625.4837646,0.011905282
625.0422974,0.010699605,625.0422974,0.011091203,625.0422974,0.011392208,625.0422974,0.010843721,625.0422974,0.011028323,625.0422974,0.011918505
624.4536133,0.010736379,624.4536133,0.011119644,624.4536133,0.01095279,624.4536133,0.010904504,624.4536133,0.010835733,624.4536133,0.01208794
624.0120239,0.010611369,624.0120239,0.010978462,624.0120239,0.011184768,624.0120239,0.010785655,624.0120239,0.011184236,624.0120239,0.011696773
623.5703735,0.010676629,623.5703735,0.010852931,623.5703735,0.011215155,623.5703735,0.010819491,623.5703735,0.010955312,623.5703735,0.011898524
622.9814453,0.010659145,622.9814453,0.010899222,622.9814453,0.011359044,622.9814453,0.010754608,622.9814453,0.010631504,622.9814453,0.011762833
622.5396729,0.010600653,622.5396729,0.010972833,622.5396729,0.011172124,622.5396729,0.010782762,622.5396729,0.011180358,622.5396729,0.011922683
621.9505615,0.01074747,621.9505615,0.011068684,621.9505615,0.011479831,621.9505615,0.010910582,621.9505615,0.010776102,621.9505615,0.011841646
621.508667,0.010811768,621.508667,0.010787884,621.508667,0.010871219,621.508667,0.010723378,621.508667,0.010751185,621.508667,0.01168337
621.0667114,0.010694802,621.0667114,0.010792741,621.0667114,0.011111677,621.0667114,0.010490134,621.0667114,0.010832681,621.0667114,0.011849521
620.477417,0.010658641,620.477417,0.011065444,620.477417,0.011051238,620.477417,0.010941269,620.477417,0.010793112,620.477417,0.011902089
