mbg_3_146_7uM,,mbg_3_146_15uM,,mbg_3_146_31uM,,mbg_3_146_62uM,,mbg_3_146_125uM,,mbg_3_146_250uM,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
620.0353394,0.010601581,620.0353394,0.010722714,620.0353394,0.011219591,620.0353394,0.010803621,620.0353394,0.010774722,620.0353394,0.011804672
619.4458008,0.010473773,619.4458008,0.010533495,619.4458008,0.011082625,619.4458008,0.010935296,619.4458008,0.010683473,619.4458008,0.011624606
619.0036011,0.010590732,619.0036011,0.010838493,619.0036011,0.011060134,619.0036011,0.010532567,619.0036011,0.010865406,619.0036011,0.011769084
618.5613403,0.010480243,618.5613403,0.01105947,618.5613403,0.010967285,618.5613403,0.010790139,618.5613403,0.010727198,618.5613403,0.011582493
617.9716187,0.01033622,617.9716187,0.010817155,617.9716187,0.01077313,617.9716187,0.010450544,617.9716187,0.011129364,617.9716187,0.011754296
617.5292358,0.010432354,617.5292358,0.010743092,617.5292358,0.011015153,617.5292358,0.010534238,617.5292358,0.010515063,617.5292358,0.011694752
616.9393311,0.010568001,616.9393311,0.010747497,616.9393311,0.010746329,616.9393311,0.010314801,616.9393311,0.010524584,616.9393311,0.011815099
616.4968262,0.010428297,616.4968262,0.010716585,616.4968262,0.011005569,616.4968262,0.010659491,616.4968262,0.01070836,616.4968262,0.011473558
616.0542603,0.010448343,616.0542603,0.01069597,616.0542603,0.010992347,616.0542603,0.010486767,616.0542603,0.010706741,616.0542603,0.011726983
615.4641113,0.010491514,615.4641113,0.010529994,615.4641113,0.011028854,615.4641113,0.010425062,615.4641113,0.010577682,615.4641113,0.011460189
615.0214233,0.010286094,615.0214233,0.010577655,615.0214233,0.010831567,615.0214233,0.010412388,615.0214233,0.01063084,615.0214233,0.011519463
614.4310913,0.010315279,614.4310913,0.010517927,614.4310913,0.010815643,614.4310913,0.010566993,614.4310913,0.010591687,614.4310913,0.011624473
613.9882813,0.010451737,613.9882813,0.010581369,613.9882813,0.010740545,613.9882813,0.01042904,613.9882813,0.010396507,613.9882813,0.011511993
613.5454712,0.010454786,613.5454712,0.010670898,613.5454712,0.010892081,613.5454712,0.010337625,613.5454712,0.010646518,613.5454712,0.011439857
612.954895,0.010168209,612.954895,0.010364745,612.954895,0.010707245,612.954895,0.010487138,612.954895,0.010500212,612.954895,0.011514811
612.5119019,0.010356155,612.5119019,0.010551981,612.5119019,0.010871165,612.5119019,0.010384602,612.5119019,0.010595666,612.5119019,0.011340763
612.0689087,0.010298127,612.0689087,0.010572325,612.0689087,0.010804019,612.0689087,0.010229983,612.0689087,0.010469159,612.0689087,0.011574596
611.4780884,0.010214002,611.4780884,0.010476981,611.4780884,0.010767451,611.4780884,0.010228499,611.4780884,0.010387386,611.4780884,0.011166149
611.0349121,0.010252511,611.0349121,0.010258872,611.0349121,0.010546331,611.0349121,0.010194683,611.0349121,0.010451127,611.0349121,0.011538415
610.4439697,0.01030547,610.4439697,0.010411699,610.4439697,0.010607257,610.4439697,0.010371108,610.4439697,0.01037368,610.4439697,0.011534986
610.0006714,0.01040059,610.0006714,0.010482657,610.0006714,0.011034695,610.0006714,0.010302209,610.0006714,0.010217633,610.0006714,0.011580286
609.557373,0.010221131,609.557373,0.010334868,609.557373,0.010689284,609.557373,0.010405972,609.557373,0.010309632,609.557373,0.011439565
608.9661865,0.010133258,608.9661865,0.010480747,608.9661865,0.010622537,608.9661865,0.010421536,608.9661865,0.010309923,608.9661865,0.011548943
608.5227051,0.010288585,608.5227051,0.010113147,608.5227051,0.01057503,608.5227051,0.010311461,608.5227051,0.010245408,608.5227051,0.011274475
607.9313354,0.010098813,607.9313354,0.010150773,607.9313354,0.010482524,607.9313354,0.010271516,607.9313354,0.010383886,607.9313354,0.011267514
607.487793,0.010103212,607.487793,0.01012319,607.487793,0.010378876,607.487793,0.010353664,607.487793,0.010457226,607.487793,0.011190292
607.0441284,0.010115452,607.0441284,0.010078519,607.0441284,0.010412548,607.0441284,0.01018562,607.0441284,0.010319546,607.0441284,0.011219432
606.4525757,0.009971153,606.4525757,0.00993937,606.4525757,0.010248668,606.4525757,0.010062225,606.4525757,0.010021402,606.4525757,0.0109096
606.0087891,0.009915825,606.0087891,0.010038329,606.0087891,0.010514718,606.0087891,0.009995469,606.0087891,0.010262875,606.0087891,0.011266717
605.5650024,0.009871255,605.5650024,0.010036554,605.5650024,0.010552883,605.5650024,0.010227492,605.5650024,0.010114631,605.5650024,0.011196349
604.9731445,0.009862569,604.9731445,0.0101402,604.9731445,0.010484911,604.9731445,0.009984423,604.9731445,0.010216122,604.9731445,0.011214199
604.5292358,0.009857803,604.5292358,0.010268149,604.5292358,0.010448475,604.5292358,0.010008449,604.5292358,0.010198154,604.5292358,0.011064621
603.9372559,0.010025746,603.9372559,0.010006144,603.9372559,0.010312203,603.9372559,0.009956956,603.9372559,0.010153715,603.9372559,0.011089794
603.4932251,0.009932324,603.4932251,0.009985588,603.4932251,0.010373255,603.4932251,0.009869216,603.4932251,0.010055656,603.4932251,0.011145034
603.0490723,0.009830793,603.0490723,0.010119559,603.0490723,0.010464359,603.0490723,0.009931715,603.0490723,0.010105013,603.0490723,0.011297535
602.4568481,0.009913282,602.4568481,0.009876419,602.4568481,0.010397223,602.4568481,0.009977749,602.4568481,0.010015866,602.4568481,0.01086798
602.0126343,0.009858889,602.0126343,0.010157556,602.0126343,0.010143777,602.0126343,0.009976186,602.0126343,0.010000157,602.0126343,0.010937951
601.5683594,0.009718725,601.5683594,0.009985005,601.5683594,0.010051575,601.5683594,0.009804713,601.5683594,0.009852216,601.5683594,0.011061435
600.9758911,0.009596203,600.9758911,0.00970795,600.9758911,0.010016157,600.9758911,0.009891884,600.9758911,0.010039548,600.9758911,0.010836874
600.5314941,0.00966319,600.5314941,0.009697706,600.5314941,0.010111266,600.5314941,0.009751232,600.5314941,0.010004713,600.5314941,0.011015074
599.9389038,0.009588662,599.9389038,0.009776331,599.9389038,0.009915904,599.9389038,0.00955246,599.9389038,0.009769976,599.9389038,0.010940233
599.4943848,0.009486232,599.4943848,0.009915084,599.4943848,0.009870725,599.4943848,0.009561642,599.4943848,0.009700274,599.4943848,0.010786292
599.0498047,0.009558785,599.0498047,0.009762485,599.0498047,0.009887144,599.0498047,0.009429537,599.0498047,0.009636273,599.0498047,0.010725288
598.4569702,0.009622537,598.4569702,0.009711709,598.4569702,0.009883013,598.4569702,0.009413321,598.4569702,0.009641036,598.4569702,0.010682466
598.0122681,0.009396867,598.0122681,0.009658108,598.0122681,0.009954863,598.0122681,0.009527164,598.0122681,0.009714913,598.0122681,0.010771485
597.5675049,0.009598533,597.5675049,0.009553174,597.5675049,0.009948375,597.5675049,0.009388773,597.5675049,0.009654667,597.5675049,0.010724731
596.9744263,0.009660437,596.9744263,0.009606021,596.9744263,0.009932695,596.9744263,0.009374886,596.9744263,0.009720021,596.9744263,0.010759544
596.5296021,0.009467183,596.5296021,0.009578737,596.5296021,0.009928352,596.5296021,0.009584242,596.5296021,0.009845596,596.5296021,0.010850994
595.9363403,0.00955844,595.9363403,0.009543913,595.9363403,0.009901312,595.9363403,0.009331509,595.9363403,0.009670998,595.9363403,0.010744525
595.491333,0.00932286,595.491333,0.009620366,595.491333,0.009696065,595.491333,0.009479036,595.491333,0.009609277,595.491333,0.010560866
595.0463257,0.009329446,595.0463257,0.009498535,595.0463257,0.009880921,595.0463257,0.009449034,595.0463257,0.009599353,595.0463257,0.010377391
594.4528809,0.009163727,594.4528809,0.009454431,594.4528809,0.009648711,594.4528809,0.009187602,594.4528809,0.009479987,594.4528809,0.010528827
594.0076904,0.009236676,594.0076904,0.009097109,594.0076904,0.009768071,594.0076904,0.009313365,594.0076904,0.009315904,594.0076904,0.010524956
593.5625,0.009182129,593.5625,0.00941758,593.5625,0.009725422,593.5625,0.009267271,593.5625,0.009504435,593.5625,0.010430975
592.968811,0.009159947,592.968811,0.009294906,592.968811,0.009511447,592.968811,0.009281631,592.968811,0.009265102,592.968811,0.010314086
592.5234375,0.00917848,592.5234375,0.009366845,592.5234375,0.009540526,592.5234375,0.009115666,592.5234375,0.009229775,592.5234375,0.010600334
591.9296265,0.009025929,591.9296265,0.009082332,591.9296265,0.00944877,591.9296265,0.009249316,591.9296265,0.009250903,591.9296265,0.010201732
591.4841309,0.009118811,591.4841309,0.009324473,591.4841309,0.009423294,591.4841309,0.009080641,591.4841309,0.009253969,591.4841309,0.010275889
591.0386353,0.009156272,591.0386353,0.008925613,591.0386353,0.009445409,591.0386353,0.009012925,591.0386353,0.009064649,591.0386353,0.010159624
590.4445801,0.009062271,590.4445801,0.009089972,590.4445801,0.009144085,590.4445801,0.008724445,590.4445801,0.00918821,590.4445801,0.010186706
589.9989624,0.009100308,589.9989624,0.008766308,589.9989624,0.00902347,589.9989624,0.008839824,589.9989624,0.009085188,589.9989624,0.009988926
589.5532837,0.009019242,589.5532837,0.008999209,589.5532837,0.009126213,589.5532837,0.008819642,589.5532837,0.009074799,589.5532837,0.009976027
588.9589844,0.009035258,588.9589844,0.009012713,588.9589844,0.009050191,588.9589844,0.008780493,588.9589844,0.008776716,588.9589844,0.009957115
588.5131836,0.008975371,588.5131836,0.008618469,588.5131836,0.008971486,588.5131836,0.008607009,588.5131836,0.008942524,588.5131836,0.010145314
588.0673218,0.008810818,588.0673218,0.008862017,588.0673218,0.008937345,588.0673218,0.008798535,588.0673218,0.008881039,588.0673218,0.009996555
587.4727783,0.009045909,587.4727783,0.008563155,587.4727783,0.008943264,587.4727783,0.008731893,587.4727783,0.008835835,587.4727783,0.009841677
587.0268555,0.008980868,587.0268555,0.008600752,587.0268555,0.008684698,587.0268555,0.008523739,587.0268555,0.008610468,587.0268555,0.009821606
586.4321289,0.008974314,586.4321289,0.008497605,586.4321289,0.008768369,586.4321289,0.008437159,586.4321289,0.008556713,586.4321289,0.009652735
585.9860229,0.008962607,585.9860229,0.008692357,585.9860229,0.008814014,585.9860229,0.008621955,585.9860229,0.008597029,585.9860229,0.009777999
585.539917,0.008695262,585.539917,0.008512758,585.539917,0.008720034,585.539917,0.008619314,585.539917,0.008742141,585.539917,0.009855922
584.9450073,0.00871219,584.9450073,0.008307426,584.9450073,0.008716838,584.9450073,0.008433042,584.9450073,0.008519173,584.9450073,0.00962775
584.4987183,0.008763746,584.4987183,0.008325,584.4987183,0.008292123,584.4987183,0.008275923,584.4987183,0.008521153,584.4987183,0.009418373
584.0524292,0.008724551,584.0524292,0.008178023,584.0524292,0.008558983,584.0524292,0.008137693,584.0524292,0.008295976,584.0524292,0.009587867
583.4572754,0.00850336,583.4572754,0.008115907,583.4572754,0.008391368,583.4572754,0.007945774,583.4572754,0.008219834,583.4572754,0.009353435
583.0108643,0.008587762,583.0108643,0.008100505,583.0108643,0.008367169,583.0108643,0.00798838,583.0108643,0.008328642,583.0108643,0.009172611
582.5643921,0.008612053,582.5643921,0.007972956,582.5643921,0.008090035,582.5643921,0.007953288,582.5643921,0.008053431,582.5643921,0.009246222
581.9690552,0.008431115,581.9690552,0.007849345,581.9690552,0.008152885,581.9690552,0.007882136,581.9690552,0.00832661,581.9690552,0.009185936
581.5224609,0.008275316,581.5224609,0.007824543,581.5224609,0.008149826,581.5224609,0.007954764,581.5224609,0.007966892,581.5224609,0.00910303
580.9269409,0.008353261,580.9269409,0.007911053,580.9269409,0.008127064,580.9269409,0.007708221,580.9269409,0.008001168,580.9269409,0.009150086
580.4802246,0.008254368,580.4802246,0.007751015,580.4802246,0.007900219,580.4802246,0.007554499,580.4802246,0.007881029,580.4802246,0.008992707
580.0334473,0.0082731,580.0334473,0.007979916,580.0334473,0.007775944,580.0334473,0.007549099,580.0334473,0.00776008,580.0334473,0.009097029
579.4377441,0.008045388,579.4377441,0.00743077,579.4377441,0.007703636,579.4377441,0.007485413,579.4377441,0.007687273,579.4377441,0.008782791
578.9908447,0.008068964,578.9908447,0.007461422,578.9908447,0.007653285,578.9908447,0.007286254,578.9908447,0.007466215,578.9908447,0.00879444
578.5439453,0.008034313,578.5439453,0.007419974,578.5439453,0.007729933,578.5439453,0.007403043,578.5439453,0.007707588,578.5439453,0.008763588
577.947937,0.008249355,577.947937,0.007184945,577.947937,0.007408204,577.947937,0.007168891,577.947937,0.007548625,577.947937,0.008709998
577.5009155,0.008020918,577.5009155,0.007285517,577.5009155,0.007311552,577.5009155,0.007268854,577.5009155,0.00725214,577.5009155,0.008567696
577.053833,0.007992784,577.053833,0.007132365,577.053833,0.007463977,577.053833,0.007124024,577.053833,0.007121208,577.053833,0.008527461
576.4576416,0.007784825,576.4576416,0.007092737,576.4576416,0.007385085,576.4576416,0.006875216,576.4576416,0.007124813,576.4576416,0.008342337
576.010437,0.007726508,576.010437,0.006957987,576.010437,0.006973664,576.010437,0.006713034,576.010437,0.007054665,576.010437,0.008496866
575.5631714,0.007561426,575.5631714,0.00701949,575.5631714,0.007105446,575.5631714,0.006842528,575.5631714,0.006823647,575.5631714,0.008086817
574.9667358,0.007578864,574.9667358,0.006749893,574.9667358,0.006941021,574.9667358,0.006690242,574.9667358,0.006810762,574.9667358,0.008163489
574.5193481,0.00756896,574.5193481,0.006608941,574.5193481,0.006747237,574.5193481,0.00658124,574.5193481,0.006658881,574.5193481,0.008008735
574.0719604,0.007279278,574.0719604,0.006514832,574.0719604,0.00673375,574.0719604,0.006526815,574.0719604,0.006574854,574.0719604,0.007812683
573.4752808,0.007243137,573.4752808,0.006484378,573.4752808,0.006731726,573.4752808,0.006364605,573.4752808,0.006514491,573.4752808,0.00768174
573.027771,0.007164312,573.027771,0.006344012,573.027771,0.006477678,573.027771,0.006296366,573.027771,0.006437768,573.027771,0.007574307
572.4309692,0.00726588,572.4309692,0.006068481,572.4309692,0.006425262,572.4309692,0.006139283,572.4309692,0.006339546,572.4309692,0.007617719
571.9833374,0.007149075,571.9833374,0.006113633,571.9833374,0.006402564,571.9833374,0.006024671,571.9833374,0.006404534,571.9833374,0.007380556
571.5356445,0.006998997,571.5356445,0.006335212,571.5356445,0.006206447,571.5356445,0.006019973,571.5356445,0.006327621,571.5356445,0.007407914
570.9385986,0.006849575,570.9385986,0.006029186,570.9385986,0.005931817,570.9385986,0.00573565,570.9385986,0.006157478,570.9385986,0.007294599
570.4907837,0.006977163,570.4907837,0.005934415,570.4907837,0.005947222,570.4907837,0.005740319,570.4907837,0.005968006,570.4907837,0.007156786
570.0429077,0.006827512,570.0429077,0.005827413,570.0429077,0.005816263,570.0429077,0.005858005,570.0429077,0.005723454,570.0429077,0.006964957
569.4456787,0.006544185,569.4456787,0.005644537,569.4456787,0.00576718,569.4456787,0.005529688,569.4456787,0.005594975,569.4456787,0.007114208
568.9976807,0.00638541,568.9976807,0.00532157,568.9976807,0.005515819,568.9976807,0.00541639,568.9976807,0.005736857,568.9976807,0.006722472
568.5496826,0.006365262,568.5496826,0.005329772,568.5496826,0.005465905,568.5496826,0.005408448,568.5496826,0.005410073,568.5496826,0.006732883
567.9522095,0.006198859,567.9522095,0.005187341,567.9522095,0.005478121,567.9522095,0.005159469,567.9522095,0.00522229,567.9522095,0.006588967
567.5040283,0.005957955,567.5040283,0.005142468,567.5040283,0.005141892,567.5040283,0.004988395,567.5040283,0.005200676,567.5040283,0.006439187
567.0558472,0.005961393,567.0558472,0.004807651,567.0558472,0.005126647,567.0558472,0.005058026,567.0558472,0.005061143,567.0558472,0.006252481
566.4581909,0.005936567,566.4581909,0.004952392,566.4581909,0.005202248,566.4581909,0.004805217,566.4581909,0.005036656,566.4581909,0.006180163
566.0098877,0.005844362,566.0098877,0.004785508,566.0098877,0.004960822,566.0098877,0.004770171,566.0098877,0.004920502,566.0098877,0.006141147
565.5615234,0.005903896,565.5615234,0.00467646,565.5615234,0.004924377,565.5615234,0.004671907,565.5615234,0.004675596,565.5615234,0.0061365
564.963623,0.00538499,564.963623,0.004379209,564.963623,0.004508348,564.963623,0.004412287,564.963623,0.004509604,564.963623,0.005807055
564.5151367,0.005459273,564.5151367,0.004318026,564.5151367,0.004383916,564.5151367,0.004362029,564.5151367,0.004498566,564.5151367,0.005823242
564.0666504,0.005304327,564.0666504,0.00428085,564.0666504,0.004389302,564.0666504,0.004209199,564.0666504,0.004376541,564.0666504,0.0056309
563.4685059,0.005224805,563.4685059,0.004032542,563.4685059,0.004243834,563.4685059,0.004051563,563.4685059,0.004142344,563.4685059,0.005552996
563.0198975,0.004876939,563.0198975,0.003899469,563.0198975,0.00404396,563.0198975,0.003702887,563.0198975,0.003984836,563.0198975,0.005399144
562.571167,0.004778782,562.571167,0.003640363,562.571167,0.003953618,562.571167,0.003537344,562.571167,0.003913313,562.571167,0.004996459
561.9728394,0.004748187,561.9728394,0.003716776,561.9728394,0.00382117,561.9728394,0.003575918,561.9728394,0.003666181,561.9728394,0.005078742
561.5240479,0.004661414,561.5240479,0.003379507,561.5240479,0.003552715,561.5240479,0.003515422,561.5240479,0.003596276,561.5240479,0.004990647
560.9255981,0.004457608,560.9255981,0.003435105,560.9255981,0.003543581,560.9255981,0.00320603,560.9255981,0.003505062,560.9255981,0.004645742
560.4766846,0.004351362,560.4766846,0.00320423,560.4766846,0.003256519,560.4766846,0.0033175,560.4766846,0.003229526,560.4766846,0.004609192
560.02771,0.004106019,560.02771,0.003113776,560.02771,0.003218704,560.02771,0.003042188,560.02771,0.003212992,560.02771,0.004488732
559.4290161,0.004021647,559.4290161,0.003034576,559.4290161,0.002984477,559.4290161,0.002996311,559.4290161,0.002978587,559.4290161,0.004525612
558.9799194,0.003939616,558.9799194,0.002630327,558.9799194,0.002972331,558.9799194,0.002824471,558.9799194,0.002994668,558.9799194,0.004126036
558.5308228,0.003743068,558.5308228,0.002595795,558.5308228,0.00264736,558.5308228,0.002777184,558.5308228,0.002673744,558.5308228,0.004121463
557.9318848,0.003589725,557.9318848,0.002565979,557.9318848,0.002578739,557.9318848,0.002438952,557.9318848,0.002525073,557.9318848,0.004133876
557.482666,0.003474218,557.482666,0.002433303,557.482666,0.00243601,557.482666,0.002207253,557.482666,0.002482791,557.482666,0.003638614
557.0333862,0.003362759,557.0333862,0.002247921,557.0333862,0.002339704,557.0333862,0.002167291,557.0333862,0.002310738,557.0333862,0.003612407
556.4342651,0.003138441,556.4342651,0.001954589,556.4342651,0.002264782,556.4342651,0.001977836,556.4342651,0.002169086,556.4342651,0.003500078
555.9848633,0.003012263,555.9848633,0.001924167,555.9848633,0.002096275,555.9848633,0.001786332,555.9848633,0.001917979,555.9848633,0.003476906
555.5354004,0.002857796,555.5354004,0.001887819,555.5354004,0.001904381,555.5354004,0.001679983,555.5354004,0.001750126,555.5354004,0.003202092
554.9360962,0.002603191,554.9360962,0.00151895,554.9360962,0.001700409,554.9360962,0.001470194,554.9360962,0.001560748,554.9360962,0.002891646
554.4865112,0.002418543,554.4865112,0.001386645,554.4865112,0.001670082,554.4865112,0.001362313,554.4865112,0.001458272,554.4865112,0.002913327
554.0369263,0.002384393,554.0369263,0.001165525,554.0369263,0.001366597,554.0369263,0.00131142,554.0369263,0.001368882,554.0369263,0.002711798
553.4373779,0.002099995,553.4373779,0.001135366,553.4373779,0.001212377,553.4373779,0.001105987,553.4373779,0.00110238,553.4373779,0.002533483
552.9876099,0.002004309,552.9876099,0.000894323,552.9876099,0.001137806,552.9876099,0.000932299,552.9876099,0.001066049,552.9876099,0.002487217
552.5379028,0.002047091,552.5379028,0.000881587,552.5379028,0.00097181,552.5379028,0.000732102,552.5379028,0.001066127,552.5379028,0.002336529
551.9381104,0.001711999,551.9381104,0.00064898,551.9381104,0.000771569,551.9381104,0.000453863,551.9381104,0.000801651,551.9381104,0.002272901
551.4882202,0.001587585,551.4882202,0.000528628,551.4882202,0.000688154,551.4882202,0.000408466,551.4882202,0.000779115,551.4882202,0.001875236
551.0383301,0.001494506,551.0383301,0.00040305,551.0383301,0.000503437,551.0383301,0.00036771,551.0383301,0.000559601,551.0383301,0.001931057
550.4383545,0.001166408,550.4383545,7.968432328E-5,550.4383545,0.00033069,550.4383545,0.000195587,550.4383545,0.000340871,550.4383545,0.001575609
549.9882813,0.001086083,549.9882813,4.051343058E-5,549.9882813,0.000237854,549.9882813,0.000106482,549.9882813,0.000128387,549.9882813,0.001512144
549.538208,0.000930458,549.538208,-0.000231618,549.538208,1.074280954E-5,549.538208,-0.000215473,549.538208,5.371670704E-5,549.538208,0.001455234
548.9379883,0.000728006,548.9379883,-0.000304261,548.9379883,-0.000197413,548.9379883,-0.000302553,548.9379883,-0.000200725,548.9379883,0.001073081
548.487793,0.000623912,548.487793,-0.000578477,548.487793,-0.00038165,548.487793,-0.000572272,548.487793,-0.00043115,548.487793,0.000997418
548.0375977,0.000331078,548.0375977,-0.000709576,548.0375977,-0.000564878,548.0375977,-0.000821516,548.0375977,-0.000621336,548.0375977,0.000887734
547.4371948,0.000235989,547.4371948,-0.000716398,547.4371948,-0.000484005,547.4371948,-0.000724358,547.4371948,-0.000545799,547.4371948,0.000745742
546.9868164,9.674664034E-5,546.9868164,-0.000911265,546.9868164,-0.000665432,546.9868164,-0.000718621,546.9868164,-0.000806169,546.9868164,0.00063747
546.536438,-6.81E-05,546.536438,-0.001012048,546.536438,-0.00090894,546.536438,-0.001059462,546.536438,-0.000897109,546.536438,0.000568414
545.935791,-0.000128324,545.935791,-0.001102842,545.935791,-0.000926402,545.935791,-0.001126751,545.935791,-0.000958018,545.935791,0.000442176
545.4852905,-0.00021242,545.4852905,-0.001140074,545.4852905,-0.000950114,545.4852905,-0.001095044,545.4852905,-0.001173791,545.4852905,0.000292973
545.034729,-0.000255316,545.034729,-0.001190261,545.034729,-0.001077331,545.034729,-0.001293922,545.034729,-0.001153086,545.034729,0.000375327
544.4338989,-0.000303433,544.4338989,-0.001516235,544.4338989,-0.001040507,544.4338989,-0.00145365,544.4338989,-0.001245605,544.4338989,7.82862262E-5
543.9832153,-0.00048959,543.9832153,-0.00157974,543.9832153,-0.00114028,543.9832153,-0.001471039,543.9832153,-0.001386979,543.9832153,-4.38E-05
543.5325317,-0.000577546,543.5325317,-0.001516545,543.5325317,-0.001105837,543.5325317,-0.001557816,543.5325317,-0.001401997,543.5325317,-9.16E-06
542.9315186,-0.000650131,542.9315186,-0.001636685,542.9315186,-0.001375987,542.9315186,-0.001553534,542.9315186,-0.001408138,542.9315186,-9.66E-05
542.4806519,-0.000759451,542.4806519,-0.001716416,542.4806519,-0.00142367,542.4806519,-0.00168764,542.4806519,-0.001525006,542.4806519,-0.000121906
542.0297852,-0.000833504,542.0297852,-0.001655355,542.0297852,-0.001155564,542.0297852,-0.001682689,542.0297852,-0.001499158,542.0297852,2.69214911E-6
541.4285278,-0.000818932,541.4285278,-0.001629257,541.4285278,-0.001123756,541.4285278,-0.001626885,541.4285278,-0.001468407,541.4285278,-9.38E-05
540.9775391,-0.000920926,540.9775391,-0.001560189,540.9775391,-0.001265222,540.9775391,-0.001378929,540.9775391,-0.001387908,540.9775391,2.529132689E-5
540.5265503,-0.000803378,540.5265503,-0.001592739,540.5265503,-0.001231873,540.5265503,-0.001446272,540.5265503,-0.001437861,540.5265503,9.185312956E-5
539.9251099,-0.000817899,539.9251099,-0.001603158,539.9251099,-0.001308685,539.9251099,-0.001576541,539.9251099,-0.00134244,539.9251099,-3.68E-05
539.473938,-0.000912246,539.473938,-0.001580513,539.473938,-0.001173791,539.473938,-0.001611153,539.473938,-0.001369433,539.473938,-7.09E-06
539.0227661,-0.000713917,539.0227661,-0.00153099,539.0227661,-0.001142345,539.0227661,-0.001529649,539.0227661,-0.00133506,539.0227661,5.213747136E-5
538.5715332,-0.000697998,538.5715332,-0.001472999,538.5715332,-0.001140951,538.5715332,-0.00138765,538.5715332,-0.001253349,538.5715332,0.000141723
537.9697876,-0.000694276,537.9697876,-0.001313382,537.9697876,-0.001078106,537.9697876,-0.001373974,537.9697876,-0.001253658,537.9697876,0.000176967
537.5184937,-0.000653336,537.5184937,-0.001234351,537.5184937,-0.001051612,537.5184937,-0.001305123,537.5184937,-0.001093392,537.5184937,0.000290926
537.0670776,-0.000617304,537.0670776,-0.001117869,537.0670776,-0.000744618,537.0670776,-0.001088692,537.0670776,-0.000956468,537.0670776,0.000412585
536.4651489,-0.00039722,536.4651489,-0.001030384,536.4651489,-0.000688125,536.4651489,-0.000869725,536.4651489,-0.000811026,536.4651489,0.000615227
536.0136719,-0.000318384,536.0136719,-0.000706733,536.0136719,-0.000628677,536.0136719,-0.000883572,536.0136719,-0.000685489,536.0136719,0.000715845
535.5621338,-4.81E-05,535.5621338,-0.000859443,535.5621338,-0.000459905,535.5621338,-0.000783534,535.5621338,-0.000540939,535.5621338,0.000850021
534.9599609,9.361375123E-5,534.9599609,-0.000484884,534.9599609,-0.000230272,534.9599609,-0.000550298,534.9599609,-0.000345026,534.9599609,0.001050479
534.5083008,-3.25E-05,534.5083008,-0.000506345,534.5083008,-0.000191359,534.5083008,-0.000447028,534.5083008,-0.000192238,534.5083008,0.001264193
534.0566406,7.328936044E-5,534.0566406,-0.000243984,534.0566406,-8.28E-05,534.0566406,-0.000380512,534.0566406,-8.75E-06,534.0566406,0.001286313
533.4542847,0.000419322,533.4542847,-4.81E-06,533.4542847,0.000400407,533.4542847,0.000255259,533.4542847,0.000288155,533.4542847,0.001706126
533.0025024,0.000526399,533.0025024,0.000269816,533.0025024,0.000451323,533.0025024,0.000282611,533.0025024,0.000393231,533.0025024,0.001938623
532.5506592,0.000854378,532.5506592,0.000573779,532.5506592,0.0009268,532.5506592,0.000550322,532.5506592,0.000737677,532.5506592,0.00226473
531.9480591,0.001159166,531.9480591,0.000922675,531.9480591,0.001060081,531.9480591,0.000930094,531.9480591,0.001017292,531.9480591,0.002432704
531.4961548,0.001302592,531.4961548,0.001003126,531.4961548,0.001439416,531.4961548,0.001082942,531.4961548,0.001376647,531.4961548,0.002739306
531.0441284,0.00162092,531.0441284,0.001509131,531.0441284,0.001692846,531.0441284,0.001378491,531.0441284,0.001450039,531.0441284,0.00311302
530.4413452,0.002157536,530.4413452,0.001948478,530.4413452,0.002185841,530.4413452,0.001883633,530.4413452,0.002301266,530.4413452,0.003651327
529.9892578,0.002454936,529.9892578,0.002292522,529.9892578,0.002628556,529.9892578,0.002315189,529.9892578,0.002614259,529.9892578,0.004054986
529.5371094,0.002582332,529.5371094,0.002505807,529.5371094,0.002781899,529.5371094,0.00237419,529.5371094,0.002774735,529.5371094,0.004063818
528.9341431,0.003038695,528.9341431,0.003073731,528.9341431,0.00349632,528.9341431,0.003069951,528.9341431,0.003554829,528.9341431,0.004697001
528.4818726,0.003426129,528.4818726,0.003420859,528.4818726,0.003668191,528.4818726,0.0033223,528.4818726,0.00366404,528.4818726,0.005187865
528.029541,0.003645088,528.029541,0.003503496,528.029541,0.003828509,528.029541,0.003431635,528.029541,0.003802342,528.029541,0.005284308
527.4263916,0.004010387,527.4263916,0.004180292,527.4263916,0.004213852,527.4263916,0.004104242,527.4263916,0.004585908,527.4263916,0.005797584
526.973999,0.004045893,526.973999,0.004223445,526.973999,0.004572121,526.973999,0.004208415,526.973999,0.004487345,526.973999,0.005869104
526.5215454,0.004668322,526.5215454,0.004747193,526.5215454,0.004908721,526.5215454,0.004797391,526.5215454,0.00517013,526.5215454,0.006493995
526.0690308,0.005122875,526.0690308,0.00514962,526.0690308,0.005523003,526.0690308,0.005245607,526.0690308,0.00543943,526.0690308,0.006875269
525.4655762,0.005474975,525.4655762,0.005624134,525.4655762,0.005977035,525.4655762,0.005740818,525.4655762,0.006034855,525.4655762,0.007500478
525.0130005,0.005965881,525.0130005,0.005973413,525.0130005,0.006364868,525.0130005,0.006272834,525.0130005,0.006235858,525.0130005,0.007817321
